complaint_id,case_id,victim_account,reported_amount_inr,city,state,crime_type,timestamp_min
CMP_004862,CASE_004862,ACC_0057137,46863.25,Ahmedabad,Gujarat,UPI_FRAUD,243402
CMP_004863,CASE_004863,ACC_0065634,33741.58,Mumbai,Maharashtra,DIGITAL_ARREST,60627
CMP_004864,CASE_004864,ACC_0012995,16876.23,Nagpur,Maharashtra,INVESTMENT_FRAUD,118233
CMP_004865,CASE_004865,ACC_0086920,10915.2,Nagpur,Maharashtra,ROMANCE_FRAUD,162253
CMP_004866,CASE_004866,ACC_0066865,21261.42,Ahmedabad,Gujarat,INVESTMENT_FRAUD,242073
CMP_004867,CASE_004867,ACC_0048432,34791.42,Nashik,Maharashtra,JOB_FRAUD,170619
CMP_004868,CASE_004868,ACC_0057909,9496.83,Bengaluru,Karnataka,PHISHING,187026
CMP_004869,CASE_004869,ACC_0061816,34701.2,Nashik,Maharashtra,JOB_FRAUD,198808
CMP_004870,CASE_004870,ACC_0022247,8893.84,Nashik,Maharashtra,INVESTMENT_FRAUD,11347
CMP_004871,CASE_004871,ACC_0042358,16079.99,Kolkata,West Bengal,ROMANCE_FRAUD,159857
CMP_004872,CASE_004872,ACC_0040346,32743.56,Pune,Maharashtra,REMOTE_ACCESS,33234
CMP_004873,CASE_004873,ACC_0094498,121975.4,Nagpur,Maharashtra,DIGITAL_ARREST,257663
CMP_004874,CASE_004874,ACC_0031744,34114.06,Nashik,Maharashtra,PHISHING,174230
CMP_004875,CASE_004875,ACC_0030546,12201.17,Pune,Maharashtra,JOB_FRAUD,254730
CMP_004876,CASE_004876,ACC_0036204,43761.9,Kolkata,West Bengal,INVESTMENT_FRAUD,89308
CMP_004877,CASE_004877,ACC_0029443,146895.91,Pune,Maharashtra,REMOTE_ACCESS,198850
CMP_004878,CASE_004878,ACC_0087582,10516.68,Hyderabad,Telangana,JOB_FRAUD,70885
CMP_004879,CASE_004879,ACC_0029799,4890.3,Nagpur,Maharashtra,ROMANCE_FRAUD,68580
CMP_004880,CASE_004880,ACC_0094559,139655.03,Pune,Maharashtra,REMOTE_ACCESS,102088
CMP_004881,CASE_004881,ACC_0070605,26990.68,Hyderabad,Telangana,ROMANCE_FRAUD,241799
CMP_004882,CASE_004882,ACC_0031257,54558.8,Mumbai,Maharashtra,PHISHING,175383
CMP_004883,CASE_004883,ACC_0091522,27353.04,Chennai,Tamil Nadu,ROMANCE_FRAUD,254846
CMP_004884,CASE_004884,ACC_0068651,28614.85,Mumbai,Maharashtra,ROMANCE_FRAUD,163905
CMP_004885,CASE_004885,ACC_0091266,92364.84,Delhi,Delhi,UPI_FRAUD,175657
CMP_004886,CASE_004886,ACC_0076563,20518.4,Hyderabad,Telangana,UPI_FRAUD,190415
CMP_004887,CASE_004887,ACC_0063738,4259.29,Nagpur,Maharashtra,INVESTMENT_FRAUD,172299
CMP_004888,CASE_004888,ACC_0069790,6410.02,Ahmedabad,Gujarat,DIGITAL_ARREST,162639
CMP_004889,CASE_004889,ACC_0045553,103031.93,Delhi,Delhi,JOB_FRAUD,125090
CMP_004890,CASE_004890,ACC_0034446,43906.17,Kolkata,West Bengal,ROMANCE_FRAUD,6265
CMP_004891,CASE_004891,ACC_0059350,83306.43,Nagpur,Maharashtra,JOB_FRAUD,36281
CMP_004892,CASE_004892,ACC_0013048,57672.12,Delhi,Delhi,INVESTMENT_FRAUD,103320
CMP_004893,CASE_004893,ACC_0071239,82880.1,Delhi,Delhi,JOB_FRAUD,223864
CMP_004894,CASE_004894,ACC_0070128,54830.28,Bengaluru,Karnataka,DIGITAL_ARREST,145931
CMP_004895,CASE_004895,ACC_0093400,47663.41,Pune,Maharashtra,ROMANCE_FRAUD,76448
CMP_004896,CASE_004896,ACC_0002640,9230.9,Chennai,Tamil Nadu,INVESTMENT_FRAUD,50401
CMP_004897,CASE_004897,ACC_0036549,17473.91,Nashik,Maharashtra,REMOTE_ACCESS,97156
CMP_004898,CASE_004898,ACC_0009395,30549.09,Ahmedabad,Gujarat,INVESTMENT_FRAUD,114844
CMP_004899,CASE_004899,ACC_0031690,61612.84,Kolkata,West Bengal,UPI_FRAUD,250975
CMP_004900,CASE_004900,ACC_0016678,211297.99,Mumbai,Maharashtra,JOB_FRAUD,2932
CMP_004901,CASE_004901,ACC_0072382,71460.22,Mumbai,Maharashtra,ROMANCE_FRAUD,23603
CMP_004902,CASE_004902,ACC_0016612,98729.39,Pune,Maharashtra,JOB_FRAUD,38794
CMP_004903,CASE_004903,ACC_0032346,269430.1,Bengaluru,Karnataka,REMOTE_ACCESS,4737
CMP_004904,CASE_004904,ACC_0061211,42255.95,Delhi,Delhi,INVESTMENT_FRAUD,2409
CMP_004905,CASE_004905,ACC_0053865,46931.21,Ahmedabad,Gujarat,INVESTMENT_FRAUD,61615
CMP_004906,CASE_004906,ACC_0013330,37679.51,Bengaluru,Karnataka,REMOTE_ACCESS,116320
CMP_004907,CASE_004907,ACC_0058254,91239.19,Bengaluru,Karnataka,UPI_FRAUD,234831
CMP_004908,CASE_004908,ACC_0002094,9167.5,Nagpur,Maharashtra,ROMANCE_FRAUD,253845
CMP_004909,CASE_004909,ACC_0008876,9209.99,Hyderabad,Telangana,JOB_FRAUD,65619
CMP_004910,CASE_004910,ACC_0044317,36216.64,Bengaluru,Karnataka,JOB_FRAUD,85833
CMP_004911,CASE_004911,ACC_0042389,5527.28,Hyderabad,Telangana,INVESTMENT_FRAUD,98078
CMP_004912,CASE_004912,ACC_0076376,64917.4,Mumbai,Maharashtra,REMOTE_ACCESS,34040
CMP_004913,CASE_004913,ACC_0010473,37378.59,Delhi,Delhi,PHISHING,175026
CMP_004914,CASE_004914,ACC_0022034,420566.36,Bengaluru,Karnataka,INVESTMENT_FRAUD,234249
CMP_004915,CASE_004915,ACC_0077987,20939.05,Bengaluru,Karnataka,REMOTE_ACCESS,190994
CMP_004916,CASE_004916,ACC_0024114,82311.22,Nashik,Maharashtra,REMOTE_ACCESS,154741
CMP_004917,CASE_004917,ACC_0064060,4878.81,Hyderabad,Telangana,INVESTMENT_FRAUD,91773
CMP_004918,CASE_004918,ACC_0086208,12455.43,Chennai,Tamil Nadu,UPI_FRAUD,155008
CMP_004919,CASE_004919,ACC_0047501,21576.1,Ahmedabad,Gujarat,REMOTE_ACCESS,118074
CMP_004920,CASE_004920,ACC_0069243,88818.02,Nagpur,Maharashtra,UPI_FRAUD,102442
CMP_004921,CASE_004921,ACC_0017407,111186.13,Ahmedabad,Gujarat,PHISHING,200010
CMP_004922,CASE_004922,ACC_0087644,70491.07,Nashik,Maharashtra,ROMANCE_FRAUD,28486
CMP_004923,CASE_004923,ACC_0046784,254073.55,Nashik,Maharashtra,DIGITAL_ARREST,2802
CMP_004924,CASE_004924,ACC_0023962,36431.77,Pune,Maharashtra,UPI_FRAUD,113489
CMP_004925,CASE_004925,ACC_0007171,11933.68,Nagpur,Maharashtra,PHISHING,232861
CMP_004926,CASE_004926,ACC_0000460,3000.0,Ahmedabad,Gujarat,UPI_FRAUD,84571
CMP_004927,CASE_004927,ACC_0034742,29024.65,Nashik,Maharashtra,JOB_FRAUD,209832
CMP_004928,CASE_004928,ACC_0016435,4362.28,Chennai,Tamil Nadu,INVESTMENT_FRAUD,10747
CMP_004929,CASE_004929,ACC_0007791,5585.43,Mumbai,Maharashtra,REMOTE_ACCESS,16669
CMP_004930,CASE_004930,ACC_0000605,46877.54,Delhi,Delhi,ROMANCE_FRAUD,60612
CMP_004931,CASE_004931,ACC_0071976,22937.91,Ahmedabad,Gujarat,JOB_FRAUD,134854
CMP_004932,CASE_004932,ACC_0043738,4776.1,Nagpur,Maharashtra,INVESTMENT_FRAUD,226085
CMP_004933,CASE_004933,ACC_0081459,26866.5,Kolkata,West Bengal,REMOTE_ACCESS,113148
CMP_004934,CASE_004934,ACC_0090240,24108.9,Nagpur,Maharashtra,UPI_FRAUD,60873
CMP_004935,CASE_004935,ACC_0067025,339121.46,Pune,Maharashtra,INVESTMENT_FRAUD,212968
CMP_004936,CASE_004936,ACC_0080026,110589.1,Kolkata,West Bengal,REMOTE_ACCESS,94653
CMP_004937,CASE_004937,ACC_0036955,20006.08,Nagpur,Maharashtra,UPI_FRAUD,186778
CMP_004938,CASE_004938,ACC_0019080,58885.75,Ahmedabad,Gujarat,REMOTE_ACCESS,115362
CMP_004939,CASE_004939,ACC_0089040,143340.77,Ahmedabad,Gujarat,JOB_FRAUD,144905
CMP_004940,CASE_004940,ACC_0045152,8571.77,Bengaluru,Karnataka,UPI_FRAUD,129586
CMP_004941,CASE_004941,ACC_0008207,66765.03,Delhi,Delhi,REMOTE_ACCESS,150493
CMP_004942,CASE_004942,ACC_0012172,5434.98,Ahmedabad,Gujarat,REMOTE_ACCESS,213156
CMP_004943,CASE_004943,ACC_0077509,137778.02,Hyderabad,Telangana,REMOTE_ACCESS,231731
CMP_004944,CASE_004944,ACC_0079786,37826.07,Nagpur,Maharashtra,JOB_FRAUD,117472
CMP_004945,CASE_004945,ACC_0092408,30061.25,Kolkata,West Bengal,PHISHING,145648
CMP_004946,CASE_004946,ACC_0028372,142597.05,Chennai,Tamil Nadu,ROMANCE_FRAUD,115882
CMP_004947,CASE_004947,ACC_0055135,347963.3,Pune,Maharashtra,REMOTE_ACCESS,71185
CMP_004948,CASE_004948,ACC_0018668,78968.41,Mumbai,Maharashtra,REMOTE_ACCESS,162620
CMP_004949,CASE_004949,ACC_0078622,20017.91,Mumbai,Maharashtra,REMOTE_ACCESS,60213
CMP_004950,CASE_004950,ACC_0000116,39511.96,Nashik,Maharashtra,UPI_FRAUD,57116
CMP_004951,CASE_004951,ACC_0089456,29720.36,Nashik,Maharashtra,ROMANCE_FRAUD,34327
CMP_004952,CASE_004952,ACC_0010193,75775.97,Mumbai,Maharashtra,JOB_FRAUD,237568
CMP_004953,CASE_004953,ACC_0045380,26863.59,Nagpur,Maharashtra,JOB_FRAUD,202476
CMP_004954,CASE_004954,ACC_0009174,37962.76,Ahmedabad,Gujarat,DIGITAL_ARREST,156791
CMP_004955,CASE_004955,ACC_0048300,20909.32,Kolkata,West Bengal,PHISHING,50215
CMP_004956,CASE_004956,ACC_0071243,33131.53,Nagpur,Maharashtra,JOB_FRAUD,3195
CMP_004957,CASE_004957,ACC_0073033,30446.4,Bengaluru,Karnataka,REMOTE_ACCESS,130680
CMP_004958,CASE_004958,ACC_0023769,14671.62,Delhi,Delhi,INVESTMENT_FRAUD,143381
CMP_004959,CASE_004959,ACC_0000696,205485.74,Bengaluru,Karnataka,REMOTE_ACCESS,7445
CMP_004960,CASE_004960,ACC_0064305,75563.49,Bengaluru,Karnataka,REMOTE_ACCESS,220032
CMP_004961,CASE_004961,ACC_0051394,52242.79,Pune,Maharashtra,ROMANCE_FRAUD,145284
CMP_004962,CASE_004962,ACC_0087798,20326.36,Nagpur,Maharashtra,PHISHING,175965
CMP_004963,CASE_004963,ACC_0078695,818377.25,Pune,Maharashtra,REMOTE_ACCESS,110613
CMP_004964,CASE_004964,ACC_0036058,127115.63,Kolkata,West Bengal,UPI_FRAUD,46790
CMP_004965,CASE_004965,ACC_0061885,218354.68,Kolkata,West Bengal,REMOTE_ACCESS,101992
CMP_004966,CASE_004966,ACC_0021760,24726.02,Kolkata,West Bengal,INVESTMENT_FRAUD,128552
CMP_004967,CASE_004967,ACC_0029670,13280.66,Ahmedabad,Gujarat,UPI_FRAUD,224652
CMP_004968,CASE_004968,ACC_0099889,3972.96,Delhi,Delhi,PHISHING,8781
CMP_004969,CASE_004969,ACC_0028824,37793.33,Bengaluru,Karnataka,JOB_FRAUD,221229
CMP_004970,CASE_004970,ACC_0025535,230044.58,Mumbai,Maharashtra,REMOTE_ACCESS,251352
CMP_004971,CASE_004971,ACC_0027521,68551.76,Kolkata,West Bengal,ROMANCE_FRAUD,58437
CMP_004972,CASE_004972,ACC_0081957,33678.43,Delhi,Delhi,DIGITAL_ARREST,160984
CMP_004973,CASE_004973,ACC_0027039,80616.06,Nagpur,Maharashtra,DIGITAL_ARREST,157410
CMP_004974,CASE_004974,ACC_0095293,85613.1,Kolkata,West Bengal,UPI_FRAUD,102443
CMP_004975,CASE_004975,ACC_0081499,920995.47,Bengaluru,Karnataka,PHISHING,245751
CMP_004976,CASE_004976,ACC_0024538,245520.29,Mumbai,Maharashtra,ROMANCE_FRAUD,117825
CMP_004977,CASE_004977,ACC_0005817,30672.84,Bengaluru,Karnataka,UPI_FRAUD,4522
CMP_004978,CASE_004978,ACC_0032734,85872.96,Chennai,Tamil Nadu,REMOTE_ACCESS,203001
CMP_004979,CASE_004979,ACC_0009497,15629.68,Chennai,Tamil Nadu,DIGITAL_ARREST,247658
CMP_004980,CASE_004980,ACC_0010182,10926.14,Pune,Maharashtra,UPI_FRAUD,15758
CMP_004981,CASE_004981,ACC_0090830,10196.68,Delhi,Delhi,DIGITAL_ARREST,52454
CMP_004982,CASE_004982,ACC_0034412,42391.79,Pune,Maharashtra,ROMANCE_FRAUD,162019
CMP_004983,CASE_004983,ACC_0065473,14437.32,Chennai,Tamil Nadu,UPI_FRAUD,200850
CMP_004984,CASE_004984,ACC_0014354,58329.11,Hyderabad,Telangana,DIGITAL_ARREST,240178
CMP_004985,CASE_004985,ACC_0098596,580680.43,Hyderabad,Telangana,REMOTE_ACCESS,120013
CMP_004986,CASE_004986,ACC_0074587,47695.83,Hyderabad,Telangana,REMOTE_ACCESS,192437
CMP_004987,CASE_004987,ACC_0073110,136698.05,Kolkata,West Bengal,INVESTMENT_FRAUD,52096
CMP_004988,CASE_004988,ACC_0068987,114524.73,Mumbai,Maharashtra,PHISHING,22497
CMP_004989,CASE_004989,ACC_0030717,35742.61,Delhi,Delhi,JOB_FRAUD,6179
CMP_004990,CASE_004990,ACC_0040636,148023.69,Bengaluru,Karnataka,PHISHING,11516
CMP_004991,CASE_004991,ACC_0060614,61101.21,Chennai,Tamil Nadu,REMOTE_ACCESS,222473
CMP_004992,CASE_004992,ACC_0087015,27653.05,Ahmedabad,Gujarat,INVESTMENT_FRAUD,157207
CMP_004993,CASE_004993,ACC_0060213,97014.57,Bengaluru,Karnataka,ROMANCE_FRAUD,60576
CMP_004994,CASE_004994,ACC_0016540,44608.71,Hyderabad,Telangana,PHISHING,257941
CMP_004995,CASE_004995,ACC_0012815,74971.16,Delhi,Delhi,INVESTMENT_FRAUD,113520
CMP_004996,CASE_004996,ACC_0083271,30614.54,Hyderabad,Telangana,ROMANCE_FRAUD,109579
CMP_004997,CASE_004997,ACC_0073793,20475.75,Nagpur,Maharashtra,INVESTMENT_FRAUD,214722
CMP_004998,CASE_004998,ACC_0032544,193265.36,Delhi,Delhi,PHISHING,5409
CMP_004999,CASE_004999,ACC_0008843,250291.35,Ahmedabad,Gujarat,UPI_FRAUD,226945
CMP_005000,CASE_005000,ACC_0070604,20625.47,Delhi,Delhi,DIGITAL_ARREST,201636
CMP_005001,CASE_005001,ACC_0090072,60644.21,Hyderabad,Telangana,PHISHING,6575
CMP_005002,CASE_005002,ACC_0002101,191006.06,Bengaluru,Karnataka,INVESTMENT_FRAUD,45687
CMP_005003,CASE_005003,ACC_0071918,32320.01,Bengaluru,Karnataka,INVESTMENT_FRAUD,37060
CMP_005004,CASE_005004,ACC_0009758,22202.95,Nagpur,Maharashtra,INVESTMENT_FRAUD,172380
CMP_005005,CASE_005005,ACC_0083549,20291.1,Delhi,Delhi,DIGITAL_ARREST,151970
CMP_005006,CASE_005006,ACC_0096923,18052.96,Delhi,Delhi,DIGITAL_ARREST,72735
CMP_005007,CASE_005007,ACC_0065255,21653.49,Hyderabad,Telangana,INVESTMENT_FRAUD,88139
CMP_005008,CASE_005008,ACC_0017495,148329.29,Nagpur,Maharashtra,ROMANCE_FRAUD,79622
CMP_005009,CASE_005009,ACC_0012368,74430.77,Nashik,Maharashtra,ROMANCE_FRAUD,135070
CMP_005010,CASE_005010,ACC_0081770,16278.23,Nagpur,Maharashtra,INVESTMENT_FRAUD,139036
CMP_005011,CASE_005011,ACC_0089821,4658.02,Nashik,Maharashtra,INVESTMENT_FRAUD,150712
CMP_005012,CASE_005012,ACC_0038327,3000.0,Nagpur,Maharashtra,PHISHING,167962
CMP_005013,CASE_005013,ACC_0093549,25210.32,Delhi,Delhi,UPI_FRAUD,229367
CMP_005014,CASE_005014,ACC_0012058,481077.26,Ahmedabad,Gujarat,REMOTE_ACCESS,43675
CMP_005015,CASE_005015,ACC_0074033,57776.04,Ahmedabad,Gujarat,UPI_FRAUD,125701
CMP_005016,CASE_005016,ACC_0079017,22959.57,Kolkata,West Bengal,INVESTMENT_FRAUD,68671
CMP_005017,CASE_005017,ACC_0081796,134687.39,Hyderabad,Telangana,DIGITAL_ARREST,24991
CMP_005018,CASE_005018,ACC_0027005,50099.41,Nagpur,Maharashtra,JOB_FRAUD,232627
CMP_005019,CASE_005019,ACC_0055213,91742.32,Nagpur,Maharashtra,INVESTMENT_FRAUD,215618
CMP_005020,CASE_005020,ACC_0098753,54691.96,Ahmedabad,Gujarat,UPI_FRAUD,255961
CMP_005021,CASE_005021,ACC_0042247,237357.46,Ahmedabad,Gujarat,DIGITAL_ARREST,205735
CMP_005022,CASE_005022,ACC_0039575,25803.64,Mumbai,Maharashtra,JOB_FRAUD,7595
CMP_005023,CASE_005023,ACC_0056958,17053.81,Mumbai,Maharashtra,INVESTMENT_FRAUD,69518
CMP_005024,CASE_005024,ACC_0059227,79926.4,Kolkata,West Bengal,INVESTMENT_FRAUD,81158
CMP_005025,CASE_005025,ACC_0031881,58262.48,Hyderabad,Telangana,INVESTMENT_FRAUD,63269
CMP_005026,CASE_005026,ACC_0057904,252120.9,Pune,Maharashtra,REMOTE_ACCESS,132707
CMP_005027,CASE_005027,ACC_0032585,24645.07,Kolkata,West Bengal,REMOTE_ACCESS,175114
CMP_005028,CASE_005028,ACC_0007451,4882.54,Nashik,Maharashtra,INVESTMENT_FRAUD,145085
CMP_005029,CASE_005029,ACC_0055431,14133.64,Ahmedabad,Gujarat,ROMANCE_FRAUD,257444
CMP_005030,CASE_005030,ACC_0006439,28102.2,Delhi,Delhi,DIGITAL_ARREST,237119
CMP_005031,CASE_005031,ACC_0077376,42325.05,Chennai,Tamil Nadu,PHISHING,227314
CMP_005032,CASE_005032,ACC_0002743,13078.55,Bengaluru,Karnataka,UPI_FRAUD,52889
CMP_005033,CASE_005033,ACC_0070489,378914.22,Hyderabad,Telangana,PHISHING,37825
CMP_005034,CASE_005034,ACC_0023747,5118.14,Pune,Maharashtra,INVESTMENT_FRAUD,36021
CMP_005035,CASE_005035,ACC_0072245,52671.38,Chennai,Tamil Nadu,REMOTE_ACCESS,60487
CMP_005036,CASE_005036,ACC_0019704,40605.17,Kolkata,West Bengal,DIGITAL_ARREST,196379
CMP_005037,CASE_005037,ACC_0018439,377934.27,Chennai,Tamil Nadu,UPI_FRAUD,184184
CMP_005038,CASE_005038,ACC_0047779,58616.83,Hyderabad,Telangana,UPI_FRAUD,94363
CMP_005039,CASE_005039,ACC_0024830,13505.35,Bengaluru,Karnataka,INVESTMENT_FRAUD,108561
CMP_005040,CASE_005040,ACC_0067197,6842.35,Bengaluru,Karnataka,REMOTE_ACCESS,94754
CMP_005041,CASE_005041,ACC_0071117,91618.37,Nashik,Maharashtra,DIGITAL_ARREST,224664
CMP_005042,CASE_005042,ACC_0095612,165728.73,Nashik,Maharashtra,JOB_FRAUD,248326
CMP_005043,CASE_005043,ACC_0086871,96898.98,Nashik,Maharashtra,PHISHING,36185
CMP_005044,CASE_005044,ACC_0073137,14269.83,Chennai,Tamil Nadu,ROMANCE_FRAUD,204022
CMP_005045,CASE_005045,ACC_0081018,75141.04,Nashik,Maharashtra,INVESTMENT_FRAUD,156113
CMP_005046,CASE_005046,ACC_0049820,32410.55,Kolkata,West Bengal,PHISHING,175950
CMP_005047,CASE_005047,ACC_0046355,43495.33,Nashik,Maharashtra,REMOTE_ACCESS,47924
CMP_005048,CASE_005048,ACC_0065988,132581.95,Ahmedabad,Gujarat,PHISHING,254259
CMP_005049,CASE_005049,ACC_0053434,40116.11,Hyderabad,Telangana,PHISHING,70099
CMP_005050,CASE_005050,ACC_0094863,25519.52,Bengaluru,Karnataka,ROMANCE_FRAUD,166142
CMP_005051,CASE_005051,ACC_0052806,105063.05,Delhi,Delhi,INVESTMENT_FRAUD,202679
CMP_005052,CASE_005052,ACC_0011601,3481.08,Delhi,Delhi,UPI_FRAUD,1460
CMP_005053,CASE_005053,ACC_0086936,3957.69,Ahmedabad,Gujarat,UPI_FRAUD,205341
CMP_005054,CASE_005054,ACC_0069974,5989.21,Mumbai,Maharashtra,UPI_FRAUD,90501
CMP_005055,CASE_005055,ACC_0043094,30558.62,Ahmedabad,Gujarat,JOB_FRAUD,134215
CMP_005056,CASE_005056,ACC_0031393,87605.6,Bengaluru,Karnataka,INVESTMENT_FRAUD,44932
CMP_005057,CASE_005057,ACC_0063838,137152.06,Chennai,Tamil Nadu,PHISHING,205996
CMP_005058,CASE_005058,ACC_0096260,117005.32,Kolkata,West Bengal,DIGITAL_ARREST,219990
CMP_005059,CASE_005059,ACC_0064120,21460.74,Ahmedabad,Gujarat,DIGITAL_ARREST,6357
CMP_005060,CASE_005060,ACC_0016681,61073.45,Chennai,Tamil Nadu,INVESTMENT_FRAUD,71563
CMP_005061,CASE_005061,ACC_0071504,4003.31,Ahmedabad,Gujarat,REMOTE_ACCESS,118424
CMP_005062,CASE_005062,ACC_0084630,5623.76,Ahmedabad,Gujarat,ROMANCE_FRAUD,155884
CMP_005063,CASE_005063,ACC_0044442,4720.55,Delhi,Delhi,UPI_FRAUD,186577
CMP_005064,CASE_005064,ACC_0043085,107966.61,Delhi,Delhi,PHISHING,204964
CMP_005065,CASE_005065,ACC_0067527,17616.0,Nagpur,Maharashtra,REMOTE_ACCESS,95898
CMP_005066,CASE_005066,ACC_0062866,11741.9,Delhi,Delhi,JOB_FRAUD,84836
CMP_005067,CASE_005067,ACC_0007936,3000.0,Mumbai,Maharashtra,INVESTMENT_FRAUD,133699
CMP_005068,CASE_005068,ACC_0047237,45918.11,Nagpur,Maharashtra,DIGITAL_ARREST,19541
CMP_005069,CASE_005069,ACC_0036444,32664.59,Nagpur,Maharashtra,JOB_FRAUD,221099
CMP_005070,CASE_005070,ACC_0055027,8985.94,Pune,Maharashtra,PHISHING,41951
CMP_005071,CASE_005071,ACC_0089862,62277.3,Nashik,Maharashtra,DIGITAL_ARREST,128301
CMP_005072,CASE_005072,ACC_0044049,25074.5,Chennai,Tamil Nadu,INVESTMENT_FRAUD,169670
CMP_005073,CASE_005073,ACC_0057535,289075.76,Nashik,Maharashtra,DIGITAL_ARREST,131634
CMP_005074,CASE_005074,ACC_0051646,58256.83,Bengaluru,Karnataka,ROMANCE_FRAUD,5259
CMP_005075,CASE_005075,ACC_0079946,14689.42,Hyderabad,Telangana,REMOTE_ACCESS,216664
CMP_005076,CASE_005076,ACC_0020741,48574.97,Mumbai,Maharashtra,UPI_FRAUD,114674
CMP_005077,CASE_005077,ACC_0022689,89888.11,Kolkata,West Bengal,ROMANCE_FRAUD,140575
CMP_005078,CASE_005078,ACC_0075954,21167.2,Chennai,Tamil Nadu,DIGITAL_ARREST,164748
CMP_005079,CASE_005079,ACC_0020096,27815.64,Kolkata,West Bengal,REMOTE_ACCESS,199484
CMP_005080,CASE_005080,ACC_0084312,24197.97,Mumbai,Maharashtra,REMOTE_ACCESS,234024
CMP_005081,CASE_005081,ACC_0003037,34317.02,Nashik,Maharashtra,PHISHING,143737
CMP_005082,CASE_005082,ACC_0066682,39080.77,Hyderabad,Telangana,INVESTMENT_FRAUD,121251
CMP_005083,CASE_005083,ACC_0045606,239374.6,Hyderabad,Telangana,DIGITAL_ARREST,117030
CMP_005084,CASE_005084,ACC_0027545,5467.21,Bengaluru,Karnataka,DIGITAL_ARREST,85169
CMP_005085,CASE_005085,ACC_0048965,3000.0,Nagpur,Maharashtra,JOB_FRAUD,14020
CMP_005086,CASE_005086,ACC_0044767,30759.34,Kolkata,West Bengal,INVESTMENT_FRAUD,200775
CMP_005087,CASE_005087,ACC_0048890,169373.3,Ahmedabad,Gujarat,ROMANCE_FRAUD,4484
CMP_005088,CASE_005088,ACC_0095766,8244.56,Ahmedabad,Gujarat,ROMANCE_FRAUD,31575
CMP_005089,CASE_005089,ACC_0035384,5705.92,Nagpur,Maharashtra,ROMANCE_FRAUD,43940
CMP_005090,CASE_005090,ACC_0073927,8858.97,Pune,Maharashtra,JOB_FRAUD,198104
CMP_005091,CASE_005091,ACC_0023525,45507.53,Pune,Maharashtra,ROMANCE_FRAUD,66858
CMP_005092,CASE_005092,ACC_0042708,40954.81,Ahmedabad,Gujarat,REMOTE_ACCESS,250413
CMP_005093,CASE_005093,ACC_0037654,90866.02,Nagpur,Maharashtra,INVESTMENT_FRAUD,167522
CMP_005094,CASE_005094,ACC_0071666,142814.35,Mumbai,Maharashtra,UPI_FRAUD,137079
CMP_005095,CASE_005095,ACC_0047633,19786.05,Kolkata,West Bengal,INVESTMENT_FRAUD,71062
CMP_005096,CASE_005096,ACC_0062237,21646.53,Mumbai,Maharashtra,PHISHING,166678
CMP_005097,CASE_005097,ACC_0053985,17919.08,Kolkata,West Bengal,DIGITAL_ARREST,226767
CMP_005098,CASE_005098,ACC_0043726,52707.03,Ahmedabad,Gujarat,UPI_FRAUD,194358
CMP_005099,CASE_005099,ACC_0067349,188562.43,Nagpur,Maharashtra,JOB_FRAUD,11314
CMP_005100,CASE_005100,ACC_0017069,25275.9,Mumbai,Maharashtra,ROMANCE_FRAUD,227009
CMP_005101,CASE_005101,ACC_0089113,851472.5,Nagpur,Maharashtra,JOB_FRAUD,73928
CMP_005102,CASE_005102,ACC_0009975,269835.06,Nashik,Maharashtra,JOB_FRAUD,219711
CMP_005103,CASE_005103,ACC_0002632,94356.12,Kolkata,West Bengal,UPI_FRAUD,59364
CMP_005104,CASE_005104,ACC_0092042,13385.09,Nagpur,Maharashtra,REMOTE_ACCESS,172320
CMP_005105,CASE_005105,ACC_0056680,7950.42,Kolkata,West Bengal,UPI_FRAUD,51496
CMP_005106,CASE_005106,ACC_0015828,52557.56,Ahmedabad,Gujarat,UPI_FRAUD,167170
CMP_005107,CASE_005107,ACC_0079942,5682.66,Nashik,Maharashtra,PHISHING,150433
CMP_005108,CASE_005108,ACC_0049913,30240.76,Nagpur,Maharashtra,ROMANCE_FRAUD,84540
CMP_005109,CASE_005109,ACC_0026792,17514.28,Kolkata,West Bengal,REMOTE_ACCESS,57350
CMP_005110,CASE_005110,ACC_0021051,182072.11,Ahmedabad,Gujarat,PHISHING,215048
CMP_005111,CASE_005111,ACC_0097059,234588.72,Mumbai,Maharashtra,UPI_FRAUD,191432
CMP_005112,CASE_005112,ACC_0011346,8761.56,Delhi,Delhi,INVESTMENT_FRAUD,225352
CMP_005113,CASE_005113,ACC_0078519,75141.55,Kolkata,West Bengal,DIGITAL_ARREST,77375
CMP_005114,CASE_005114,ACC_0029606,23216.16,Nagpur,Maharashtra,JOB_FRAUD,215257
CMP_005115,CASE_005115,ACC_0071638,26453.21,Kolkata,West Bengal,DIGITAL_ARREST,233272
CMP_005116,CASE_005116,ACC_0002337,39324.28,Nashik,Maharashtra,UPI_FRAUD,193289
CMP_005117,CASE_005117,ACC_0033128,81002.39,Nashik,Maharashtra,PHISHING,52007
CMP_005118,CASE_005118,ACC_0057586,79808.79,Mumbai,Maharashtra,JOB_FRAUD,11531
CMP_005119,CASE_005119,ACC_0034393,90784.49,Ahmedabad,Gujarat,UPI_FRAUD,41197
CMP_005120,CASE_005120,ACC_0041242,107071.9,Nagpur,Maharashtra,INVESTMENT_FRAUD,18312
CMP_005121,CASE_005121,ACC_0080569,56293.51,Chennai,Tamil Nadu,JOB_FRAUD,187343
