account_id,bank_id,city,state,account_age_days,account_type,customer_segment
ACC_0048706,BANK_05,Delhi,Delhi,213,savings,retail
ACC_0048707,BANK_06,Ahmedabad,Gujarat,144,savings,retail
ACC_0048708,BANK_08,Delhi,Delhi,226,savings,retail
ACC_0048709,BANK_01,Bengaluru,Karnataka,869,savings,retail
ACC_0048710,BANK_03,Hyderabad,Telangana,707,savings,other
ACC_0048711,BANK_13,Nashik,Maharashtra,503,savings,retail
ACC_0048712,BANK_02,Nagpur,Maharashtra,215,savings,retail
ACC_0048713,BANK_01,Delhi,Delhi,581,savings,retail
ACC_0048714,BANK_07,Pune,Maharashtra,362,savings,retail
ACC_0048715,BANK_07,Nashik,Maharashtra,194,savings,retail
ACC_0048716,BANK_08,Bengaluru,Karnataka,1046,savings,retail
ACC_0048717,BANK_02,Nagpur,Maharashtra,180,savings,retail
ACC_0048718,BANK_15,Ahmedabad,Gujarat,1109,savings,retail
ACC_0048719,BANK_03,Nagpur,Maharashtra,2143,savings,retail
ACC_0048720,BANK_13,Kolkata,West Bengal,1335,savings,retail
ACC_0048721,BANK_02,Kolkata,West Bengal,324,savings,retail
ACC_0048722,BANK_07,Bengaluru,Karnataka,2478,savings,retail
ACC_0048723,BANK_04,Pune,Maharashtra,821,savings,retail
ACC_0048724,BANK_12,Kolkata,West Bengal,250,savings,small_business
ACC_0048725,BANK_09,Nagpur,Maharashtra,1587,savings,retail
ACC_0048726,BANK_14,Hyderabad,Telangana,2188,savings,retail
ACC_0048727,BANK_04,Pune,Maharashtra,1027,savings,retail
ACC_0048728,BANK_14,Nagpur,Maharashtra,4109,savings,retail
ACC_0048729,BANK_03,Kolkata,West Bengal,287,savings,retail
ACC_0048730,BANK_08,Ahmedabad,Gujarat,1095,savings,retail
ACC_0048731,BANK_02,Nagpur,Maharashtra,1329,savings,small_business
ACC_0048732,BANK_06,Delhi,Delhi,450,current,merchant
ACC_0048733,BANK_03,Mumbai,Maharashtra,263,current,retail
ACC_0048734,BANK_04,Nagpur,Maharashtra,924,savings,small_business
ACC_0048735,BANK_15,Chennai,Tamil Nadu,247,savings,small_business
ACC_0048736,BANK_09,Chennai,Tamil Nadu,1055,savings,retail
ACC_0048737,BANK_09,Nagpur,Maharashtra,1527,savings,retail
ACC_0048738,BANK_10,Delhi,Delhi,1420,savings,other
ACC_0048739,BANK_14,Pune,Maharashtra,96,current,small_business
ACC_0048740,BANK_11,Pune,Maharashtra,744,savings,retail
ACC_0048741,BANK_03,Bengaluru,Karnataka,1201,current,retail
ACC_0048742,BANK_15,Ahmedabad,Gujarat,281,savings,retail
ACC_0048743,BANK_13,Bengaluru,Karnataka,2378,current,retail
ACC_0048744,BANK_15,Bengaluru,Karnataka,658,savings,retail
ACC_0048745,BANK_01,Ahmedabad,Gujarat,109,savings,retail
ACC_0048746,BANK_01,Nashik,Maharashtra,279,savings,other
ACC_0048747,BANK_02,Pune,Maharashtra,1100,savings,small_business
ACC_0048748,BANK_04,Bengaluru,Karnataka,97,savings,retail
ACC_0048749,BANK_05,Ahmedabad,Gujarat,600,savings,retail
ACC_0048750,BANK_02,Nagpur,Maharashtra,2833,savings,retail
ACC_0048751,BANK_08,Pune,Maharashtra,503,savings,retail
ACC_0048752,BANK_05,Mumbai,Maharashtra,2020,savings,small_business
ACC_0048753,BANK_04,Pune,Maharashtra,276,savings,retail
ACC_0048754,BANK_02,Ahmedabad,Gujarat,389,savings,retail
ACC_0048755,BANK_10,Kolkata,West Bengal,1250,savings,retail
ACC_0048756,BANK_09,Nashik,Maharashtra,241,savings,retail
ACC_0048757,BANK_04,Nagpur,Maharashtra,106,savings,retail
ACC_0048758,BANK_01,Mumbai,Maharashtra,752,current,retail
ACC_0048759,BANK_07,Ahmedabad,Gujarat,1611,savings,retail
ACC_0048760,BANK_03,Delhi,Delhi,562,savings,small_business
ACC_0048761,BANK_03,Chennai,Tamil Nadu,2837,savings,retail
ACC_0048762,BANK_08,Bengaluru,Karnataka,2194,savings,retail
ACC_0048763,BANK_15,Bengaluru,Karnataka,97,current,retail
ACC_0048764,BANK_05,Nashik,Maharashtra,191,savings,small_business
ACC_0048765,BANK_11,Kolkata,West Bengal,460,current,retail
ACC_0048766,BANK_06,Delhi,Delhi,495,savings,retail
ACC_0048767,BANK_10,Kolkata,West Bengal,767,savings,retail
ACC_0048768,BANK_09,Nagpur,Maharashtra,2998,savings,retail
ACC_0048769,BANK_12,Delhi,Delhi,418,savings,retail
ACC_0048770,BANK_02,Nashik,Maharashtra,183,savings,retail
ACC_0048771,BANK_09,Nashik,Maharashtra,238,savings,merchant
ACC_0048772,BANK_08,Bengaluru,Karnataka,439,savings,retail
ACC_0048773,BANK_03,Mumbai,Maharashtra,166,savings,retail
ACC_0048774,BANK_12,Delhi,Delhi,119,savings,small_business
ACC_0048775,BANK_01,Kolkata,West Bengal,3490,current,merchant
ACC_0048776,BANK_03,Nashik,Maharashtra,1084,savings,small_business
ACC_0048777,BANK_02,Bengaluru,Karnataka,647,savings,retail
ACC_0048778,BANK_02,Mumbai,Maharashtra,1150,savings,retail
ACC_0048779,BANK_08,Nagpur,Maharashtra,473,savings,retail
ACC_0048780,BANK_15,Pune,Maharashtra,379,current,retail
ACC_0048781,BANK_05,Hyderabad,Telangana,231,savings,retail
ACC_0048782,BANK_06,Chennai,Tamil Nadu,328,savings,retail
ACC_0048783,BANK_06,Chennai,Tamil Nadu,286,savings,retail
ACC_0048784,BANK_01,Kolkata,West Bengal,960,savings,retail
ACC_0048785,BANK_03,Chennai,Tamil Nadu,188,savings,retail
ACC_0048786,BANK_09,Kolkata,West Bengal,902,savings,retail
ACC_0048787,BANK_03,Kolkata,West Bengal,408,savings,small_business
ACC_0048788,BANK_11,Pune,Maharashtra,235,savings,merchant
ACC_0048789,BANK_12,Delhi,Delhi,2807,savings,retail
ACC_0048790,BANK_02,Hyderabad,Telangana,744,savings,retail
ACC_0048791,BANK_12,Mumbai,Maharashtra,1042,savings,retail
ACC_0048792,BANK_12,Hyderabad,Telangana,49,savings,retail
ACC_0048793,BANK_05,Kolkata,West Bengal,1499,savings,small_business
ACC_0048794,BANK_02,Chennai,Tamil Nadu,1036,savings,retail
ACC_0048795,BANK_14,Nashik,Maharashtra,745,current,retail
ACC_0048796,BANK_09,Chennai,Tamil Nadu,1500,savings,retail
ACC_0048797,BANK_07,Chennai,Tamil Nadu,240,savings,retail
ACC_0048798,BANK_07,Kolkata,West Bengal,1415,savings,small_business
ACC_0048799,BANK_01,Delhi,Delhi,436,savings,merchant
ACC_0048800,BANK_15,Ahmedabad,Gujarat,581,savings,retail
ACC_0048801,BANK_14,Bengaluru,Karnataka,117,savings,retail
ACC_0048802,BANK_11,Bengaluru,Karnataka,258,savings,small_business
ACC_0048803,BANK_02,Hyderabad,Telangana,1694,savings,retail
ACC_0048804,BANK_07,Nagpur,Maharashtra,652,savings,retail
ACC_0048805,BANK_10,Kolkata,West Bengal,1235,savings,merchant
ACC_0048806,BANK_05,Chennai,Tamil Nadu,342,savings,retail
ACC_0048807,BANK_13,Ahmedabad,Gujarat,1872,savings,small_business
ACC_0048808,BANK_04,Kolkata,West Bengal,1323,savings,retail
ACC_0048809,BANK_12,Ahmedabad,Gujarat,125,savings,retail
ACC_0048810,BANK_07,Bengaluru,Karnataka,2033,savings,merchant
ACC_0048811,BANK_03,Pune,Maharashtra,1084,savings,merchant
ACC_0048812,BANK_15,Bengaluru,Karnataka,667,savings,retail
ACC_0048813,BANK_12,Delhi,Delhi,451,savings,retail
ACC_0048814,BANK_02,Mumbai,Maharashtra,1954,savings,retail
ACC_0048815,BANK_03,Delhi,Delhi,833,savings,retail
ACC_0048816,BANK_08,Chennai,Tamil Nadu,2102,savings,retail
ACC_0048817,BANK_09,Chennai,Tamil Nadu,219,savings,retail
ACC_0048818,BANK_07,Nashik,Maharashtra,476,savings,retail
ACC_0048819,BANK_05,Nagpur,Maharashtra,349,savings,retail
ACC_0048820,BANK_04,Nashik,Maharashtra,296,savings,retail
ACC_0048821,BANK_09,Pune,Maharashtra,1776,savings,retail
ACC_0048822,BANK_10,Kolkata,West Bengal,671,savings,retail
ACC_0048823,BANK_15,Hyderabad,Telangana,797,savings,small_business
ACC_0048824,BANK_10,Delhi,Delhi,755,savings,retail
ACC_0048825,BANK_02,Chennai,Tamil Nadu,2130,current,retail
ACC_0048826,BANK_14,Ahmedabad,Gujarat,139,savings,retail
ACC_0048827,BANK_11,Nagpur,Maharashtra,1395,savings,retail
ACC_0048828,BANK_12,Nagpur,Maharashtra,355,savings,retail
ACC_0048829,BANK_14,Nashik,Maharashtra,1674,savings,retail
ACC_0048830,BANK_12,Mumbai,Maharashtra,902,savings,retail
ACC_0048831,BANK_12,Nashik,Maharashtra,599,savings,retail
ACC_0048832,BANK_03,Nagpur,Maharashtra,180,savings,retail
ACC_0048833,BANK_13,Mumbai,Maharashtra,281,savings,small_business
ACC_0048834,BANK_07,Chennai,Tamil Nadu,4074,savings,retail
ACC_0048835,BANK_11,Kolkata,West Bengal,466,savings,retail
ACC_0048836,BANK_10,Nashik,Maharashtra,3638,savings,retail
ACC_0048837,BANK_03,Nagpur,Maharashtra,291,savings,retail
ACC_0048838,BANK_02,Nashik,Maharashtra,886,savings,retail
ACC_0048839,BANK_06,Mumbai,Maharashtra,4701,savings,retail
ACC_0048840,BANK_11,Nashik,Maharashtra,856,savings,small_business
ACC_0048841,BANK_06,Hyderabad,Telangana,272,savings,retail
ACC_0048842,BANK_13,Bengaluru,Karnataka,356,savings,retail
ACC_0048843,BANK_03,Kolkata,West Bengal,790,savings,small_business
ACC_0048844,BANK_06,Pune,Maharashtra,294,savings,other
ACC_0048845,BANK_09,Ahmedabad,Gujarat,445,savings,retail
ACC_0048846,BANK_05,Chennai,Tamil Nadu,1254,savings,retail
ACC_0048847,BANK_08,Bengaluru,Karnataka,1610,savings,small_business
ACC_0048848,BANK_15,Mumbai,Maharashtra,1793,savings,retail
ACC_0048849,BANK_10,Pune,Maharashtra,870,savings,retail
ACC_0048850,BANK_12,Pune,Maharashtra,2161,savings,retail
ACC_0048851,BANK_08,Hyderabad,Telangana,979,savings,retail
ACC_0048852,BANK_05,Pune,Maharashtra,1474,savings,retail
ACC_0048853,BANK_04,Nashik,Maharashtra,609,savings,retail
ACC_0048854,BANK_11,Chennai,Tamil Nadu,999,savings,retail
ACC_0048855,BANK_03,Nashik,Maharashtra,1301,savings,retail
ACC_0048856,BANK_15,Mumbai,Maharashtra,80,savings,retail
ACC_0048857,BANK_15,Nashik,Maharashtra,1116,savings,small_business
ACC_0048858,BANK_06,Mumbai,Maharashtra,1709,savings,retail
ACC_0048859,BANK_13,Mumbai,Maharashtra,1090,savings,retail
ACC_0048860,BANK_09,Ahmedabad,Gujarat,513,current,retail
ACC_0048861,BANK_13,Nagpur,Maharashtra,459,savings,retail
ACC_0048862,BANK_09,Bengaluru,Karnataka,1497,savings,retail
ACC_0048863,BANK_02,Ahmedabad,Gujarat,5000,savings,retail
ACC_0048864,BANK_05,Mumbai,Maharashtra,1296,savings,retail
ACC_0048865,BANK_10,Nashik,Maharashtra,385,current,retail
ACC_0048866,BANK_01,Mumbai,Maharashtra,3541,savings,retail
ACC_0048867,BANK_13,Pune,Maharashtra,179,savings,other
ACC_0048868,BANK_03,Mumbai,Maharashtra,1102,current,small_business
ACC_0048869,BANK_09,Bengaluru,Karnataka,501,savings,retail
ACC_0048870,BANK_15,Ahmedabad,Gujarat,208,savings,small_business
ACC_0048871,BANK_11,Delhi,Delhi,2151,savings,retail
ACC_0048872,BANK_13,Nagpur,Maharashtra,4052,savings,retail
ACC_0048873,BANK_07,Bengaluru,Karnataka,2558,savings,retail
ACC_0048874,BANK_05,Pune,Maharashtra,1140,savings,retail
ACC_0048875,BANK_02,Delhi,Delhi,466,savings,retail
ACC_0048876,BANK_06,Nagpur,Maharashtra,1146,savings,retail
ACC_0048877,BANK_12,Delhi,Delhi,597,savings,retail
ACC_0048878,BANK_13,Nagpur,Maharashtra,3704,savings,retail
ACC_0048879,BANK_01,Mumbai,Maharashtra,1136,savings,other
ACC_0048880,BANK_04,Delhi,Delhi,389,savings,retail
ACC_0048881,BANK_10,Nagpur,Maharashtra,5000,savings,merchant
ACC_0048882,BANK_09,Hyderabad,Telangana,282,savings,retail
ACC_0048883,BANK_03,Pune,Maharashtra,2585,current,retail
ACC_0048884,BANK_08,Bengaluru,Karnataka,340,savings,merchant
ACC_0048885,BANK_13,Chennai,Tamil Nadu,474,savings,retail
ACC_0048886,BANK_05,Kolkata,West Bengal,536,savings,small_business
ACC_0048887,BANK_12,Kolkata,West Bengal,1612,current,retail
ACC_0048888,BANK_01,Ahmedabad,Gujarat,229,savings,retail
ACC_0048889,BANK_10,Kolkata,West Bengal,1093,savings,retail
ACC_0048890,BANK_12,Hyderabad,Telangana,1455,savings,retail
ACC_0048891,BANK_12,Pune,Maharashtra,1406,savings,retail
ACC_0048892,BANK_12,Pune,Maharashtra,930,savings,retail
ACC_0048893,BANK_02,Nashik,Maharashtra,1014,savings,retail
ACC_0048894,BANK_07,Delhi,Delhi,2435,savings,retail
ACC_0048895,BANK_02,Hyderabad,Telangana,20,savings,retail
ACC_0048896,BANK_09,Hyderabad,Telangana,1213,savings,retail
ACC_0048897,BANK_02,Delhi,Delhi,1254,savings,small_business
ACC_0048898,BANK_02,Chennai,Tamil Nadu,813,savings,other
ACC_0048899,BANK_08,Pune,Maharashtra,2445,savings,retail
ACC_0048900,BANK_08,Nagpur,Maharashtra,381,savings,retail
ACC_0048901,BANK_02,Pune,Maharashtra,143,savings,retail
ACC_0048902,BANK_09,Chennai,Tamil Nadu,2260,savings,retail
ACC_0048903,BANK_14,Kolkata,West Bengal,708,savings,retail
ACC_0048904,BANK_15,Delhi,Delhi,1575,savings,retail
ACC_0048905,BANK_11,Kolkata,West Bengal,903,savings,retail
ACC_0048906,BANK_14,Nagpur,Maharashtra,109,savings,retail
ACC_0048907,BANK_15,Ahmedabad,Gujarat,2450,savings,retail
ACC_0048908,BANK_10,Nagpur,Maharashtra,1184,savings,retail
ACC_0048909,BANK_09,Nagpur,Maharashtra,869,savings,merchant
ACC_0048910,BANK_09,Pune,Maharashtra,455,savings,retail
ACC_0048911,BANK_03,Delhi,Delhi,3679,savings,retail
ACC_0048912,BANK_13,Nashik,Maharashtra,526,savings,retail
ACC_0048913,BANK_08,Kolkata,West Bengal,1124,savings,retail
ACC_0048914,BANK_06,Delhi,Delhi,343,savings,retail
ACC_0048915,BANK_05,Chennai,Tamil Nadu,1008,savings,retail
ACC_0048916,BANK_15,Nagpur,Maharashtra,1439,savings,retail
ACC_0048917,BANK_10,Nagpur,Maharashtra,188,savings,merchant
ACC_0048918,BANK_11,Nashik,Maharashtra,360,savings,small_business
ACC_0048919,BANK_04,Mumbai,Maharashtra,204,savings,retail
ACC_0048920,BANK_06,Kolkata,West Bengal,946,savings,retail
ACC_0048921,BANK_13,Nashik,Maharashtra,483,savings,small_business
ACC_0048922,BANK_10,Ahmedabad,Gujarat,2210,savings,retail
ACC_0048923,BANK_08,Mumbai,Maharashtra,1247,current,retail
ACC_0048924,BANK_08,Kolkata,West Bengal,243,savings,retail
ACC_0048925,BANK_01,Nagpur,Maharashtra,126,savings,retail
ACC_0048926,BANK_02,Kolkata,West Bengal,38,savings,other
ACC_0048927,BANK_06,Nagpur,Maharashtra,5000,savings,small_business
ACC_0048928,BANK_01,Pune,Maharashtra,230,savings,retail
ACC_0048929,BANK_05,Nashik,Maharashtra,535,savings,small_business
ACC_0048930,BANK_03,Nashik,Maharashtra,41,savings,retail
ACC_0048931,BANK_08,Kolkata,West Bengal,709,savings,retail
ACC_0048932,BANK_07,Delhi,Delhi,726,savings,retail
ACC_0048933,BANK_12,Nashik,Maharashtra,550,savings,retail
ACC_0048934,BANK_10,Ahmedabad,Gujarat,699,savings,other
ACC_0048935,BANK_11,Nagpur,Maharashtra,3679,savings,retail
ACC_0048936,BANK_14,Bengaluru,Karnataka,400,savings,retail
ACC_0048937,BANK_12,Bengaluru,Karnataka,1782,savings,small_business
ACC_0048938,BANK_06,Ahmedabad,Gujarat,2171,savings,retail
ACC_0048939,BANK_05,Nashik,Maharashtra,567,savings,retail
ACC_0048940,BANK_02,Nagpur,Maharashtra,616,savings,retail
ACC_0048941,BANK_04,Pune,Maharashtra,2601,savings,retail
ACC_0048942,BANK_13,Ahmedabad,Gujarat,281,savings,small_business
ACC_0048943,BANK_06,Mumbai,Maharashtra,750,savings,small_business
ACC_0048944,BANK_09,Mumbai,Maharashtra,151,savings,retail
ACC_0048945,BANK_01,Mumbai,Maharashtra,303,savings,retail
ACC_0048946,BANK_15,Ahmedabad,Gujarat,1453,savings,retail
ACC_0048947,BANK_12,Pune,Maharashtra,2083,savings,small_business
ACC_0048948,BANK_09,Hyderabad,Telangana,678,savings,retail
ACC_0048949,BANK_09,Chennai,Tamil Nadu,1266,savings,retail
ACC_0048950,BANK_13,Ahmedabad,Gujarat,832,savings,retail
ACC_0048951,BANK_14,Hyderabad,Telangana,704,savings,retail
ACC_0048952,BANK_05,Bengaluru,Karnataka,1107,savings,merchant
ACC_0048953,BANK_02,Mumbai,Maharashtra,164,savings,retail
ACC_0048954,BANK_10,Delhi,Delhi,1976,current,retail
ACC_0048955,BANK_04,Nagpur,Maharashtra,390,savings,merchant
ACC_0048956,BANK_05,Nagpur,Maharashtra,2563,current,retail
ACC_0048957,BANK_14,Delhi,Delhi,418,savings,retail
ACC_0048958,BANK_02,Bengaluru,Karnataka,1449,savings,other
ACC_0048959,BANK_03,Kolkata,West Bengal,1976,savings,retail
ACC_0048960,BANK_10,Nashik,Maharashtra,245,savings,retail
ACC_0048961,BANK_11,Bengaluru,Karnataka,2115,savings,retail
ACC_0048962,BANK_10,Nagpur,Maharashtra,137,savings,small_business
ACC_0048963,BANK_05,Chennai,Tamil Nadu,5000,savings,merchant
ACC_0048964,BANK_01,Nagpur,Maharashtra,553,current,retail
ACC_0048965,BANK_09,Pune,Maharashtra,792,savings,retail
ACC_0048966,BANK_15,Chennai,Tamil Nadu,341,savings,retail
ACC_0048967,BANK_14,Kolkata,West Bengal,569,current,retail
ACC_0048968,BANK_12,Chennai,Tamil Nadu,840,current,small_business
ACC_0048969,BANK_09,Chennai,Tamil Nadu,1396,savings,retail
ACC_0048970,BANK_10,Nagpur,Maharashtra,2974,savings,retail
ACC_0048971,BANK_12,Hyderabad,Telangana,749,savings,retail
ACC_0048972,BANK_13,Pune,Maharashtra,1069,current,retail
ACC_0048973,BANK_05,Bengaluru,Karnataka,345,savings,retail
ACC_0048974,BANK_15,Chennai,Tamil Nadu,2554,savings,retail
ACC_0048975,BANK_10,Delhi,Delhi,703,savings,merchant
ACC_0048976,BANK_08,Hyderabad,Telangana,3208,current,retail
ACC_0048977,BANK_08,Ahmedabad,Gujarat,363,savings,merchant
ACC_0048978,BANK_07,Pune,Maharashtra,179,savings,retail
ACC_0048979,BANK_08,Hyderabad,Telangana,560,savings,small_business
ACC_0048980,BANK_03,Chennai,Tamil Nadu,622,savings,retail
ACC_0048981,BANK_05,Kolkata,West Bengal,1580,savings,other
ACC_0048982,BANK_06,Delhi,Delhi,5000,savings,retail
ACC_0048983,BANK_03,Nagpur,Maharashtra,869,savings,retail
ACC_0048984,BANK_03,Chennai,Tamil Nadu,958,savings,retail
ACC_0048985,BANK_03,Delhi,Delhi,312,savings,retail
ACC_0048986,BANK_04,Kolkata,West Bengal,67,savings,retail
ACC_0048987,BANK_13,Nagpur,Maharashtra,5000,savings,merchant
ACC_0048988,BANK_05,Nashik,Maharashtra,2732,savings,small_business
ACC_0048989,BANK_04,Delhi,Delhi,1448,savings,merchant
ACC_0048990,BANK_04,Nagpur,Maharashtra,1939,savings,retail
ACC_0048991,BANK_12,Kolkata,West Bengal,840,savings,retail
ACC_0048992,BANK_10,Mumbai,Maharashtra,578,savings,retail
ACC_0048993,BANK_09,Hyderabad,Telangana,263,savings,retail
ACC_0048994,BANK_02,Nashik,Maharashtra,753,savings,retail
ACC_0048995,BANK_02,Pune,Maharashtra,147,current,retail
ACC_0048996,BANK_04,Chennai,Tamil Nadu,325,savings,retail
ACC_0048997,BANK_07,Mumbai,Maharashtra,588,savings,retail
ACC_0048998,BANK_07,Bengaluru,Karnataka,790,savings,retail
ACC_0048999,BANK_06,Chennai,Tamil Nadu,1107,current,retail
ACC_0049000,BANK_07,Mumbai,Maharashtra,1978,savings,retail
ACC_0049001,BANK_05,Delhi,Delhi,464,savings,retail
ACC_0049002,BANK_05,Hyderabad,Telangana,407,savings,retail
ACC_0049003,BANK_12,Nashik,Maharashtra,934,savings,retail
ACC_0049004,BANK_05,Nagpur,Maharashtra,2007,current,retail
ACC_0049005,BANK_12,Hyderabad,Telangana,1577,savings,retail
ACC_0049006,BANK_08,Nagpur,Maharashtra,178,savings,retail
ACC_0049007,BANK_05,Chennai,Tamil Nadu,801,current,retail
ACC_0049008,BANK_11,Bengaluru,Karnataka,335,savings,small_business
ACC_0049009,BANK_02,Bengaluru,Karnataka,666,savings,small_business
ACC_0049010,BANK_14,Delhi,Delhi,264,savings,small_business
ACC_0049011,BANK_10,Pune,Maharashtra,4505,savings,small_business
ACC_0049012,BANK_06,Hyderabad,Telangana,365,savings,retail
ACC_0049013,BANK_04,Mumbai,Maharashtra,161,savings,retail
ACC_0049014,BANK_01,Mumbai,Maharashtra,2415,savings,retail
ACC_0049015,BANK_06,Nashik,Maharashtra,823,savings,merchant
ACC_0049016,BANK_13,Ahmedabad,Gujarat,1239,savings,retail
ACC_0049017,BANK_03,Nashik,Maharashtra,789,savings,other
ACC_0049018,BANK_04,Bengaluru,Karnataka,1346,savings,retail
ACC_0049019,BANK_13,Chennai,Tamil Nadu,795,savings,retail
ACC_0049020,BANK_15,Delhi,Delhi,1106,current,retail
ACC_0049021,BANK_13,Pune,Maharashtra,1446,savings,retail
ACC_0049022,BANK_07,Hyderabad,Telangana,742,savings,retail
ACC_0049023,BANK_06,Mumbai,Maharashtra,5000,savings,small_business
ACC_0049024,BANK_14,Delhi,Delhi,148,savings,retail
ACC_0049025,BANK_05,Bengaluru,Karnataka,877,savings,retail
ACC_0049026,BANK_15,Hyderabad,Telangana,143,savings,retail
ACC_0049027,BANK_14,Kolkata,West Bengal,650,savings,retail
ACC_0049028,BANK_08,Pune,Maharashtra,85,savings,retail
ACC_0049029,BANK_15,Mumbai,Maharashtra,3987,savings,retail
ACC_0049030,BANK_14,Delhi,Delhi,998,savings,retail
ACC_0049031,BANK_15,Ahmedabad,Gujarat,1575,savings,retail
ACC_0049032,BANK_13,Nashik,Maharashtra,287,savings,retail
ACC_0049033,BANK_10,Chennai,Tamil Nadu,501,savings,small_business
ACC_0049034,BANK_15,Delhi,Delhi,714,savings,small_business
ACC_0049035,BANK_13,Mumbai,Maharashtra,284,savings,retail
ACC_0049036,BANK_09,Pune,Maharashtra,804,savings,merchant
ACC_0049037,BANK_11,Nashik,Maharashtra,73,savings,small_business
ACC_0049038,BANK_04,Pune,Maharashtra,658,savings,retail
ACC_0049039,BANK_02,Mumbai,Maharashtra,1241,savings,other
ACC_0049040,BANK_06,Nashik,Maharashtra,82,savings,retail
ACC_0049041,BANK_05,Hyderabad,Telangana,2264,current,retail
ACC_0049042,BANK_08,Delhi,Delhi,693,savings,retail
ACC_0049043,BANK_02,Bengaluru,Karnataka,4194,current,retail
ACC_0049044,BANK_09,Chennai,Tamil Nadu,718,savings,retail
ACC_0049045,BANK_12,Delhi,Delhi,2416,savings,retail
ACC_0049046,BANK_11,Nagpur,Maharashtra,1075,savings,retail
ACC_0049047,BANK_03,Kolkata,West Bengal,722,current,retail
ACC_0049048,BANK_05,Mumbai,Maharashtra,986,savings,other
ACC_0049049,BANK_07,Kolkata,West Bengal,1094,savings,retail
ACC_0049050,BANK_10,Bengaluru,Karnataka,592,savings,retail
ACC_0049051,BANK_07,Ahmedabad,Gujarat,178,savings,retail
ACC_0049052,BANK_03,Bengaluru,Karnataka,69,savings,retail
ACC_0049053,BANK_08,Bengaluru,Karnataka,1441,savings,retail
ACC_0049054,BANK_08,Hyderabad,Telangana,2134,savings,retail
ACC_0049055,BANK_15,Delhi,Delhi,2763,savings,retail
ACC_0049056,BANK_15,Ahmedabad,Gujarat,213,current,retail
ACC_0049057,BANK_03,Chennai,Tamil Nadu,1658,savings,merchant
ACC_0049058,BANK_14,Mumbai,Maharashtra,326,savings,retail
ACC_0049059,BANK_06,Nagpur,Maharashtra,1205,savings,retail
ACC_0049060,BANK_14,Chennai,Tamil Nadu,1024,savings,retail
ACC_0049061,BANK_13,Hyderabad,Telangana,254,savings,retail
ACC_0049062,BANK_02,Delhi,Delhi,358,savings,retail
ACC_0049063,BANK_12,Delhi,Delhi,326,savings,retail
ACC_0049064,BANK_12,Mumbai,Maharashtra,1022,current,retail
ACC_0049065,BANK_05,Ahmedabad,Gujarat,1077,current,retail
ACC_0049066,BANK_08,Bengaluru,Karnataka,121,savings,retail
ACC_0049067,BANK_15,Mumbai,Maharashtra,719,savings,retail
ACC_0049068,BANK_02,Pune,Maharashtra,953,savings,merchant
ACC_0049069,BANK_14,Nashik,Maharashtra,2909,savings,merchant
ACC_0049070,BANK_01,Nagpur,Maharashtra,960,savings,retail
ACC_0049071,BANK_13,Delhi,Delhi,514,savings,retail
ACC_0049072,BANK_12,Kolkata,West Bengal,332,savings,retail
ACC_0049073,BANK_05,Mumbai,Maharashtra,1040,savings,retail
ACC_0049074,BANK_10,Hyderabad,Telangana,641,savings,retail
ACC_0049075,BANK_08,Kolkata,West Bengal,903,current,retail
ACC_0049076,BANK_14,Mumbai,Maharashtra,323,savings,merchant
ACC_0049077,BANK_07,Nashik,Maharashtra,350,savings,retail
ACC_0049078,BANK_05,Bengaluru,Karnataka,430,savings,retail
ACC_0049079,BANK_10,Kolkata,West Bengal,1102,savings,retail
ACC_0049080,BANK_08,Ahmedabad,Gujarat,259,savings,retail
ACC_0049081,BANK_06,Pune,Maharashtra,3475,savings,retail
ACC_0049082,BANK_03,Ahmedabad,Gujarat,1662,savings,small_business
ACC_0049083,BANK_01,Pune,Maharashtra,970,savings,retail
ACC_0049084,BANK_12,Nashik,Maharashtra,1242,savings,small_business
ACC_0049085,BANK_15,Chennai,Tamil Nadu,2591,savings,small_business
ACC_0049086,BANK_09,Hyderabad,Telangana,380,savings,other
ACC_0049087,BANK_02,Pune,Maharashtra,173,savings,merchant
ACC_0049088,BANK_13,Pune,Maharashtra,504,savings,small_business
ACC_0049089,BANK_01,Kolkata,West Bengal,3696,savings,small_business
ACC_0049090,BANK_11,Pune,Maharashtra,197,savings,small_business
ACC_0049091,BANK_04,Ahmedabad,Gujarat,2747,savings,merchant
ACC_0049092,BANK_14,Bengaluru,Karnataka,585,savings,retail
ACC_0049093,BANK_02,Nashik,Maharashtra,254,savings,retail
ACC_0049094,BANK_05,Bengaluru,Karnataka,405,savings,retail
ACC_0049095,BANK_14,Bengaluru,Karnataka,320,savings,merchant
ACC_0049096,BANK_10,Pune,Maharashtra,599,savings,retail
ACC_0049097,BANK_10,Bengaluru,Karnataka,194,savings,retail
ACC_0049098,BANK_15,Chennai,Tamil Nadu,970,savings,merchant
ACC_0049099,BANK_14,Bengaluru,Karnataka,279,savings,retail
ACC_0049100,BANK_14,Delhi,Delhi,652,savings,small_business
ACC_0049101,BANK_10,Bengaluru,Karnataka,347,savings,merchant
ACC_0049102,BANK_11,Mumbai,Maharashtra,1589,savings,retail
ACC_0049103,BANK_14,Bengaluru,Karnataka,2592,savings,retail
ACC_0049104,BANK_09,Hyderabad,Telangana,363,savings,retail
ACC_0049105,BANK_01,Kolkata,West Bengal,405,savings,retail
ACC_0049106,BANK_14,Kolkata,West Bengal,2661,savings,retail
