account_id,mule_type,ground_truth_only
ACC_0052876,layering_hub,1
ACC_0052894,recruited,1
ACC_0052902,cashout_agent,1
ACC_0052908,cashout_agent,1
ACC_0052916,compromised,1
ACC_0052932,compromised,1
ACC_0052934,compromised,1
ACC_0052969,cashout_agent,1
ACC_0052978,recruited,1
ACC_0052988,layering_hub,1
ACC_0052992,cashout_agent,1
ACC_0053042,recruited,1
ACC_0053117,layering_hub,1
ACC_0053131,recruited,1
ACC_0053148,compromised,1
ACC_0053156,recruited,1
ACC_0053178,cashout_agent,1
ACC_0053194,cashout_agent,1
ACC_0053209,recruited,1
ACC_0053212,layering_hub,1
ACC_0053220,cashout_agent,1
ACC_0053284,recruited,1
ACC_0053298,layering_hub,1
ACC_0053316,cashout_agent,1
ACC_0053342,layering_hub,1
ACC_0053367,compromised,1
ACC_0053368,compromised,1
ACC_0053374,recruited,1
ACC_0053447,recruited,1
ACC_0053497,cashout_agent,1
ACC_0053512,recruited,1
ACC_0053516,cashout_agent,1
ACC_0053658,layering_hub,1
ACC_0053697,recruited,1
ACC_0053844,cashout_agent,1
ACC_0053854,layering_hub,1
ACC_0053870,cashout_agent,1
ACC_0053893,recruited,1
ACC_0053960,cashout_agent,1
ACC_0054060,layering_hub,1
ACC_0054117,recruited,1
ACC_0054121,layering_hub,1
ACC_0054126,layering_hub,1
ACC_0054143,compromised,1
ACC_0054159,compromised,1
ACC_0054210,compromised,1
ACC_0054219,compromised,1
ACC_0054223,layering_hub,1
ACC_0054235,recruited,1
ACC_0054298,compromised,1
ACC_0054303,layering_hub,1
ACC_0054306,compromised,1
ACC_0054319,recruited,1
ACC_0054337,layering_hub,1
ACC_0054344,layering_hub,1
ACC_0054356,layering_hub,1
ACC_0054381,layering_hub,1
ACC_0054398,compromised,1
ACC_0054507,layering_hub,1
ACC_0054528,compromised,1
ACC_0054534,recruited,1
ACC_0054557,recruited,1
ACC_0054591,compromised,1
ACC_0054631,compromised,1
ACC_0054674,layering_hub,1
ACC_0054690,layering_hub,1
ACC_0054692,compromised,1
ACC_0054701,compromised,1
ACC_0054729,recruited,1
ACC_0054762,cashout_agent,1
ACC_0054837,recruited,1
ACC_0054840,cashout_agent,1
ACC_0054859,compromised,1
ACC_0054869,layering_hub,1
ACC_0054910,recruited,1
ACC_0054922,cashout_agent,1
ACC_0054939,compromised,1
ACC_0054967,compromised,1
ACC_0054981,compromised,1
ACC_0055009,compromised,1
ACC_0055036,recruited,1
ACC_0055078,recruited,1
ACC_0055083,cashout_agent,1
ACC_0055132,layering_hub,1
ACC_0055147,recruited,1
ACC_0055160,compromised,1
ACC_0055184,compromised,1
ACC_0055189,layering_hub,1
ACC_0055214,layering_hub,1
ACC_0055215,compromised,1
ACC_0055225,recruited,1
ACC_0055235,recruited,1
ACC_0055253,cashout_agent,1
ACC_0055296,recruited,1
ACC_0055353,recruited,1
ACC_0055381,compromised,1
ACC_0055395,recruited,1
ACC_0055426,compromised,1
ACC_0055507,compromised,1
ACC_0055510,cashout_agent,1
ACC_0055547,recruited,1
ACC_0055559,layering_hub,1
ACC_0055587,cashout_agent,1
ACC_0055600,recruited,1
ACC_0055617,recruited,1
ACC_0055625,compromised,1
ACC_0055688,compromised,1
ACC_0055782,cashout_agent,1
ACC_0055784,recruited,1
ACC_0055826,compromised,1
ACC_0055846,layering_hub,1
ACC_0055883,cashout_agent,1
ACC_0055913,cashout_agent,1
ACC_0055928,compromised,1
ACC_0055976,compromised,1
ACC_0055995,cashout_agent,1
ACC_0056005,compromised,1
ACC_0056042,recruited,1
ACC_0056043,cashout_agent,1
ACC_0056086,recruited,1
ACC_0056100,compromised,1
ACC_0056107,compromised,1
ACC_0056136,layering_hub,1
ACC_0056186,recruited,1
ACC_0056200,layering_hub,1
ACC_0056268,layering_hub,1
ACC_0056333,recruited,1
ACC_0056350,layering_hub,1
ACC_0056404,recruited,1
ACC_0056483,layering_hub,1
ACC_0056495,compromised,1
ACC_0056508,cashout_agent,1
ACC_0056517,compromised,1
ACC_0056534,compromised,1
ACC_0056557,layering_hub,1
ACC_0056565,compromised,1
ACC_0056584,layering_hub,1
ACC_0056626,compromised,1
ACC_0056641,recruited,1
ACC_0056655,layering_hub,1
ACC_0056674,layering_hub,1
ACC_0056754,layering_hub,1
ACC_0056781,cashout_agent,1
ACC_0056871,compromised,1
ACC_0056969,recruited,1
ACC_0056984,layering_hub,1
ACC_0056997,recruited,1
ACC_0057069,compromised,1
ACC_0057098,cashout_agent,1
ACC_0057119,recruited,1
ACC_0057146,cashout_agent,1
ACC_0057162,recruited,1
ACC_0057172,recruited,1
ACC_0057196,layering_hub,1
ACC_0057205,compromised,1
ACC_0057274,cashout_agent,1
ACC_0057309,recruited,1
ACC_0057312,compromised,1
ACC_0057373,cashout_agent,1
ACC_0057376,recruited,1
ACC_0057378,cashout_agent,1
ACC_0057397,compromised,1
ACC_0057409,compromised,1
ACC_0057418,layering_hub,1
ACC_0057497,layering_hub,1
ACC_0057529,cashout_agent,1
ACC_0057534,cashout_agent,1
ACC_0057573,cashout_agent,1
ACC_0057584,recruited,1
ACC_0057615,layering_hub,1
ACC_0057623,recruited,1
ACC_0057626,recruited,1
ACC_0057652,compromised,1
ACC_0057658,cashout_agent,1
ACC_0057710,compromised,1
ACC_0057715,recruited,1
ACC_0057732,recruited,1
ACC_0057744,cashout_agent,1
ACC_0057755,cashout_agent,1
ACC_0057848,recruited,1
ACC_0057849,recruited,1
ACC_0057899,layering_hub,1
ACC_0057966,recruited,1
ACC_0057972,recruited,1
ACC_0058030,compromised,1
ACC_0058033,recruited,1
ACC_0058035,cashout_agent,1
ACC_0058139,recruited,1
ACC_0058142,recruited,1
ACC_0058143,layering_hub,1
ACC_0058147,compromised,1
ACC_0058148,cashout_agent,1
ACC_0058171,cashout_agent,1
ACC_0058212,layering_hub,1
ACC_0058224,cashout_agent,1
ACC_0058244,compromised,1
ACC_0058267,layering_hub,1
ACC_0058270,recruited,1
ACC_0058272,compromised,1
ACC_0058306,recruited,1
ACC_0058314,recruited,1
ACC_0058360,cashout_agent,1
ACC_0058372,compromised,1
ACC_0058451,compromised,1
ACC_0058480,cashout_agent,1
ACC_0058481,compromised,1
ACC_0058492,compromised,1
ACC_0058501,cashout_agent,1
ACC_0058539,recruited,1
ACC_0058561,compromised,1
ACC_0058599,layering_hub,1
ACC_0058682,recruited,1
ACC_0058712,cashout_agent,1
ACC_0058759,cashout_agent,1
ACC_0058823,compromised,1
ACC_0058857,compromised,1
ACC_0058914,compromised,1
ACC_0058946,compromised,1
ACC_0058983,cashout_agent,1
ACC_0059038,recruited,1
ACC_0059070,layering_hub,1
ACC_0059092,cashout_agent,1
ACC_0059100,compromised,1
ACC_0059106,cashout_agent,1
ACC_0059181,layering_hub,1
ACC_0059308,compromised,1
ACC_0059367,layering_hub,1
ACC_0059428,compromised,1
ACC_0059433,compromised,1
ACC_0059434,compromised,1
ACC_0059447,layering_hub,1
ACC_0059492,compromised,1
ACC_0059500,compromised,1
ACC_0059525,compromised,1
ACC_0059574,cashout_agent,1
ACC_0059615,compromised,1
ACC_0059623,compromised,1
ACC_0059634,layering_hub,1
ACC_0059660,layering_hub,1
ACC_0059666,layering_hub,1
ACC_0059694,compromised,1
ACC_0059702,layering_hub,1
ACC_0059714,recruited,1
ACC_0059756,recruited,1
ACC_0059805,recruited,1
ACC_0059814,recruited,1
ACC_0059846,recruited,1
ACC_0059849,layering_hub,1
ACC_0059868,cashout_agent,1
ACC_0059885,recruited,1
ACC_0059953,recruited,1
ACC_0059966,layering_hub,1
ACC_0059974,compromised,1
ACC_0060017,layering_hub,1
ACC_0060021,layering_hub,1
ACC_0060027,cashout_agent,1
ACC_0060032,cashout_agent,1
ACC_0060043,cashout_agent,1
ACC_0060052,recruited,1
ACC_0060084,layering_hub,1
ACC_0060175,recruited,1
ACC_0060239,layering_hub,1
ACC_0060265,compromised,1
ACC_0060285,cashout_agent,1
ACC_0060365,layering_hub,1
ACC_0060382,recruited,1
ACC_0060438,recruited,1
ACC_0060465,compromised,1
ACC_0060477,compromised,1
ACC_0060524,cashout_agent,1
ACC_0060634,recruited,1
ACC_0060661,cashout_agent,1
ACC_0060683,recruited,1
ACC_0060693,cashout_agent,1
ACC_0060837,recruited,1
ACC_0060853,layering_hub,1
ACC_0060863,layering_hub,1
ACC_0060872,cashout_agent,1
ACC_0060919,cashout_agent,1
ACC_0060924,compromised,1
ACC_0060955,layering_hub,1
ACC_0060999,cashout_agent,1
ACC_0061042,layering_hub,1
ACC_0061061,cashout_agent,1
ACC_0061099,recruited,1
ACC_0061112,cashout_agent,1
ACC_0061218,compromised,1
ACC_0061248,cashout_agent,1
ACC_0061348,compromised,1
ACC_0061360,recruited,1
ACC_0061400,recruited,1
ACC_0061402,compromised,1
ACC_0061405,compromised,1
ACC_0061407,compromised,1
ACC_0061422,recruited,1
ACC_0061432,recruited,1
ACC_0061462,recruited,1
ACC_0061464,compromised,1
ACC_0061468,compromised,1
ACC_0061509,cashout_agent,1
ACC_0061512,layering_hub,1
ACC_0061526,cashout_agent,1
ACC_0061598,compromised,1
ACC_0061617,cashout_agent,1
ACC_0061667,layering_hub,1
ACC_0061678,compromised,1
ACC_0061732,layering_hub,1
ACC_0061734,compromised,1
ACC_0061741,cashout_agent,1
ACC_0061752,compromised,1
ACC_0061754,cashout_agent,1
ACC_0061799,compromised,1
ACC_0061803,cashout_agent,1
ACC_0061942,recruited,1
ACC_0061943,recruited,1
ACC_0061972,layering_hub,1
ACC_0062006,layering_hub,1
ACC_0062098,recruited,1
ACC_0062099,cashout_agent,1
ACC_0062112,cashout_agent,1
ACC_0062189,compromised,1
ACC_0062200,compromised,1
ACC_0062206,layering_hub,1
ACC_0062207,cashout_agent,1
ACC_0062216,compromised,1
ACC_0062236,layering_hub,1
ACC_0062244,cashout_agent,1
ACC_0062249,recruited,1
ACC_0062272,layering_hub,1
ACC_0062298,cashout_agent,1
ACC_0062326,layering_hub,1
ACC_0062349,layering_hub,1
ACC_0062388,cashout_agent,1
ACC_0062437,compromised,1
ACC_0062630,layering_hub,1
ACC_0062656,layering_hub,1
ACC_0062712,recruited,1
ACC_0062719,cashout_agent,1
ACC_0062720,compromised,1
ACC_0062722,compromised,1
ACC_0062726,layering_hub,1
ACC_0062731,recruited,1
ACC_0062751,compromised,1
ACC_0062753,compromised,1
ACC_0062774,recruited,1
ACC_0062779,compromised,1
ACC_0062790,layering_hub,1
ACC_0062795,cashout_agent,1
ACC_0062805,compromised,1
ACC_0062901,layering_hub,1
ACC_0062911,compromised,1
ACC_0062921,layering_hub,1
ACC_0062977,layering_hub,1
ACC_0063019,compromised,1
ACC_0063067,compromised,1
ACC_0063068,recruited,1
ACC_0063082,recruited,1
ACC_0063115,compromised,1
ACC_0063133,cashout_agent,1
ACC_0063171,recruited,1
ACC_0063176,compromised,1
ACC_0063194,cashout_agent,1
ACC_0063200,recruited,1
ACC_0063216,compromised,1
ACC_0063243,compromised,1
ACC_0063263,layering_hub,1
ACC_0063268,layering_hub,1
ACC_0063340,layering_hub,1
ACC_0063429,cashout_agent,1
ACC_0063460,recruited,1
ACC_0063499,layering_hub,1
ACC_0063525,layering_hub,1
ACC_0063541,cashout_agent,1
ACC_0063547,cashout_agent,1
ACC_0063581,cashout_agent,1
ACC_0063586,cashout_agent,1
ACC_0063743,cashout_agent,1
ACC_0063761,cashout_agent,1
ACC_0063769,recruited,1
ACC_0063782,compromised,1
ACC_0063783,recruited,1
ACC_0063785,recruited,1
ACC_0063795,recruited,1
ACC_0063796,layering_hub,1
ACC_0063806,layering_hub,1
ACC_0063813,recruited,1
ACC_0063919,recruited,1
ACC_0063922,recruited,1
ACC_0063925,cashout_agent,1
ACC_0063927,compromised,1
ACC_0063942,compromised,1
ACC_0063986,layering_hub,1
ACC_0064014,cashout_agent,1
ACC_0064051,cashout_agent,1
ACC_0064088,layering_hub,1
ACC_0064093,layering_hub,1
ACC_0064104,layering_hub,1
ACC_0064127,cashout_agent,1
ACC_0064154,recruited,1
ACC_0064194,layering_hub,1
ACC_0064211,compromised,1
ACC_0064238,recruited,1
ACC_0064302,recruited,1
ACC_0064443,recruited,1
ACC_0064459,compromised,1
ACC_0064489,cashout_agent,1
ACC_0064503,cashout_agent,1
ACC_0064588,recruited,1
ACC_0064598,recruited,1
ACC_0064769,layering_hub,1
ACC_0064771,layering_hub,1
ACC_0064786,recruited,1
ACC_0064886,layering_hub,1
ACC_0064938,layering_hub,1
ACC_0064954,layering_hub,1
ACC_0064988,compromised,1
ACC_0064999,recruited,1
ACC_0065064,compromised,1
ACC_0065069,layering_hub,1
ACC_0065122,compromised,1
ACC_0065163,cashout_agent,1
ACC_0065204,recruited,1
ACC_0065225,layering_hub,1
ACC_0065268,compromised,1
ACC_0065364,recruited,1
ACC_0065417,layering_hub,1
ACC_0065430,compromised,1
ACC_0065496,recruited,1
ACC_0065517,cashout_agent,1
ACC_0065552,recruited,1
ACC_0065567,cashout_agent,1
ACC_0065580,layering_hub,1
ACC_0065597,compromised,1
ACC_0065601,cashout_agent,1
ACC_0065602,cashout_agent,1
ACC_0065674,layering_hub,1
ACC_0065816,compromised,1
ACC_0065873,compromised,1
ACC_0065898,compromised,1
ACC_0065915,recruited,1
ACC_0065940,compromised,1
ACC_0065963,recruited,1
ACC_0065966,layering_hub,1
ACC_0065967,compromised,1
ACC_0065973,layering_hub,1
ACC_0066014,layering_hub,1
ACC_0066017,layering_hub,1
ACC_0066040,recruited,1
ACC_0066045,layering_hub,1
ACC_0066074,recruited,1
ACC_0066197,recruited,1
ACC_0066207,layering_hub,1
ACC_0066214,cashout_agent,1
ACC_0066218,layering_hub,1
ACC_0066230,cashout_agent,1
ACC_0066235,recruited,1
ACC_0066313,cashout_agent,1
ACC_0066314,layering_hub,1
ACC_0066328,recruited,1
ACC_0066347,layering_hub,1
ACC_0066369,recruited,1
ACC_0066456,recruited,1
ACC_0066470,cashout_agent,1
ACC_0066479,layering_hub,1
ACC_0066520,layering_hub,1
ACC_0066523,layering_hub,1
ACC_0066529,layering_hub,1
ACC_0066538,compromised,1
ACC_0066598,cashout_agent,1
ACC_0066612,layering_hub,1
ACC_0066614,cashout_agent,1
ACC_0066626,compromised,1
ACC_0066636,cashout_agent,1
ACC_0066755,compromised,1
ACC_0066771,compromised,1
ACC_0066802,compromised,1
ACC_0066808,layering_hub,1
ACC_0066842,compromised,1
ACC_0066872,recruited,1
ACC_0066879,compromised,1
ACC_0066943,cashout_agent,1
ACC_0066946,recruited,1
ACC_0066959,recruited,1
ACC_0066988,layering_hub,1
ACC_0067009,compromised,1
ACC_0067045,compromised,1
ACC_0067058,layering_hub,1
ACC_0067078,cashout_agent,1
ACC_0067105,recruited,1
ACC_0067114,compromised,1
ACC_0067182,cashout_agent,1
ACC_0067200,recruited,1
ACC_0067201,compromised,1
ACC_0067204,cashout_agent,1
ACC_0067242,recruited,1
ACC_0067285,recruited,1
ACC_0067299,cashout_agent,1
ACC_0067377,cashout_agent,1
ACC_0067403,compromised,1
ACC_0067440,recruited,1
ACC_0067492,recruited,1
ACC_0067500,cashout_agent,1
ACC_0067517,layering_hub,1
ACC_0067569,compromised,1
ACC_0067575,recruited,1
ACC_0067649,cashout_agent,1
ACC_0067655,recruited,1
ACC_0067708,layering_hub,1
ACC_0067709,layering_hub,1
ACC_0067734,layering_hub,1
ACC_0067777,recruited,1
ACC_0067794,compromised,1
ACC_0067840,recruited,1
ACC_0067842,cashout_agent,1
ACC_0067938,cashout_agent,1
ACC_0067948,layering_hub,1
ACC_0067958,layering_hub,1
ACC_0067961,cashout_agent,1
ACC_0067968,recruited,1
ACC_0068033,compromised,1
ACC_0068161,recruited,1
ACC_0068217,compromised,1
ACC_0068262,cashout_agent,1
ACC_0068278,compromised,1
ACC_0068284,layering_hub,1
ACC_0068300,recruited,1
ACC_0068318,layering_hub,1
ACC_0068362,layering_hub,1
ACC_0068378,layering_hub,1
ACC_0068432,layering_hub,1
ACC_0068439,recruited,1
ACC_0068451,compromised,1
ACC_0068502,layering_hub,1
ACC_0068542,compromised,1
ACC_0068604,cashout_agent,1
ACC_0068622,cashout_agent,1
ACC_0068689,compromised,1
ACC_0068780,cashout_agent,1
ACC_0068783,cashout_agent,1
ACC_0068800,compromised,1
ACC_0068805,layering_hub,1
ACC_0068812,layering_hub,1
ACC_0068846,cashout_agent,1
ACC_0068861,cashout_agent,1
ACC_0068880,compromised,1
ACC_0068884,compromised,1
ACC_0068890,compromised,1
ACC_0068904,cashout_agent,1
ACC_0068951,recruited,1
ACC_0068952,layering_hub,1
ACC_0068962,compromised,1
ACC_0068974,compromised,1
ACC_0068978,cashout_agent,1
ACC_0068986,compromised,1
ACC_0069023,compromised,1
ACC_0069055,recruited,1
ACC_0069096,recruited,1
ACC_0069105,compromised,1
ACC_0069155,compromised,1
ACC_0069231,compromised,1
ACC_0069253,layering_hub,1
ACC_0069316,compromised,1
ACC_0069333,layering_hub,1
ACC_0069350,cashout_agent,1
ACC_0069383,compromised,1
ACC_0069432,cashout_agent,1
ACC_0069440,layering_hub,1
ACC_0069458,compromised,1
ACC_0069502,cashout_agent,1
ACC_0069592,compromised,1
ACC_0069595,layering_hub,1
ACC_0069627,cashout_agent,1
ACC_0069704,cashout_agent,1
ACC_0069705,cashout_agent,1
ACC_0069722,layering_hub,1
ACC_0069794,layering_hub,1
ACC_0069811,compromised,1
ACC_0069813,compromised,1
ACC_0069836,compromised,1
ACC_0069868,cashout_agent,1
ACC_0069881,recruited,1
ACC_0069888,recruited,1
ACC_0069889,recruited,1
ACC_0069959,recruited,1
ACC_0069983,compromised,1
ACC_0070051,layering_hub,1
ACC_0070053,recruited,1
ACC_0070084,cashout_agent,1
ACC_0070107,cashout_agent,1
ACC_0070108,recruited,1
ACC_0070130,layering_hub,1
ACC_0070202,compromised,1
ACC_0070206,compromised,1
ACC_0070248,layering_hub,1
ACC_0070270,compromised,1
ACC_0070282,compromised,1
ACC_0070312,compromised,1
ACC_0070336,cashout_agent,1
ACC_0070344,layering_hub,1
ACC_0070396,recruited,1
ACC_0070404,layering_hub,1
ACC_0070439,recruited,1
ACC_0070456,recruited,1
ACC_0070464,cashout_agent,1
ACC_0070479,cashout_agent,1
ACC_0070506,recruited,1
ACC_0070512,compromised,1
ACC_0070520,cashout_agent,1
ACC_0070579,layering_hub,1
ACC_0070674,layering_hub,1
ACC_0070676,recruited,1
ACC_0070694,recruited,1
ACC_0070762,compromised,1
ACC_0070770,layering_hub,1
ACC_0070820,recruited,1
ACC_0070823,layering_hub,1
ACC_0070872,recruited,1
ACC_0070881,recruited,1
ACC_0070890,layering_hub,1
ACC_0070898,recruited,1
ACC_0070921,recruited,1
ACC_0070988,recruited,1
ACC_0070999,layering_hub,1
ACC_0071050,layering_hub,1
ACC_0071063,recruited,1
ACC_0071072,recruited,1
ACC_0071091,recruited,1
ACC_0071095,cashout_agent,1
ACC_0071152,recruited,1
ACC_0071156,recruited,1
ACC_0071274,recruited,1
ACC_0071298,layering_hub,1
ACC_0071307,compromised,1
ACC_0071321,compromised,1
ACC_0071334,compromised,1
ACC_0071337,recruited,1
ACC_0071364,layering_hub,1
ACC_0071390,layering_hub,1
ACC_0071392,recruited,1
ACC_0071409,layering_hub,1
ACC_0071440,cashout_agent,1
ACC_0071458,cashout_agent,1
ACC_0071461,recruited,1
ACC_0071491,recruited,1
ACC_0071509,layering_hub,1
ACC_0071510,compromised,1
ACC_0071512,layering_hub,1
ACC_0071531,cashout_agent,1
ACC_0071614,recruited,1
ACC_0071736,compromised,1
ACC_0071749,cashout_agent,1
ACC_0071783,compromised,1
ACC_0071786,compromised,1
ACC_0071798,cashout_agent,1
ACC_0071800,recruited,1
ACC_0071827,cashout_agent,1
ACC_0071853,compromised,1
ACC_0071854,recruited,1
ACC_0071880,compromised,1
ACC_0071885,recruited,1
ACC_0071901,cashout_agent,1
ACC_0071938,compromised,1
ACC_0071977,recruited,1
ACC_0072065,recruited,1
ACC_0072077,recruited,1
ACC_0072102,layering_hub,1
ACC_0072146,cashout_agent,1
ACC_0072154,cashout_agent,1
ACC_0072155,cashout_agent,1
ACC_0072184,compromised,1
ACC_0072209,recruited,1
ACC_0072217,cashout_agent,1
ACC_0072222,cashout_agent,1
ACC_0072223,cashout_agent,1
ACC_0072233,recruited,1
ACC_0072287,recruited,1
ACC_0072342,compromised,1
ACC_0072358,layering_hub,1
ACC_0072385,compromised,1
ACC_0072394,layering_hub,1
ACC_0072398,recruited,1
ACC_0072424,compromised,1
ACC_0072446,cashout_agent,1
ACC_0072510,layering_hub,1
ACC_0072513,cashout_agent,1
ACC_0072545,cashout_agent,1
ACC_0072568,layering_hub,1
ACC_0072572,recruited,1
ACC_0072591,recruited,1
ACC_0072630,recruited,1
ACC_0072631,cashout_agent,1
ACC_0072720,recruited,1
ACC_0072733,compromised,1
ACC_0072761,cashout_agent,1
ACC_0072779,layering_hub,1
ACC_0072811,recruited,1
ACC_0072867,compromised,1
ACC_0072880,recruited,1
ACC_0072900,layering_hub,1
ACC_0072905,recruited,1
ACC_0072929,recruited,1
ACC_0072933,compromised,1
ACC_0072985,layering_hub,1
ACC_0072986,recruited,1
ACC_0072988,cashout_agent,1
ACC_0073081,layering_hub,1
ACC_0073108,cashout_agent,1
ACC_0073112,layering_hub,1
ACC_0073122,cashout_agent,1
ACC_0073141,layering_hub,1
ACC_0073144,cashout_agent,1
ACC_0073181,compromised,1
ACC_0073218,layering_hub,1
ACC_0073227,compromised,1
ACC_0073237,compromised,1
ACC_0073256,layering_hub,1
ACC_0073260,cashout_agent,1
ACC_0073298,cashout_agent,1
ACC_0073358,cashout_agent,1
ACC_0073363,layering_hub,1
ACC_0073374,layering_hub,1
ACC_0073406,recruited,1
ACC_0073413,layering_hub,1
ACC_0073481,recruited,1
ACC_0073495,recruited,1
ACC_0073554,layering_hub,1
ACC_0073560,recruited,1
ACC_0073593,layering_hub,1
ACC_0073620,compromised,1
ACC_0073629,cashout_agent,1
ACC_0073690,compromised,1
ACC_0073718,recruited,1
ACC_0073773,cashout_agent,1
ACC_0073796,compromised,1
ACC_0073800,recruited,1
ACC_0073803,compromised,1
ACC_0073809,layering_hub,1
ACC_0073828,cashout_agent,1
ACC_0073833,cashout_agent,1
ACC_0073840,cashout_agent,1
ACC_0073873,layering_hub,1
ACC_0073924,layering_hub,1
ACC_0073951,compromised,1
ACC_0073976,cashout_agent,1
ACC_0073995,layering_hub,1
ACC_0074077,cashout_agent,1
ACC_0074089,recruited,1
ACC_0074096,layering_hub,1
ACC_0074105,compromised,1
ACC_0074135,recruited,1
ACC_0074138,compromised,1
ACC_0074204,compromised,1
ACC_0074210,layering_hub,1
ACC_0074236,compromised,1
ACC_0074273,layering_hub,1
ACC_0074324,compromised,1
ACC_0074332,cashout_agent,1
ACC_0074380,layering_hub,1
ACC_0074401,cashout_agent,1
ACC_0074408,cashout_agent,1
ACC_0074411,layering_hub,1
ACC_0074415,cashout_agent,1
ACC_0074497,cashout_agent,1
ACC_0074579,recruited,1
ACC_0074584,compromised,1
ACC_0074678,layering_hub,1
ACC_0074743,compromised,1
ACC_0074760,layering_hub,1
ACC_0074764,recruited,1
ACC_0074784,layering_hub,1
ACC_0074810,recruited,1
ACC_0074920,recruited,1
ACC_0074931,cashout_agent,1
ACC_0074946,recruited,1
ACC_0074982,compromised,1
ACC_0074988,layering_hub,1
ACC_0075001,recruited,1
ACC_0075023,recruited,1
ACC_0075039,recruited,1
ACC_0075117,cashout_agent,1
ACC_0075124,cashout_agent,1
ACC_0075134,cashout_agent,1
ACC_0075169,compromised,1
ACC_0075191,compromised,1
ACC_0075258,recruited,1
ACC_0075277,cashout_agent,1
ACC_0075300,layering_hub,1
ACC_0075328,compromised,1
ACC_0075330,layering_hub,1
ACC_0075356,compromised,1
ACC_0075360,layering_hub,1
ACC_0075367,layering_hub,1
ACC_0075376,layering_hub,1
ACC_0075417,layering_hub,1
ACC_0075458,compromised,1
ACC_0075463,recruited,1
ACC_0075477,recruited,1
ACC_0075529,recruited,1
ACC_0075604,recruited,1
ACC_0075637,cashout_agent,1
ACC_0075672,compromised,1
ACC_0075677,compromised,1
ACC_0075682,cashout_agent,1
ACC_0075697,recruited,1
ACC_0075719,layering_hub,1
ACC_0075749,compromised,1
ACC_0075794,recruited,1
ACC_0075806,recruited,1
ACC_0075819,recruited,1
ACC_0075828,compromised,1
ACC_0075929,layering_hub,1
ACC_0075966,compromised,1
ACC_0075977,cashout_agent,1
ACC_0075984,compromised,1
ACC_0075990,recruited,1
ACC_0076047,recruited,1
ACC_0076063,recruited,1
ACC_0076130,recruited,1
ACC_0076141,compromised,1
ACC_0076142,compromised,1
ACC_0076182,layering_hub,1
ACC_0076216,recruited,1
ACC_0076225,compromised,1
ACC_0076239,recruited,1
ACC_0076250,compromised,1
ACC_0076337,cashout_agent,1
ACC_0076373,cashout_agent,1
ACC_0076393,compromised,1
ACC_0076416,layering_hub,1
ACC_0076454,recruited,1
ACC_0076468,recruited,1
ACC_0076516,recruited,1
ACC_0076532,compromised,1
ACC_0076625,cashout_agent,1
ACC_0076656,compromised,1
ACC_0076660,compromised,1
ACC_0076669,recruited,1
ACC_0076712,compromised,1
ACC_0076789,recruited,1
ACC_0076790,compromised,1
ACC_0076796,compromised,1
ACC_0076843,cashout_agent,1
ACC_0076872,layering_hub,1
ACC_0076891,cashout_agent,1
ACC_0076897,compromised,1
ACC_0076955,cashout_agent,1
ACC_0077114,compromised,1
ACC_0077178,layering_hub,1
ACC_0077235,layering_hub,1
ACC_0077241,layering_hub,1
ACC_0077250,compromised,1
ACC_0077252,layering_hub,1
ACC_0077265,recruited,1
ACC_0077274,recruited,1
ACC_0077296,recruited,1
ACC_0077300,cashout_agent,1
ACC_0077313,layering_hub,1
ACC_0077355,recruited,1
ACC_0077364,recruited,1
ACC_0077424,cashout_agent,1
ACC_0077454,cashout_agent,1
ACC_0077497,cashout_agent,1
ACC_0077498,layering_hub,1
ACC_0077544,compromised,1
ACC_0077562,layering_hub,1
ACC_0077582,recruited,1
ACC_0077697,cashout_agent,1
ACC_0077701,layering_hub,1
ACC_0077731,cashout_agent,1
ACC_0077748,compromised,1
ACC_0077781,compromised,1
ACC_0077785,compromised,1
ACC_0077788,recruited,1
ACC_0077871,layering_hub,1
ACC_0077928,compromised,1
ACC_0077930,layering_hub,1
ACC_0077949,compromised,1
ACC_0077982,recruited,1
ACC_0077998,cashout_agent,1
ACC_0078001,compromised,1
ACC_0078004,recruited,1
ACC_0078027,cashout_agent,1
ACC_0078032,cashout_agent,1
ACC_0078035,compromised,1
ACC_0078065,cashout_agent,1
ACC_0078142,cashout_agent,1
ACC_0078144,recruited,1
ACC_0078163,cashout_agent,1
ACC_0078174,recruited,1
ACC_0078203,layering_hub,1
ACC_0078227,recruited,1
ACC_0078258,layering_hub,1
ACC_0078269,compromised,1
ACC_0078287,cashout_agent,1
ACC_0078303,compromised,1
ACC_0078396,recruited,1
ACC_0078428,cashout_agent,1
ACC_0078471,cashout_agent,1
ACC_0078480,layering_hub,1
ACC_0078495,compromised,1
ACC_0078513,recruited,1
ACC_0078515,compromised,1
ACC_0078518,compromised,1
ACC_0078571,cashout_agent,1
ACC_0078643,layering_hub,1
ACC_0078662,recruited,1
ACC_0078677,layering_hub,1
ACC_0078708,compromised,1
ACC_0078712,cashout_agent,1
ACC_0078744,cashout_agent,1
ACC_0078754,recruited,1
ACC_0078760,layering_hub,1
ACC_0078761,recruited,1
ACC_0078771,layering_hub,1
ACC_0078797,recruited,1
ACC_0078823,recruited,1
ACC_0078860,layering_hub,1
ACC_0078920,recruited,1
ACC_0078934,recruited,1
ACC_0079005,recruited,1
ACC_0079049,layering_hub,1
ACC_0079050,recruited,1
