case_id,account_id,atm_id,timestamp_min,amount_inr,withdrawal_type
CASE_005017,ACC_0071938,ATM_005053,25171,94281.17,AVERTED_CASHOUT
CASE_005018,ACC_0033226,ATM_000254,232987,35069.59,CROSS_STATE_CASHOUT
CASE_005020,ACC_0061509,ATM_003971,256250,29260.03,CASHOUT
CASE_005021,ACC_0031941,ATM_000558,205915,166150.22,AVERTED_CASHOUT
CASE_005024,ACC_0005141,ATM_006192,81374,54412.39,CASHOUT
CASE_005026,ACC_0026418,ATM_000503,132821,139339.62,CASHOUT
CASE_005033,ACC_0050494,ATM_004853,38056,164391.12,CASHOUT
CASE_005034,ACC_0081639,ATM_002251,36201,3582.7,AVERTED_CASHOUT
CASE_005036,ACC_0083250,ATM_001779,196559,28423.62,AVERTED_CASHOUT
CASE_005038,ACC_0012883,ATM_000744,94723,41031.78,CROSS_STATE_CASHOUT
CASE_005039,ACC_0007862,ATM_006381,108741,9453.74,AVERTED_CASHOUT
CASE_005040,ACC_0099712,ATM_005398,94886,5565.76,CASHOUT
CASE_005042,ACC_0044054,ATM_002044,248506,116010.11,AVERTED_CASHOUT
CASE_005043,ACC_0069868,ATM_002751,36357,92008.7,CASHOUT
CASE_005046,ACC_0068161,ATM_001322,176075,19712.1,CASHOUT
CASE_005048,ACC_0059868,ATM_004223,254757,70140.58,CASHOUT
CASE_005050,ACC_0054159,ATM_005876,166502,17863.66,CROSS_STATE_CASHOUT
CASE_005052,ACC_0018177,ATM_001702,1653,2298.89,CASHOUT
CASE_005054,ACC_0044722,ATM_003460,90861,4192.45,CROSS_STATE_CASHOUT
CASE_005055,ACC_0059953,ATM_006835,134584,16144.8,CASHOUT
CASE_005056,ACC_0080801,ATM_003510,45099,57999.83,CASHOUT
CASE_005059,ACC_0070823,ATM_004866,6717,15022.52,CROSS_STATE_CASHOUT
CASE_005061,ACC_0091043,ATM_003300,118523,2890.74,CASHOUT
CASE_005064,ACC_0096560,ATM_004525,205324,75576.63,CROSS_STATE_CASHOUT
CASE_005065,ACC_0037979,ATM_005586,96211,9507.15,CASHOUT
CASE_005066,ACC_0040830,ATM_006109,84970,8899.23,CASHOUT
CASE_005068,ACC_0044041,ATM_006071,19901,32142.68,CROSS_STATE_CASHOUT
CASE_005069,ACC_0051315,ATM_003108,221196,29912.54,CASHOUT
CASE_005072,ACC_0091660,ATM_004739,169722,24532.56,CASHOUT
CASE_005073,ACC_0065597,ATM_000886,131814,202353.03,AVERTED_CASHOUT
CASE_005074,ACC_0059181,ATM_002651,5448,47078.08,CASHOUT
CASE_005075,ACC_0020326,ATM_005689,216953,6714.56,CASHOUT
CASE_005077,ACC_0063769,ATM_005686,140748,45258.79,CASHOUT
CASE_005080,ACC_0089845,ATM_006154,234151,15058.88,CASHOUT
CASE_005081,ACC_0085654,ATM_005444,143761,23775.95,CASHOUT
CASE_005083,ACC_0014642,ATM_002656,117210,167562.22,AVERTED_CASHOUT
CASE_005084,ACC_0001361,ATM_004958,85401,2782.74,CASHOUT
CASE_005085,ACC_0027189,ATM_002092,14337,1748.85,CASHOUT
CASE_005086,ACC_0063263,ATM_001590,201148,18441.99,CASHOUT
CASE_005087,ACC_0060999,ATM_002885,4601,100895.51,CASHOUT
CASE_005089,ACC_0068451,ATM_004971,43979,5360.04,CASHOUT
CASE_005090,ACC_0039939,ATM_006052,198464,6201.28,CROSS_STATE_CASHOUT
CASE_005091,ACC_0056781,ATM_006539,67088,33358.61,CASHOUT
CASE_005093,ACC_0064999,ATM_003734,167702,63606.21,AVERTED_CASHOUT
CASE_005094,ACC_0001021,ATM_006307,137282,94016.98,CASHOUT
CASE_005098,ACC_0043644,ATM_004403,194410,45655.88,CASHOUT
CASE_005100,ACC_0031725,ATM_002540,227056,18672.27,CASHOUT
CASE_005101,ACC_0095232,ATM_005956,74288,596030.75,CROSS_STATE_CASHOUT
CASE_005103,ACC_0046644,ATM_000199,59724,66049.28,CROSS_STATE_CASHOUT
CASE_005104,ACC_0001041,ATM_002315,172680,9369.56,CROSS_STATE_CASHOUT
CASE_005105,ACC_0030730,ATM_001175,51676,7013.65,CASHOUT
CASE_005108,ACC_0071614,ATM_003914,84576,28244.44,CASHOUT
CASE_005111,ACC_0008649,ATM_000483,191612,164212.1,AVERTED_CASHOUT
CASE_005113,ACC_0006189,ATM_003211,77722,38826.37,CASHOUT
CASE_005114,ACC_0061741,ATM_004097,215450,20285.35,CASHOUT
CASE_005115,ACC_0095549,ATM_005902,233632,18517.25,CROSS_STATE_CASHOUT
CASE_005117,ACC_0082182,ATM_003635,52086,60462.75,CASHOUT
CASE_005118,ACC_0073629,ATM_002008,11760,77022.35,CASHOUT
CASE_005121,ACC_0001056,ATM_002373,187602,34497.11,CASHOUT
CASE_005124,ACC_0000481,ATM_004066,249842,566106.49,CROSS_STATE_CASHOUT
CASE_005125,ACC_0032811,ATM_001020,150112,10628.39,CASHOUT
CASE_005127,ACC_0072233,ATM_001821,36129,95680.19,CASHOUT
CASE_005128,ACC_0042402,ATM_001375,47006,57281.77,CASHOUT
CASE_005129,ACC_0021826,ATM_002468,27724,54276.94,CROSS_STATE_CASHOUT
CASE_005130,ACC_0055296,ATM_001006,254074,80508.47,CASHOUT
CASE_005132,ACC_0065940,ATM_000505,258957,14042.45,CASHOUT
CASE_005133,ACC_0023603,ATM_005996,150379,16168.42,CROSS_STATE_CASHOUT
CASE_005135,ACC_0002836,ATM_001129,219755,949074.66,CROSS_STATE_CASHOUT
CASE_005136,ACC_0077178,ATM_003873,79937,28066.0,CASHOUT
CASE_005137,ACC_0058501,ATM_003005,101422,58252.76,AVERTED_CASHOUT
CASE_005139,ACC_0042599,ATM_005717,114665,27449.59,CASHOUT
CASE_005143,ACC_0020347,ATM_000845,49858,292807.62,CASHOUT
CASE_005145,ACC_0040926,ATM_004122,255708,27102.33,CASHOUT
CASE_005147,ACC_0081639,ATM_002336,64767,31433.26,CASHOUT
CASE_005149,ACC_0060239,ATM_005683,3793,44411.14,CASHOUT
CASE_005153,ACC_0004783,ATM_003789,121348,39028.95,CASHOUT
CASE_005158,ACC_0080837,ATM_001902,159995,6966.24,CASHOUT
CASE_005160,ACC_0029813,ATM_000092,72551,17928.74,CROSS_STATE_CASHOUT
CASE_005162,ACC_0023618,ATM_003864,159973,666950.72,CASHOUT
CASE_005164,ACC_0003005,ATM_005259,4533,23632.23,CASHOUT
CASE_005166,ACC_0072398,ATM_002247,86960,34971.62,CASHOUT
CASE_005167,ACC_0044924,ATM_000828,110871,4906.5,CASHOUT
CASE_005169,ACC_0037302,ATM_006709,243897,118128.1,CROSS_STATE_CASHOUT
CASE_005170,ACC_0007891,ATM_002718,13685,11403.85,CROSS_STATE_CASHOUT
CASE_005172,ACC_0085381,ATM_003713,245458,17021.25,CASHOUT
CASE_005175,ACC_0067492,ATM_001550,123365,160076.36,CASHOUT
CASE_005176,ACC_0080291,ATM_001696,1510,88500.99,CASHOUT
CASE_005181,ACC_0088256,ATM_002625,40120,169939.65,CASHOUT
CASE_005185,ACC_0027062,ATM_003242,95285,11444.1,CASHOUT
CASE_005186,ACC_0071783,ATM_004007,220095,43604.58,CROSS_STATE_CASHOUT
CASE_005187,ACC_0055510,ATM_006957,35101,28112.66,CASHOUT
CASE_005189,ACC_0051982,ATM_003770,246722,21690.56,CROSS_STATE_CASHOUT
CASE_005193,ACC_0032798,ATM_001588,123466,36865.03,CASHOUT
CASE_005194,ACC_0056200,ATM_004576,192604,17599.9,CASHOUT
CASE_005195,ACC_0091957,ATM_006153,212758,33452.38,AVERTED_CASHOUT
CASE_005196,ACC_0066802,ATM_005775,69820,30481.64,CASHOUT
CASE_005201,ACC_0099193,ATM_000383,226832,236599.26,CASHOUT
CASE_005203,ACC_0020462,ATM_001734,246954,28541.25,AVERTED_CASHOUT
CASE_005205,ACC_0000557,ATM_004968,79818,6057.07,CASHOUT
CASE_005207,ACC_0099579,ATM_003060,158151,29186.15,CASHOUT
CASE_005209,ACC_0013692,ATM_002180,10934,9568.17,CASHOUT
CASE_005211,ACC_0039805,ATM_001514,255121,50595.82,CASHOUT
CASE_005213,ACC_0063919,ATM_004663,176999,150416.99,AVERTED_CASHOUT
CASE_005214,ACC_0069627,ATM_005158,19854,3927.7,CASHOUT
CASE_005216,ACC_0021110,ATM_004337,179508,15475.77,AVERTED_CASHOUT
CASE_005217,ACC_0034169,ATM_005021,75862,35672.57,CASHOUT
CASE_005218,ACC_0005285,ATM_000101,220744,52528.87,CASHOUT
CASE_005219,ACC_0028458,ATM_002803,179035,181233.09,CROSS_STATE_CASHOUT
CASE_005224,ACC_0008391,ATM_002078,84463,240898.43,CASHOUT
CASE_005225,ACC_0065517,ATM_000611,207185,37100.41,CASHOUT
CASE_005226,ACC_0009305,ATM_004836,92436,612039.97,CASHOUT
CASE_005227,ACC_0066636,ATM_001289,241166,76363.84,CASHOUT
CASE_005234,ACC_0031448,ATM_005593,182473,15947.41,CASHOUT
CASE_005235,ACC_0094545,ATM_001035,41321,15006.26,CASHOUT
CASE_005237,ACC_0033183,ATM_005993,212514,13223.44,CASHOUT
CASE_005238,ACC_0097112,ATM_002857,71583,69075.8,CASHOUT
CASE_005239,ACC_0092689,ATM_001380,216257,30361.64,CASHOUT
CASE_005240,ACC_0050047,ATM_006430,221730,373768.75,CASHOUT
CASE_005242,ACC_0072209,ATM_006296,34711,3346.22,CASHOUT
CASE_005244,ACC_0035085,ATM_002814,111485,3170.17,CASHOUT
CASE_005246,ACC_0054534,ATM_002908,67825,13854.91,CASHOUT
CASE_005248,ACC_0042116,ATM_000056,112751,7079.6,CROSS_STATE_CASHOUT
CASE_005249,ACC_0007034,ATM_002784,145371,9762.07,CROSS_STATE_CASHOUT
CASE_005250,ACC_0039199,ATM_003785,208823,80918.65,AVERTED_CASHOUT
CASE_005253,ACC_0008094,ATM_003612,155567,38711.67,AVERTED_CASHOUT
CASE_005254,ACC_0041037,ATM_002152,31434,18902.84,CROSS_STATE_CASHOUT
CASE_005259,ACC_0090334,ATM_006194,2231,68591.54,AVERTED_CASHOUT
CASE_005260,ACC_0055215,ATM_006878,110736,105812.9,AVERTED_CASHOUT
CASE_005263,ACC_0097432,ATM_006521,184647,3931.86,CASHOUT
CASE_005265,ACC_0047507,ATM_001710,78262,30125.69,CASHOUT
CASE_005266,ACC_0087848,ATM_001556,89963,25350.96,CASHOUT
CASE_005267,ACC_0078920,ATM_005771,249529,5418.96,CASHOUT
CASE_005268,ACC_0091367,ATM_006833,149355,6565.41,CASHOUT
CASE_005269,ACC_0047404,ATM_004534,47319,15946.35,CASHOUT
CASE_005271,ACC_0047942,ATM_003291,192391,43478.88,CROSS_STATE_CASHOUT
CASE_005272,ACC_0093615,ATM_004956,168704,120001.78,CASHOUT
CASE_005275,ACC_0066872,ATM_004364,143457,47330.58,CASHOUT
CASE_005276,ACC_0023888,ATM_004286,247686,54514.97,AVERTED_CASHOUT
CASE_005278,ACC_0007933,ATM_003001,44146,17357.71,CASHOUT
CASE_005280,ACC_0046150,ATM_004128,81892,24560.91,CASHOUT
CASE_005283,ACC_0060999,ATM_004731,30719,40961.21,AVERTED_CASHOUT
CASE_005285,ACC_0095979,ATM_000427,100127,523114.63,CASHOUT
CASE_005287,ACC_0034636,ATM_002172,244849,12573.84,CASHOUT
CASE_005290,ACC_0037680,ATM_000116,2452,15622.01,CASHOUT
CASE_005291,ACC_0054674,ATM_005923,97571,7766.27,CASHOUT
CASE_005293,ACC_0088854,ATM_000733,14911,1682.33,CASHOUT
CASE_005294,ACC_0054981,ATM_001068,56350,31829.85,AVERTED_CASHOUT
CASE_005295,ACC_0034636,ATM_005903,92600,7720.03,CASHOUT
CASE_005300,ACC_0042336,ATM_005567,209972,42740.8,AVERTED_CASHOUT
CASE_005305,ACC_0006776,ATM_005143,21103,6468.02,CASHOUT
CASE_005306,ACC_0046387,ATM_001769,53718,25394.56,CASHOUT
CASE_005307,ACC_0014260,ATM_006497,166822,23979.46,CASHOUT
CASE_005308,ACC_0081996,ATM_000194,73579,206641.25,CASHOUT
CASE_005310,ACC_0044479,ATM_000781,244714,3785.09,CASHOUT
CASE_005314,ACC_0047861,ATM_000909,162769,95554.62,CROSS_STATE_CASHOUT
CASE_005316,ACC_0051869,ATM_000259,208510,75692.15,CROSS_STATE_CASHOUT
CASE_005317,ACC_0067575,ATM_002369,79602,19104.95,CASHOUT
CASE_005318,ACC_0085554,ATM_002809,89675,63519.05,CASHOUT
CASE_005325,ACC_0052314,ATM_001330,154698,18896.16,CASHOUT
CASE_005326,ACC_0087897,ATM_003007,91212,40595.91,CROSS_STATE_CASHOUT
CASE_005327,ACC_0006193,ATM_002632,90054,12262.11,CROSS_STATE_CASHOUT
CASE_005330,ACC_0087879,ATM_000312,245454,59285.52,CASHOUT
CASE_005331,ACC_0045906,ATM_001168,210790,26490.58,CROSS_STATE_CASHOUT
CASE_005332,ACC_0001873,ATM_002566,157142,14158.48,CASHOUT
CASE_005333,ACC_0054210,ATM_003180,40927,53506.0,CASHOUT
CASE_005336,ACC_0074077,ATM_002824,21721,30344.24,CROSS_STATE_CASHOUT
CASE_005337,ACC_0007911,ATM_002252,113328,76262.92,CASHOUT
CASE_005338,ACC_0041959,ATM_003447,187383,159712.4,CROSS_STATE_CASHOUT
CASE_005339,ACC_0013406,ATM_002493,243418,105971.61,CASHOUT
CASE_005340,ACC_0078662,ATM_004597,251207,42175.27,AVERTED_CASHOUT
CASE_005341,ACC_0077562,ATM_005054,105638,68879.23,CASHOUT
CASE_005344,ACC_0079627,ATM_000273,203967,25771.14,CASHOUT
CASE_005347,ACC_0022114,ATM_001345,250566,110329.07,AVERTED_CASHOUT
CASE_005348,ACC_0002525,ATM_002575,12478,8067.33,AVERTED_CASHOUT
CASE_005349,ACC_0078744,ATM_000406,85302,12499.83,CASHOUT
CASE_005350,ACC_0014815,ATM_004933,215074,32924.88,AVERTED_CASHOUT
CASE_005353,ACC_0008610,ATM_003172,246232,9733.23,CROSS_STATE_CASHOUT
CASE_005354,ACC_0054126,ATM_002360,109248,8422.79,CROSS_STATE_CASHOUT
CASE_005356,ACC_0085873,ATM_005458,217888,176986.67,CASHOUT
CASE_005360,ACC_0012781,ATM_002188,248434,63930.92,CROSS_STATE_CASHOUT
CASE_005361,ACC_0013514,ATM_001160,120803,12689.12,CASHOUT
CASE_005362,ACC_0012603,ATM_002095,28592,25189.55,CASHOUT
CASE_005363,ACC_0088131,ATM_001479,130656,4623.42,CASHOUT
CASE_005368,ACC_0057418,ATM_006884,29915,61265.67,CASHOUT
CASE_005371,ACC_0083118,ATM_002639,257680,59219.47,CROSS_STATE_CASHOUT
CASE_005374,ACC_0092847,ATM_000266,225705,16088.72,CROSS_STATE_CASHOUT
CASE_005375,ACC_0081563,ATM_003622,71358,22180.52,CASHOUT
CASE_005376,ACC_0039103,ATM_005526,57745,12418.49,CASHOUT
CASE_005377,ACC_0068952,ATM_000553,156905,86668.02,CASHOUT
CASE_005378,ACC_0053844,ATM_006485,25773,47268.29,AVERTED_CASHOUT
CASE_005379,ACC_0081223,ATM_001324,119015,5791.23,CASHOUT
CASE_005380,ACC_0026113,ATM_004324,143632,10189.85,CROSS_STATE_CASHOUT
CASE_005382,ACC_0004800,ATM_006768,38587,214626.81,CROSS_STATE_CASHOUT
CASE_005383,ACC_0062272,ATM_002134,97611,488397.16,CASHOUT
CASE_005384,ACC_0042384,ATM_001795,196044,122904.97,AVERTED_CASHOUT
CASE_005385,ACC_0026815,ATM_002255,116272,31671.6,CROSS_STATE_CASHOUT
CASE_005386,ACC_0032184,ATM_000166,73995,49720.85,CASHOUT
CASE_005388,ACC_0016725,ATM_005215,194166,27855.49,CROSS_STATE_CASHOUT
CASE_005391,ACC_0074579,ATM_001038,33839,44825.82,CASHOUT
CASE_005392,ACC_0038857,ATM_004129,98981,12991.79,AVERTED_CASHOUT
CASE_005393,ACC_0098971,ATM_006758,182234,663785.21,AVERTED_CASHOUT
CASE_005398,ACC_0039549,ATM_004224,88766,8502.96,CROSS_STATE_CASHOUT
CASE_005400,ACC_0001143,ATM_000045,192524,614013.25,CASHOUT
CASE_005408,ACC_0054319,ATM_004011,37303,24762.1,CASHOUT
CASE_005409,ACC_0002205,ATM_001094,10592,118638.87,CASHOUT
CASE_005410,ACC_0015091,ATM_004071,3937,27652.22,AVERTED_CASHOUT
CASE_005416,ACC_0040557,ATM_004059,214644,25274.04,CASHOUT
CASE_005418,ACC_0082893,ATM_003081,174761,200108.15,AVERTED_CASHOUT
CASE_005419,ACC_0021762,ATM_000417,111673,20721.36,AVERTED_CASHOUT
CASE_005421,ACC_0011978,ATM_002330,223088,2100.0,AVERTED_CASHOUT
CASE_005422,ACC_0015742,ATM_006200,231073,90064.21,CASHOUT
CASE_005423,ACC_0010699,ATM_000622,107866,32354.15,CROSS_STATE_CASHOUT
CASE_005424,ACC_0013347,ATM_000168,43985,87830.39,CASHOUT
CASE_005431,ACC_0081978,ATM_005752,154469,31525.19,CASHOUT
CASE_005434,ACC_0067517,ATM_001453,145955,83061.74,CASHOUT
CASE_005435,ACC_0006407,ATM_002933,34206,27462.29,CASHOUT
CASE_005437,ACC_0091836,ATM_003930,16112,15516.49,CASHOUT
CASE_005438,ACC_0008789,ATM_003580,141543,22546.08,CASHOUT
CASE_005440,ACC_0097970,ATM_000077,215432,38755.45,CASHOUT
CASE_005441,ACC_0032811,ATM_002255,232419,10514.72,CASHOUT
CASE_005443,ACC_0071736,ATM_001310,166203,38331.51,CASHOUT
CASE_005444,ACC_0003510,ATM_005107,212355,301967.29,AVERTED_CASHOUT
CASE_005445,ACC_0086519,ATM_006474,201835,10226.68,CASHOUT
CASE_005446,ACC_0055083,ATM_003666,141797,238958.83,CASHOUT
CASE_005447,ACC_0056969,ATM_002001,200240,9122.77,CASHOUT
CASE_005448,ACC_0010986,ATM_005826,237456,76610.16,CASHOUT
CASE_005449,ACC_0030274,ATM_001295,121918,16069.69,CASHOUT
CASE_005452,ACC_0011978,ATM_003347,75874,8747.93,AVERTED_CASHOUT
CASE_005453,ACC_0053194,ATM_006502,12297,975215.27,AVERTED_CASHOUT
CASE_005455,ACC_0091901,ATM_005398,28836,36506.86,CROSS_STATE_CASHOUT
CASE_005458,ACC_0014841,ATM_005453,210727,37556.76,CASHOUT
CASE_005460,ACC_0095244,ATM_002326,148287,61411.41,AVERTED_CASHOUT
CASE_005462,ACC_0081728,ATM_004297,117838,194422.8,AVERTED_CASHOUT
CASE_005463,ACC_0091953,ATM_005098,207683,14064.45,CASHOUT
CASE_005464,ACC_0061422,ATM_006433,61330,107410.09,AVERTED_CASHOUT
CASE_005465,ACC_0013692,ATM_003630,60712,24998.91,CASHOUT
CASE_005467,ACC_0025363,ATM_001691,170224,34256.35,AVERTED_CASHOUT
CASE_005470,ACC_0012122,ATM_003315,214571,6252.15,CASHOUT
CASE_005471,ACC_0073951,ATM_005270,223619,90369.74,CASHOUT
CASE_005472,ACC_0080705,ATM_001163,232878,8164.09,CASHOUT
CASE_005473,ACC_0078662,ATM_003951,137111,8703.87,CASHOUT
CASE_005474,ACC_0000896,ATM_001617,106114,4627.45,CROSS_STATE_CASHOUT
CASE_005475,ACC_0022080,ATM_005126,36210,18148.96,CASHOUT
CASE_005478,ACC_0013147,ATM_002162,151737,23859.8,CASHOUT
CASE_005480,ACC_0090962,ATM_000909,67819,52038.02,CASHOUT
CASE_005487,ACC_0018417,ATM_005471,225180,184399.98,AVERTED_CASHOUT
CASE_005495,ACC_0023562,ATM_001202,1770,17630.11,CASHOUT
CASE_005498,ACC_0076712,ATM_002823,4713,36934.31,CASHOUT
CASE_005502,ACC_0040050,ATM_004293,48670,12916.82,AVERTED_CASHOUT
CASE_005504,ACC_0008202,ATM_002638,224507,11682.75,CASHOUT
CASE_005506,ACC_0096875,ATM_000248,221097,34690.52,AVERTED_CASHOUT
CASE_005507,ACC_0083375,ATM_002707,30054,64836.29,CASHOUT
CASE_005508,ACC_0017123,ATM_001223,29186,18572.83,CROSS_STATE_CASHOUT
CASE_005512,ACC_0009091,ATM_005171,97472,350953.95,CASHOUT
CASE_005516,ACC_0080810,ATM_005981,42467,15726.56,CROSS_STATE_CASHOUT
CASE_005518,ACC_0074584,ATM_002240,114516,2310.74,AVERTED_CASHOUT
CASE_005520,ACC_0057584,ATM_005806,74648,6837.4,AVERTED_CASHOUT
CASE_005521,ACC_0083250,ATM_005908,94656,5618.17,CASHOUT
CASE_005523,ACC_0025605,ATM_005058,208667,2720.96,CASHOUT
CASE_005524,ACC_0030730,ATM_006551,130587,136364.83,CASHOUT
CASE_005525,ACC_0029695,ATM_003106,118914,26571.0,CASHOUT
CASE_005526,ACC_0025085,ATM_003038,108214,10763.48,CROSS_STATE_CASHOUT
CASE_005528,ACC_0011924,ATM_005932,81498,11764.66,CASHOUT
CASE_005531,ACC_0021228,ATM_003758,215713,280524.26,CROSS_STATE_CASHOUT
CASE_005533,ACC_0046410,ATM_001465,17458,36727.69,CASHOUT
CASE_005535,ACC_0012079,ATM_003646,54078,12490.3,CASHOUT
CASE_005536,ACC_0054356,ATM_000902,204125,2108955.63,CASHOUT
CASE_005537,ACC_0082570,ATM_004379,173075,70695.66,CASHOUT
CASE_005541,ACC_0012634,ATM_000683,36773,74190.07,CASHOUT
CASE_005543,ACC_0093125,ATM_004717,159379,20041.0,CASHOUT
CASE_005544,ACC_0008880,ATM_005504,258046,32073.65,AVERTED_CASHOUT
CASE_005549,ACC_0073406,ATM_005891,250661,46365.43,CASHOUT
CASE_005551,ACC_0092814,ATM_006330,153636,21656.17,AVERTED_CASHOUT
CASE_005552,ACC_0006313,ATM_001121,144115,3829.17,CASHOUT
CASE_005553,ACC_0060955,ATM_004465,69651,24944.87,CASHOUT
CASE_005555,ACC_0086827,ATM_006086,73946,19898.03,CASHOUT
CASE_005556,ACC_0040926,ATM_005110,214314,23568.84,CASHOUT
CASE_005560,ACC_0002708,ATM_001376,215331,26051.91,CASHOUT
CASE_005561,ACC_0087730,ATM_001907,587,1087917.7,CASHOUT
CASE_005562,ACC_0098387,ATM_006138,178721,110259.7,CASHOUT
CASE_005564,ACC_0062731,ATM_000334,123471,42051.46,CASHOUT
CASE_005566,ACC_0059666,ATM_005948,188683,60403.41,CASHOUT
CASE_005569,ACC_0057312,ATM_001887,225479,2814.6,CASHOUT
CASE_005571,ACC_0059615,ATM_004151,19817,105662.27,CROSS_STATE_CASHOUT
CASE_005572,ACC_0061042,ATM_006233,127147,80764.16,CROSS_STATE_CASHOUT
CASE_005573,ACC_0066808,ATM_002357,35539,34137.45,AVERTED_CASHOUT
CASE_005575,ACC_0090230,ATM_001941,98301,296861.84,CASHOUT
CASE_005576,ACC_0044769,ATM_003019,12836,6610.65,CASHOUT
CASE_005577,ACC_0029933,ATM_003861,139756,4789.47,CASHOUT
CASE_005582,ACC_0066313,ATM_000420,95882,2974.65,CROSS_STATE_CASHOUT
CASE_005586,ACC_0069983,ATM_005842,168780,55553.51,AVERTED_CASHOUT
CASE_005588,ACC_0050122,ATM_001013,31192,14768.53,CASHOUT
CASE_005590,ACC_0083578,ATM_004409,77164,31837.35,CASHOUT
CASE_005591,ACC_0027584,ATM_006234,253707,148525.94,CASHOUT
CASE_005594,ACC_0088324,ATM_001377,117203,17928.03,CASHOUT
CASE_005595,ACC_0046599,ATM_002280,6440,61800.68,CASHOUT
CASE_005596,ACC_0023866,ATM_001587,34173,94018.25,CASHOUT
CASE_005597,ACC_0024289,ATM_002397,156797,10630.03,CASHOUT
CASE_005598,ACC_0054557,ATM_004909,256513,132362.31,CROSS_STATE_CASHOUT
CASE_005599,ACC_0050066,ATM_003186,104579,41348.42,CASHOUT
CASE_005600,ACC_0081422,ATM_005096,19397,32845.64,AVERTED_CASHOUT
CASE_005601,ACC_0035803,ATM_005272,30207,127523.82,AVERTED_CASHOUT
CASE_005604,ACC_0099944,ATM_005259,126801,169592.37,CROSS_STATE_CASHOUT
CASE_005607,ACC_0067299,ATM_002670,102230,152222.62,CASHOUT
CASE_005609,ACC_0047769,ATM_001553,210945,15313.3,CASHOUT
CASE_005610,ACC_0090864,ATM_002907,186497,147294.08,CASHOUT
CASE_005611,ACC_0084343,ATM_004703,237034,190678.38,CASHOUT
CASE_005613,ACC_0035457,ATM_001317,86052,12399.91,AVERTED_CASHOUT
CASE_005615,ACC_0078643,ATM_004932,67622,153022.73,CASHOUT
CASE_005616,ACC_0010975,ATM_000366,93458,31436.07,CROSS_STATE_CASHOUT
CASE_005618,ACC_0043979,ATM_002651,144998,15310.31,CASHOUT
CASE_005619,ACC_0043841,ATM_005204,94993,20408.7,CASHOUT
CASE_005620,ACC_0098011,ATM_000557,252099,353245.83,CROSS_STATE_CASHOUT
CASE_005622,ACC_0027634,ATM_004896,222704,36854.37,CASHOUT
CASE_005624,ACC_0004485,ATM_004219,34501,52531.63,CROSS_STATE_CASHOUT
CASE_005626,ACC_0089909,ATM_006761,167735,256792.02,AVERTED_CASHOUT
CASE_005628,ACC_0067575,ATM_000562,57557,5478.08,AVERTED_CASHOUT
CASE_005629,ACC_0092980,ATM_002275,9329,62789.98,CASHOUT
CASE_005630,ACC_0054922,ATM_004549,150419,121371.73,CASHOUT
CASE_005634,ACC_0016471,ATM_005884,70382,28148.74,CROSS_STATE_CASHOUT
CASE_005638,ACC_0060017,ATM_005947,24321,7647.91,CASHOUT
CASE_005640,ACC_0032440,ATM_001736,60108,5494.69,CASHOUT
CASE_005641,ACC_0082545,ATM_001886,6494,108395.13,CROSS_STATE_CASHOUT
CASE_005645,ACC_0042419,ATM_000888,55085,62674.55,AVERTED_CASHOUT
CASE_005646,ACC_0047706,ATM_000049,178848,11337.28,CASHOUT
CASE_005648,ACC_0030336,ATM_006720,101432,4823.69,AVERTED_CASHOUT
CASE_005650,ACC_0054859,ATM_002649,131635,32330.37,AVERTED_CASHOUT
CASE_005651,ACC_0060477,ATM_001176,33867,8388.9,CROSS_STATE_CASHOUT
CASE_005652,ACC_0010599,ATM_006442,39403,37313.29,AVERTED_CASHOUT
CASE_005653,ACC_0052229,ATM_001111,82274,6110.34,CASHOUT
CASE_005654,ACC_0012240,ATM_004864,242280,273163.43,AVERTED_CASHOUT
CASE_005656,ACC_0093320,ATM_002006,206559,27183.47,CROSS_STATE_CASHOUT
CASE_005657,ACC_0048728,ATM_003194,136442,276159.14,AVERTED_CASHOUT
CASE_005658,ACC_0098011,ATM_000935,42997,38401.54,AVERTED_CASHOUT
CASE_005660,ACC_0036850,ATM_002557,96259,74595.15,CROSS_STATE_CASHOUT
CASE_005661,ACC_0099494,ATM_000940,147018,19279.41,CASHOUT
CASE_005662,ACC_0096917,ATM_001749,193290,25142.32,CASHOUT
CASE_005664,ACC_0003474,ATM_004249,213241,136240.3,CASHOUT
CASE_005669,ACC_0056495,ATM_006065,87140,102356.4,CASHOUT
CASE_005670,ACC_0024091,ATM_003475,91197,40175.21,AVERTED_CASHOUT
CASE_005675,ACC_0021346,ATM_001119,87690,45776.31,CASHOUT
CASE_005677,ACC_0088728,ATM_005807,107033,275880.7,AVERTED_CASHOUT
CASE_005678,ACC_0016749,ATM_002015,135264,9091.6,CASHOUT
CASE_005680,ACC_0050047,ATM_002929,246104,28198.0,CASHOUT
CASE_005681,ACC_0003973,ATM_001850,22857,37211.64,AVERTED_CASHOUT
CASE_005682,ACC_0017047,ATM_004004,24547,153787.54,CASHOUT
CASE_005684,ACC_0005017,ATM_002788,200161,16750.57,CASHOUT
CASE_005687,ACC_0042814,ATM_003483,80647,2053.9,CASHOUT
CASE_005688,ACC_0000136,ATM_000238,191932,14111.18,CASHOUT
CASE_005689,ACC_0072146,ATM_002024,233209,26676.8,CASHOUT
CASE_005691,ACC_0062921,ATM_005500,241185,8972.85,CASHOUT
