case_id,strategy,crime_type,origin_city,origin_state,reported_amount_inr,start_timestamp_min,adaptive_event
CASE_004936,FAN_OUT,REMOTE_ACCESS,Kolkata,West Bengal,110589.1,94653,0
CASE_004937,ADAPTIVE,UPI_FRAUD,Nagpur,Maharashtra,20006.08,186778,1
CASE_004938,FAN_OUT,REMOTE_ACCESS,Ahmedabad,Gujarat,58885.75,115362,0
CASE_004939,ADAPTIVE,JOB_FRAUD,Ahmedabad,Gujarat,143340.77,144905,1
CASE_004940,CROSS_STATE,UPI_FRAUD,Bengaluru,Karnataka,8571.77,129586,0
CASE_004941,CROSS_BORDER,REMOTE_ACCESS,Delhi,Delhi,66765.03,150493,0
CASE_004942,MULTI_HOP,REMOTE_ACCESS,Ahmedabad,Gujarat,5434.98,213156,0
CASE_004943,MULTI_HOP,REMOTE_ACCESS,Hyderabad,Telangana,137778.02,231731,0
CASE_004944,ADAPTIVE,JOB_FRAUD,Nagpur,Maharashtra,37826.07,117472,1
CASE_004945,DIRECT_CASHOUT,PHISHING,Kolkata,West Bengal,30061.25,145648,0
CASE_004946,DIRECT_CASHOUT,ROMANCE_FRAUD,Chennai,Tamil Nadu,142597.05,115882,0
CASE_004947,CROSS_STATE,REMOTE_ACCESS,Pune,Maharashtra,347963.3,71185,0
CASE_004948,FAN_IN,REMOTE_ACCESS,Mumbai,Maharashtra,78968.41,162620,0
CASE_004949,CROSS_STATE,REMOTE_ACCESS,Mumbai,Maharashtra,20017.91,60213,0
CASE_004950,CROSS_BORDER,UPI_FRAUD,Nashik,Maharashtra,39511.96,57116,0
CASE_004951,FAN_OUT,ROMANCE_FRAUD,Nashik,Maharashtra,29720.36,34327,0
CASE_004952,ADAPTIVE,JOB_FRAUD,Mumbai,Maharashtra,75775.97,237568,1
CASE_004953,DIGITAL_ASSET,JOB_FRAUD,Nagpur,Maharashtra,26863.59,202476,0
CASE_004954,MULTI_HOP,DIGITAL_ARREST,Ahmedabad,Gujarat,37962.76,156791,0
CASE_004955,MULTI_HOP,PHISHING,Kolkata,West Bengal,20909.32,50215,0
CASE_004956,DIGITAL_ASSET,JOB_FRAUD,Nagpur,Maharashtra,33131.53,3195,0
CASE_004957,DIGITAL_ASSET,REMOTE_ACCESS,Bengaluru,Karnataka,30446.4,130680,0
CASE_004958,MULTI_HOP,INVESTMENT_FRAUD,Delhi,Delhi,14671.62,143381,0
CASE_004959,MULTI_HOP,REMOTE_ACCESS,Bengaluru,Karnataka,205485.74,7445,0
CASE_004960,CROSS_STATE,REMOTE_ACCESS,Bengaluru,Karnataka,75563.49,220032,0
CASE_004961,DIGITAL_ASSET,ROMANCE_FRAUD,Pune,Maharashtra,52242.79,145284,0
CASE_004962,CROSS_STATE,PHISHING,Nagpur,Maharashtra,20326.36,175965,0
CASE_004963,FAN_IN,REMOTE_ACCESS,Pune,Maharashtra,818377.25,110613,0
CASE_004964,DIGITAL_ASSET,UPI_FRAUD,Kolkata,West Bengal,127115.63,46790,0
CASE_004965,FAN_OUT,REMOTE_ACCESS,Kolkata,West Bengal,218354.68,101992,0
CASE_004966,MULTI_HOP,INVESTMENT_FRAUD,Kolkata,West Bengal,24726.02,128552,0
CASE_004967,CROSS_BORDER,UPI_FRAUD,Ahmedabad,Gujarat,13280.66,224652,0
CASE_004968,FAN_IN,PHISHING,Delhi,Delhi,3972.96,8781,0
CASE_004969,MULTI_HOP,JOB_FRAUD,Bengaluru,Karnataka,37793.33,221229,0
CASE_004970,FAN_IN,REMOTE_ACCESS,Mumbai,Maharashtra,230044.58,251352,0
CASE_004971,CROSS_STATE,ROMANCE_FRAUD,Kolkata,West Bengal,68551.76,58437,0
CASE_004972,FAN_OUT,DIGITAL_ARREST,Delhi,Delhi,33678.43,160984,0
CASE_004973,MULTI_HOP,DIGITAL_ARREST,Nagpur,Maharashtra,80616.06,157410,0
CASE_004974,CROSS_STATE,UPI_FRAUD,Kolkata,West Bengal,85613.1,102443,0
CASE_004975,MULTI_HOP,PHISHING,Bengaluru,Karnataka,920995.47,245751,0
CASE_004976,ADAPTIVE,ROMANCE_FRAUD,Mumbai,Maharashtra,245520.29,117825,1
CASE_004977,MULTI_HOP,UPI_FRAUD,Bengaluru,Karnataka,30672.84,4522,0
CASE_004978,FAN_IN,REMOTE_ACCESS,Chennai,Tamil Nadu,85872.96,203001,0
CASE_004979,FAN_OUT,DIGITAL_ARREST,Chennai,Tamil Nadu,15629.68,247658,0
CASE_004980,CROSS_STATE,UPI_FRAUD,Pune,Maharashtra,10926.14,15758,0
CASE_004981,ADAPTIVE,DIGITAL_ARREST,Delhi,Delhi,10196.68,52454,1
CASE_004982,MULTI_HOP,ROMANCE_FRAUD,Pune,Maharashtra,42391.79,162019,0
CASE_004983,MULTI_HOP,UPI_FRAUD,Chennai,Tamil Nadu,14437.32,200850,0
CASE_004984,ADAPTIVE,DIGITAL_ARREST,Hyderabad,Telangana,58329.11,240178,1
CASE_004985,DIGITAL_ASSET,REMOTE_ACCESS,Hyderabad,Telangana,580680.43,120013,0
CASE_004986,FAN_OUT,REMOTE_ACCESS,Hyderabad,Telangana,47695.83,192437,0
CASE_004987,MULTI_HOP,INVESTMENT_FRAUD,Kolkata,West Bengal,136698.05,52096,0
CASE_004988,FAN_OUT,PHISHING,Mumbai,Maharashtra,114524.73,22497,0
CASE_004989,FAN_IN,JOB_FRAUD,Delhi,Delhi,35742.61,6179,0
CASE_004990,DIGITAL_ASSET,PHISHING,Bengaluru,Karnataka,148023.69,11516,0
CASE_004991,DIGITAL_ASSET,REMOTE_ACCESS,Chennai,Tamil Nadu,61101.21,222473,0
CASE_004992,DIGITAL_ASSET,INVESTMENT_FRAUD,Ahmedabad,Gujarat,27653.05,157207,0
CASE_004993,FAN_OUT,ROMANCE_FRAUD,Bengaluru,Karnataka,97014.57,60576,0
CASE_004994,DIGITAL_ASSET,PHISHING,Hyderabad,Telangana,44608.71,257941,0
CASE_004995,CROSS_BORDER,INVESTMENT_FRAUD,Delhi,Delhi,74971.16,113520,0
CASE_004996,MULTI_HOP,ROMANCE_FRAUD,Hyderabad,Telangana,30614.54,109579,0
CASE_004997,FAN_OUT,INVESTMENT_FRAUD,Nagpur,Maharashtra,20475.75,214722,0
CASE_004998,CROSS_BORDER,PHISHING,Delhi,Delhi,193265.36,5409,0
CASE_004999,MULTI_HOP,UPI_FRAUD,Ahmedabad,Gujarat,250291.35,226945,0
CASE_005000,CROSS_STATE,DIGITAL_ARREST,Delhi,Delhi,20625.47,201636,0
CASE_005001,FAN_IN,PHISHING,Hyderabad,Telangana,60644.21,6575,0
CASE_005002,DIRECT_CASHOUT,INVESTMENT_FRAUD,Bengaluru,Karnataka,191006.06,45687,0
CASE_005003,DIRECT_CASHOUT,INVESTMENT_FRAUD,Bengaluru,Karnataka,32320.01,37060,0
CASE_005004,MULTI_HOP,INVESTMENT_FRAUD,Nagpur,Maharashtra,22202.95,172380,0
CASE_005005,ADAPTIVE,DIGITAL_ARREST,Delhi,Delhi,20291.1,151970,1
CASE_005006,MULTI_HOP,DIGITAL_ARREST,Delhi,Delhi,18052.96,72735,0
CASE_005007,FAN_IN,INVESTMENT_FRAUD,Hyderabad,Telangana,21653.49,88139,0
CASE_005008,DIGITAL_ASSET,ROMANCE_FRAUD,Nagpur,Maharashtra,148329.29,79622,0
CASE_005009,CROSS_STATE,ROMANCE_FRAUD,Nashik,Maharashtra,74430.77,135070,0
CASE_005010,ADAPTIVE,INVESTMENT_FRAUD,Nagpur,Maharashtra,16278.23,139036,1
CASE_005011,DIGITAL_ASSET,INVESTMENT_FRAUD,Nashik,Maharashtra,4658.02,150712,0
CASE_005012,DIRECT_CASHOUT,PHISHING,Nagpur,Maharashtra,3000.0,167962,0
CASE_005013,DIGITAL_ASSET,UPI_FRAUD,Delhi,Delhi,25210.32,229367,0
CASE_005014,FAN_IN,REMOTE_ACCESS,Ahmedabad,Gujarat,481077.26,43675,0
CASE_005015,FAN_OUT,UPI_FRAUD,Ahmedabad,Gujarat,57776.04,125701,0
CASE_005016,FAN_OUT,INVESTMENT_FRAUD,Kolkata,West Bengal,22959.57,68671,0
CASE_005017,ADAPTIVE,DIGITAL_ARREST,Hyderabad,Telangana,134687.39,24991,1
CASE_005018,CROSS_STATE,JOB_FRAUD,Nagpur,Maharashtra,50099.41,232627,0
CASE_005019,FAN_OUT,INVESTMENT_FRAUD,Nagpur,Maharashtra,91742.32,215618,0
CASE_005020,MULTI_HOP,UPI_FRAUD,Ahmedabad,Gujarat,54691.96,255961,0
CASE_005021,ADAPTIVE,DIGITAL_ARREST,Ahmedabad,Gujarat,237357.46,205735,1
CASE_005022,CROSS_BORDER,JOB_FRAUD,Mumbai,Maharashtra,25803.64,7595,0
CASE_005023,FAN_IN,INVESTMENT_FRAUD,Mumbai,Maharashtra,17053.81,69518,0
CASE_005024,DIRECT_CASHOUT,INVESTMENT_FRAUD,Kolkata,West Bengal,79926.4,81158,0
CASE_005025,DIGITAL_ASSET,INVESTMENT_FRAUD,Hyderabad,Telangana,58262.48,63269,0
CASE_005026,MULTI_HOP,REMOTE_ACCESS,Pune,Maharashtra,252120.9,132707,0
CASE_005027,CROSS_BORDER,REMOTE_ACCESS,Kolkata,West Bengal,24645.07,175114,0
CASE_005028,FAN_OUT,INVESTMENT_FRAUD,Nashik,Maharashtra,4882.54,145085,0
CASE_005029,MULTI_HOP,ROMANCE_FRAUD,Ahmedabad,Gujarat,14133.64,257444,0
CASE_005030,DIGITAL_ASSET,DIGITAL_ARREST,Delhi,Delhi,28102.2,237119,0
CASE_005031,FAN_OUT,PHISHING,Chennai,Tamil Nadu,42325.05,227314,0
CASE_005032,FAN_IN,UPI_FRAUD,Bengaluru,Karnataka,13078.55,52889,0
CASE_005033,MULTI_HOP,PHISHING,Hyderabad,Telangana,378914.22,37825,0
CASE_005034,ADAPTIVE,INVESTMENT_FRAUD,Pune,Maharashtra,5118.14,36021,1
CASE_005035,FAN_OUT,REMOTE_ACCESS,Chennai,Tamil Nadu,52671.38,60487,0
CASE_005036,ADAPTIVE,DIGITAL_ARREST,Kolkata,West Bengal,40605.17,196379,1
CASE_005037,MULTI_HOP,UPI_FRAUD,Chennai,Tamil Nadu,377934.27,184184,0
CASE_005038,CROSS_STATE,UPI_FRAUD,Hyderabad,Telangana,58616.83,94363,0
CASE_005039,ADAPTIVE,INVESTMENT_FRAUD,Bengaluru,Karnataka,13505.35,108561,1
CASE_005040,DIRECT_CASHOUT,REMOTE_ACCESS,Bengaluru,Karnataka,6842.35,94754,0
CASE_005041,FAN_OUT,DIGITAL_ARREST,Nashik,Maharashtra,91618.37,224664,0
CASE_005042,ADAPTIVE,JOB_FRAUD,Nashik,Maharashtra,165728.73,248326,1
CASE_005043,DIRECT_CASHOUT,PHISHING,Nashik,Maharashtra,96898.98,36185,0
CASE_005044,CROSS_BORDER,ROMANCE_FRAUD,Chennai,Tamil Nadu,14269.83,204022,0
CASE_005045,CROSS_BORDER,INVESTMENT_FRAUD,Nashik,Maharashtra,75141.04,156113,0
CASE_005046,MULTI_HOP,PHISHING,Kolkata,West Bengal,32410.55,175950,0
CASE_005047,FAN_OUT,REMOTE_ACCESS,Nashik,Maharashtra,43495.33,47924,0
CASE_005048,MULTI_HOP,PHISHING,Ahmedabad,Gujarat,132581.95,254259,0
CASE_005049,FAN_OUT,PHISHING,Hyderabad,Telangana,40116.11,70099,0
CASE_005050,CROSS_STATE,ROMANCE_FRAUD,Bengaluru,Karnataka,25519.52,166142,0
CASE_005051,FAN_IN,INVESTMENT_FRAUD,Delhi,Delhi,105063.05,202679,0
CASE_005052,DIRECT_CASHOUT,UPI_FRAUD,Delhi,Delhi,3481.08,1460,0
CASE_005053,FAN_IN,UPI_FRAUD,Ahmedabad,Gujarat,3957.69,205341,0
CASE_005054,CROSS_STATE,UPI_FRAUD,Mumbai,Maharashtra,5989.21,90501,0
CASE_005055,MULTI_HOP,JOB_FRAUD,Ahmedabad,Gujarat,30558.62,134215,0
CASE_005056,MULTI_HOP,INVESTMENT_FRAUD,Bengaluru,Karnataka,87605.6,44932,0
CASE_005057,FAN_OUT,PHISHING,Chennai,Tamil Nadu,137152.06,205996,0
CASE_005058,DIGITAL_ASSET,DIGITAL_ARREST,Kolkata,West Bengal,117005.32,219990,0
CASE_005059,CROSS_STATE,DIGITAL_ARREST,Ahmedabad,Gujarat,21460.74,6357,0
CASE_005060,FAN_OUT,INVESTMENT_FRAUD,Chennai,Tamil Nadu,61073.45,71563,0
CASE_005061,DIRECT_CASHOUT,REMOTE_ACCESS,Ahmedabad,Gujarat,4003.31,118424,0
CASE_005062,FAN_IN,ROMANCE_FRAUD,Ahmedabad,Gujarat,5623.76,155884,0
CASE_005063,FAN_OUT,UPI_FRAUD,Delhi,Delhi,4720.55,186577,0
CASE_005064,CROSS_STATE,PHISHING,Delhi,Delhi,107966.61,204964,0
CASE_005065,MULTI_HOP,REMOTE_ACCESS,Nagpur,Maharashtra,17616.0,95898,0
CASE_005066,DIRECT_CASHOUT,JOB_FRAUD,Delhi,Delhi,11741.9,84836,0
CASE_005067,MULTI_HOP,INVESTMENT_FRAUD,Mumbai,Maharashtra,3000.0,133699,0
CASE_005068,CROSS_STATE,DIGITAL_ARREST,Nagpur,Maharashtra,45918.11,19541,0
CASE_005069,DIRECT_CASHOUT,JOB_FRAUD,Nagpur,Maharashtra,32664.59,221099,0
CASE_005070,FAN_OUT,PHISHING,Pune,Maharashtra,8985.94,41951,0
CASE_005071,FAN_IN,DIGITAL_ARREST,Nashik,Maharashtra,62277.3,128301,0
CASE_005072,DIRECT_CASHOUT,INVESTMENT_FRAUD,Chennai,Tamil Nadu,25074.5,169670,0
CASE_005073,ADAPTIVE,DIGITAL_ARREST,Nashik,Maharashtra,289075.76,131634,1
CASE_005074,DIRECT_CASHOUT,ROMANCE_FRAUD,Bengaluru,Karnataka,58256.83,5259,0
CASE_005075,MULTI_HOP,REMOTE_ACCESS,Hyderabad,Telangana,14689.42,216664,0
CASE_005076,DIGITAL_ASSET,UPI_FRAUD,Mumbai,Maharashtra,48574.97,114674,0
CASE_005077,MULTI_HOP,ROMANCE_FRAUD,Kolkata,West Bengal,89888.11,140575,0
CASE_005078,CROSS_BORDER,DIGITAL_ARREST,Chennai,Tamil Nadu,21167.2,164748,0
CASE_005079,DIGITAL_ASSET,REMOTE_ACCESS,Kolkata,West Bengal,27815.64,199484,0
CASE_005080,MULTI_HOP,REMOTE_ACCESS,Mumbai,Maharashtra,24197.97,234024,0
CASE_005081,DIRECT_CASHOUT,PHISHING,Nashik,Maharashtra,34317.02,143737,0
CASE_005082,FAN_IN,INVESTMENT_FRAUD,Hyderabad,Telangana,39080.77,121251,0
CASE_005083,ADAPTIVE,DIGITAL_ARREST,Hyderabad,Telangana,239374.6,117030,1
CASE_005084,MULTI_HOP,DIGITAL_ARREST,Bengaluru,Karnataka,5467.21,85169,0
CASE_005085,MULTI_HOP,JOB_FRAUD,Nagpur,Maharashtra,3000.0,14020,0
CASE_005086,MULTI_HOP,INVESTMENT_FRAUD,Kolkata,West Bengal,30759.34,200775,0
CASE_005087,MULTI_HOP,ROMANCE_FRAUD,Ahmedabad,Gujarat,169373.3,4484,0
CASE_005088,CROSS_BORDER,ROMANCE_FRAUD,Ahmedabad,Gujarat,8244.56,31575,0
CASE_005089,DIRECT_CASHOUT,ROMANCE_FRAUD,Nagpur,Maharashtra,5705.92,43940,0
CASE_005090,CROSS_STATE,JOB_FRAUD,Pune,Maharashtra,8858.97,198104,0
CASE_005091,DIRECT_CASHOUT,ROMANCE_FRAUD,Pune,Maharashtra,45507.53,66858,0
CASE_005092,FAN_IN,REMOTE_ACCESS,Ahmedabad,Gujarat,40954.81,250413,0
CASE_005093,ADAPTIVE,INVESTMENT_FRAUD,Nagpur,Maharashtra,90866.02,167522,1
CASE_005094,MULTI_HOP,UPI_FRAUD,Mumbai,Maharashtra,142814.35,137079,0
CASE_005095,DIGITAL_ASSET,INVESTMENT_FRAUD,Kolkata,West Bengal,19786.05,71062,0
CASE_005096,DIGITAL_ASSET,PHISHING,Mumbai,Maharashtra,21646.53,166678,0
CASE_005097,DIGITAL_ASSET,DIGITAL_ARREST,Kolkata,West Bengal,17919.08,226767,0
CASE_005098,DIRECT_CASHOUT,UPI_FRAUD,Ahmedabad,Gujarat,52707.03,194358,0
CASE_005099,MULTI_HOP,JOB_FRAUD,Nagpur,Maharashtra,188562.43,11314,0
CASE_005100,DIRECT_CASHOUT,ROMANCE_FRAUD,Mumbai,Maharashtra,25275.9,227009,0
CASE_005101,CROSS_STATE,JOB_FRAUD,Nagpur,Maharashtra,851472.5,73928,0
CASE_005102,DIGITAL_ASSET,JOB_FRAUD,Nashik,Maharashtra,269835.06,219711,0
CASE_005103,CROSS_STATE,UPI_FRAUD,Kolkata,West Bengal,94356.12,59364,0
CASE_005104,CROSS_STATE,REMOTE_ACCESS,Nagpur,Maharashtra,13385.09,172320,0
CASE_005105,DIRECT_CASHOUT,UPI_FRAUD,Kolkata,West Bengal,7950.42,51496,0
CASE_005106,FAN_IN,UPI_FRAUD,Ahmedabad,Gujarat,52557.56,167170,0
CASE_005107,FAN_IN,PHISHING,Nashik,Maharashtra,5682.66,150433,0
CASE_005108,DIRECT_CASHOUT,ROMANCE_FRAUD,Nagpur,Maharashtra,30240.76,84540,0
CASE_005109,FAN_IN,REMOTE_ACCESS,Kolkata,West Bengal,17514.28,57350,0
CASE_005110,CROSS_BORDER,PHISHING,Ahmedabad,Gujarat,182072.11,215048,0
CASE_005111,ADAPTIVE,UPI_FRAUD,Mumbai,Maharashtra,234588.72,191432,1
CASE_005112,CROSS_BORDER,INVESTMENT_FRAUD,Delhi,Delhi,8761.56,225352,0
CASE_005113,MULTI_HOP,DIGITAL_ARREST,Kolkata,West Bengal,75141.55,77375,0
CASE_005114,DIRECT_CASHOUT,JOB_FRAUD,Nagpur,Maharashtra,23216.16,215257,0
CASE_005115,CROSS_STATE,DIGITAL_ARREST,Kolkata,West Bengal,26453.21,233272,0
CASE_005116,DIGITAL_ASSET,UPI_FRAUD,Nashik,Maharashtra,39324.28,193289,0
CASE_005117,DIRECT_CASHOUT,PHISHING,Nashik,Maharashtra,81002.39,52007,0
CASE_005118,DIRECT_CASHOUT,JOB_FRAUD,Mumbai,Maharashtra,79808.79,11531,0
CASE_005119,FAN_OUT,UPI_FRAUD,Ahmedabad,Gujarat,90784.49,41197,0
CASE_005120,CROSS_BORDER,INVESTMENT_FRAUD,Nagpur,Maharashtra,107071.9,18312,0
CASE_005121,MULTI_HOP,JOB_FRAUD,Chennai,Tamil Nadu,56293.51,187343,0
CASE_005122,FAN_OUT,ROMANCE_FRAUD,Pune,Maharashtra,38983.53,13328,0
CASE_005123,DIGITAL_ASSET,UPI_FRAUD,Nagpur,Maharashtra,282676.86,179471,0
CASE_005124,CROSS_STATE,PHISHING,Nashik,Maharashtra,808723.56,249482,0
CASE_005125,DIRECT_CASHOUT,UPI_FRAUD,Mumbai,Maharashtra,15981.43,150027,0
CASE_005126,FAN_IN,INVESTMENT_FRAUD,Chennai,Tamil Nadu,8125.3,20041,0
CASE_005127,MULTI_HOP,DIGITAL_ARREST,Chennai,Tamil Nadu,247046.64,35724,0
CASE_005128,DIRECT_CASHOUT,PHISHING,Kolkata,West Bengal,69459.14,46873,0
CASE_005129,CROSS_STATE,DIGITAL_ARREST,Ahmedabad,Gujarat,77538.49,27364,0
CASE_005130,DIRECT_CASHOUT,UPI_FRAUD,Hyderabad,Telangana,82192.04,253843,0
CASE_005131,FAN_OUT,JOB_FRAUD,Nagpur,Maharashtra,44013.01,95115,0
CASE_005132,MULTI_HOP,INVESTMENT_FRAUD,Pune,Maharashtra,27443.68,258772,0
CASE_005133,CROSS_STATE,DIGITAL_ARREST,Mumbai,Maharashtra,23097.74,150019,0
CASE_005134,FAN_IN,JOB_FRAUD,Kolkata,West Bengal,178057.57,76635,0
CASE_005135,CROSS_STATE,INVESTMENT_FRAUD,Mumbai,Maharashtra,1355820.94,219395,0
CASE_005136,MULTI_HOP,INVESTMENT_FRAUD,Mumbai,Maharashtra,45635.87,79735,0
CASE_005137,ADAPTIVE,UPI_FRAUD,Delhi,Delhi,83218.23,101242,1
CASE_005138,MULTI_HOP,UPI_FRAUD,Kolkata,West Bengal,39435.76,201823,0
CASE_005139,MULTI_HOP,PHISHING,Delhi,Delhi,53692.05,114522,0
CASE_005140,FAN_OUT,UPI_FRAUD,Hyderabad,Telangana,194614.81,219921,0
CASE_005141,FAN_IN,DIGITAL_ARREST,Nashik,Maharashtra,33163.3,238278,0
CASE_005142,MULTI_HOP,ROMANCE_FRAUD,Delhi,Delhi,83236.92,189566,0
CASE_005143,MULTI_HOP,PHISHING,Chennai,Tamil Nadu,469659.17,49645,0
CASE_005144,FAN_IN,ROMANCE_FRAUD,Kolkata,West Bengal,45331.82,58936,0
CASE_005145,MULTI_HOP,INVESTMENT_FRAUD,Nagpur,Maharashtra,43038.44,255505,0
CASE_005146,FAN_IN,REMOTE_ACCESS,Kolkata,West Bengal,17362.45,125841,0
CASE_005147,MULTI_HOP,DIGITAL_ARREST,Bengaluru,Karnataka,60185.69,64634,0
CASE_005148,MULTI_HOP,INVESTMENT_FRAUD,Pune,Maharashtra,38410.96,88340,0
CASE_005149,MULTI_HOP,INVESTMENT_FRAUD,Chennai,Tamil Nadu,69524.4,3578,0
CASE_005150,CROSS_BORDER,UPI_FRAUD,Delhi,Delhi,40902.34,181015,0
CASE_005151,FAN_OUT,UPI_FRAUD,Chennai,Tamil Nadu,263157.88,150771,0
CASE_005152,FAN_IN,UPI_FRAUD,Nashik,Maharashtra,219114.34,8065,0
CASE_005153,DIRECT_CASHOUT,ROMANCE_FRAUD,Kolkata,West Bengal,59607.41,121121,0
CASE_005154,CROSS_BORDER,DIGITAL_ARREST,Bengaluru,Karnataka,86361.22,215827,0
CASE_005155,FAN_IN,REMOTE_ACCESS,Hyderabad,Telangana,20483.33,249921,0
CASE_005156,CROSS_BORDER,INVESTMENT_FRAUD,Chennai,Tamil Nadu,38900.53,79633,0
CASE_005157,MULTI_HOP,INVESTMENT_FRAUD,Pune,Maharashtra,216872.95,166705,0
CASE_005158,MULTI_HOP,DIGITAL_ARREST,Hyderabad,Telangana,14321.75,159859,0
CASE_005159,MULTI_HOP,DIGITAL_ARREST,Ahmedabad,Gujarat,37748.99,213536,0
CASE_005160,CROSS_STATE,UPI_FRAUD,Nashik,Maharashtra,25612.49,72191,0
CASE_005161,FAN_IN,INVESTMENT_FRAUD,Kolkata,West Bengal,42256.51,8144,0
CASE_005162,DIRECT_CASHOUT,ROMANCE_FRAUD,Nagpur,Maharashtra,729466.62,159751,0
CASE_005163,MULTI_HOP,JOB_FRAUD,Pune,Maharashtra,20587.16,77306,0
CASE_005164,MULTI_HOP,UPI_FRAUD,Delhi,Delhi,32787.06,4201,0
CASE_005165,CROSS_BORDER,JOB_FRAUD,Hyderabad,Telangana,27659.08,809,0
CASE_005166,MULTI_HOP,JOB_FRAUD,Pune,Maharashtra,61958.11,86578,0
CASE_005167,MULTI_HOP,DIGITAL_ARREST,Chennai,Tamil Nadu,10524.15,110609,0
CASE_005168,FAN_OUT,JOB_FRAUD,Kolkata,West Bengal,207841.28,256731,0
CASE_005169,CROSS_STATE,DIGITAL_ARREST,Mumbai,Maharashtra,168754.43,243537,0
CASE_005170,CROSS_STATE,PHISHING,Pune,Maharashtra,16291.22,13325,0
CASE_005171,FAN_IN,REMOTE_ACCESS,Chennai,Tamil Nadu,103473.13,60075,0
CASE_005172,MULTI_HOP,PHISHING,Pune,Maharashtra,37873.0,245351,0
CASE_005173,DIGITAL_ASSET,PHISHING,Nashik,Maharashtra,44105.29,40224,0
CASE_005174,DIGITAL_ASSET,UPI_FRAUD,Delhi,Delhi,161400.94,57127,0
CASE_005175,DIRECT_CASHOUT,JOB_FRAUD,Ahmedabad,Gujarat,170358.19,123250,0
CASE_005176,DIRECT_CASHOUT,DIGITAL_ARREST,Ahmedabad,Gujarat,91716.46,1355,0
CASE_005177,DIGITAL_ASSET,UPI_FRAUD,Pune,Maharashtra,10672.91,202634,0
CASE_005178,CROSS_BORDER,REMOTE_ACCESS,Ahmedabad,Gujarat,288361.51,23390,0
CASE_005179,DIGITAL_ASSET,PHISHING,Ahmedabad,Gujarat,59036.25,253667,0
CASE_005180,FAN_IN,INVESTMENT_FRAUD,Ahmedabad,Gujarat,63081.48,210093,0
CASE_005181,MULTI_HOP,PHISHING,Kolkata,West Bengal,270112.62,39994,0
CASE_005182,MULTI_HOP,JOB_FRAUD,Mumbai,Maharashtra,6402.84,21729,0
CASE_005183,CROSS_BORDER,REMOTE_ACCESS,Bengaluru,Karnataka,34249.37,229735,0
CASE_005184,MULTI_HOP,INVESTMENT_FRAUD,Hyderabad,Telangana,6322.63,237009,0
CASE_005185,DIRECT_CASHOUT,UPI_FRAUD,Delhi,Delhi,15257.8,95121,0
CASE_005186,CROSS_STATE,INVESTMENT_FRAUD,Ahmedabad,Gujarat,62292.26,219735,0
CASE_005187,DIRECT_CASHOUT,PHISHING,Nagpur,Maharashtra,31580.66,34968,0
CASE_005188,FAN_IN,INVESTMENT_FRAUD,Nashik,Maharashtra,51710.25,205365,0
CASE_005189,CROSS_STATE,UPI_FRAUD,Kolkata,West Bengal,30986.51,246362,0
CASE_005190,MULTI_HOP,UPI_FRAUD,Ahmedabad,Gujarat,97336.49,174670,0
CASE_005191,FAN_IN,ROMANCE_FRAUD,Bengaluru,Karnataka,16035.43,188763,0
CASE_005192,FAN_IN,REMOTE_ACCESS,Hyderabad,Telangana,10924.89,156596,0
CASE_005193,DIRECT_CASHOUT,JOB_FRAUD,Chennai,Tamil Nadu,47448.22,123349,0
CASE_005194,MULTI_HOP,ROMANCE_FRAUD,Bengaluru,Karnataka,22692.09,192259,0
CASE_005195,ADAPTIVE,UPI_FRAUD,Nashik,Maharashtra,47789.12,212578,1
CASE_005196,MULTI_HOP,INVESTMENT_FRAUD,Bengaluru,Karnataka,50799.94,69691,0
CASE_005197,FAN_IN,REMOTE_ACCESS,Hyderabad,Telangana,171689.62,31810,0
CASE_005198,CROSS_BORDER,UPI_FRAUD,Chennai,Tamil Nadu,32512.97,43723,0
CASE_005199,CROSS_BORDER,REMOTE_ACCESS,Hyderabad,Telangana,3000.0,45885,0
CASE_005200,FAN_IN,UPI_FRAUD,Ahmedabad,Gujarat,26784.55,199324,0
CASE_005201,DIRECT_CASHOUT,DIGITAL_ARREST,Pune,Maharashtra,302951.87,226724,0
CASE_005202,CROSS_BORDER,DIGITAL_ARREST,Ahmedabad,Gujarat,29766.32,41544,0
CASE_005203,ADAPTIVE,REMOTE_ACCESS,Nagpur,Maharashtra,40773.22,246774,1
CASE_005204,DIGITAL_ASSET,JOB_FRAUD,Nashik,Maharashtra,26612.19,87248,0
CASE_005205,MULTI_HOP,PHISHING,Nashik,Maharashtra,13059.68,79605,0
CASE_005206,FAN_IN,DIGITAL_ARREST,Ahmedabad,Gujarat,42210.6,59916,0
CASE_005207,MULTI_HOP,ROMANCE_FRAUD,Nagpur,Maharashtra,48318.1,157938,0
CASE_005208,DIGITAL_ASSET,ROMANCE_FRAUD,Chennai,Tamil Nadu,121059.24,229073,0
CASE_005209,DIRECT_CASHOUT,DIGITAL_ARREST,Chennai,Tamil Nadu,11152.43,10784,0
CASE_005210,FAN_IN,PHISHING,Bengaluru,Karnataka,100393.4,151888,0
CASE_005211,DIRECT_CASHOUT,REMOTE_ACCESS,Nagpur,Maharashtra,52831.76,254896,0
CASE_005212,FAN_IN,ROMANCE_FRAUD,Kolkata,West Bengal,394366.14,47300,0
CASE_005213,ADAPTIVE,DIGITAL_ARREST,Delhi,Delhi,214881.41,176819,1
