case_id,split
CASE_003586,train
CASE_008706,train
CASE_008152,train
CASE_004980,train
CASE_000489,train
CASE_009363,train
CASE_009127,train
CASE_003542,train
CASE_006948,train
CASE_008643,train
CASE_000553,train
CASE_000387,train
CASE_000455,train
CASE_006818,train
CASE_002228,train
CASE_005205,train
CASE_007074,train
CASE_005660,train
CASE_004240,train
CASE_009789,train
CASE_009612,train
CASE_003671,train
CASE_004042,train
CASE_002720,train
CASE_005732,train
CASE_001582,train
CASE_002612,train
CASE_001091,train
CASE_005332,train
CASE_006101,train
CASE_008341,train
CASE_006645,train
CASE_007675,train
CASE_006774,train
CASE_005091,train
CASE_000259,train
CASE_003498,train
CASE_006681,train
CASE_007364,train
CASE_008392,train
CASE_009415,train
CASE_008136,train
CASE_006299,train
CASE_006397,train
CASE_005424,train
CASE_006600,train
CASE_007636,train
CASE_004116,train
CASE_002099,train
CASE_004083,train
CASE_001373,train
CASE_009718,train
CASE_005463,train
CASE_009147,train
CASE_009185,train
CASE_003725,train
CASE_005115,train
CASE_002475,train
CASE_007844,train
CASE_007822,train
CASE_005817,train
CASE_004736,train
CASE_007506,train
CASE_004582,train
CASE_001951,train
CASE_004353,train
CASE_005396,train
CASE_001426,train
CASE_003877,train
CASE_000422,train
CASE_005246,train
CASE_001191,train
CASE_006476,train
CASE_000258,train
CASE_005248,train
CASE_002238,train
CASE_007692,train
CASE_004850,train
CASE_004988,train
CASE_001240,train
CASE_006471,train
CASE_000950,train
CASE_005916,train
CASE_006003,train
CASE_002935,train
CASE_008449,train
CASE_000828,train
CASE_005522,train
CASE_001435,train
CASE_003577,train
CASE_008557,train
CASE_008322,train
CASE_006703,train
CASE_006217,train
CASE_003050,train
CASE_002307,train
CASE_004809,train
CASE_009882,train
CASE_007917,train
CASE_004659,train
CASE_001672,train
CASE_009206,train
CASE_007575,train
CASE_000825,train
CASE_002902,train
CASE_003189,train
CASE_003969,train
CASE_002060,train
CASE_006665,train
CASE_001628,train
CASE_009301,train
CASE_007524,train
CASE_008846,train
CASE_002077,train
CASE_002405,train
CASE_004772,train
CASE_006624,train
CASE_003881,train
CASE_000107,train
CASE_009812,train
CASE_002698,train
CASE_006226,train
CASE_003091,train
CASE_002394,train
CASE_002291,train
CASE_006213,train
CASE_003501,train
CASE_005605,train
CASE_006804,train
CASE_009829,train
CASE_004079,train
CASE_005744,train
CASE_009899,train
CASE_005959,train
CASE_005220,train
CASE_002757,train
CASE_000650,train
CASE_000117,train
CASE_004074,train
CASE_009137,train
CASE_009722,train
CASE_005569,train
CASE_001296,train
CASE_008673,train
CASE_002469,train
CASE_004028,train
CASE_007801,train
CASE_000179,train
CASE_003008,train
CASE_008364,train
CASE_008840,train
CASE_007551,train
CASE_001142,train
CASE_007458,train
CASE_006841,train
CASE_003144,train
CASE_000954,train
CASE_003628,train
CASE_000312,train
CASE_000368,train
CASE_001169,train
CASE_001615,train
CASE_008356,train
CASE_003977,train
CASE_008413,train
CASE_002392,train
CASE_005377,train
CASE_006578,train
CASE_007782,train
CASE_009493,train
CASE_006470,train
CASE_003415,train
CASE_000689,train
CASE_003393,train
CASE_002621,train
CASE_001189,train
CASE_006836,train
CASE_004706,train
CASE_001229,train
CASE_002105,train
CASE_005165,train
CASE_005907,train
CASE_001909,train
CASE_006028,train
CASE_001865,train
CASE_000504,train
CASE_005933,train
CASE_002360,train
CASE_001892,train
CASE_007075,train
CASE_006456,train
CASE_006110,train
CASE_005527,train
CASE_009400,train
CASE_006977,train
CASE_004991,train
CASE_003176,train
CASE_003229,train
CASE_003436,train
CASE_004886,train
CASE_007635,train
CASE_003634,train
CASE_003127,train
CASE_002572,train
CASE_003183,train
CASE_008648,train
CASE_009051,train
CASE_008741,train
CASE_001450,train
CASE_002297,train
CASE_002963,train
CASE_006194,train
CASE_002068,train
CASE_002611,train
CASE_003449,train
CASE_008222,train
CASE_000305,train
CASE_005370,train
CASE_005531,train
CASE_001868,train
CASE_004651,train
CASE_001449,train
CASE_000643,train
CASE_002424,train
CASE_009747,train
CASE_007137,train
CASE_007482,train
CASE_009205,train
CASE_004720,train
CASE_008143,train
CASE_008564,train
CASE_000467,train
CASE_008571,train
CASE_009544,train
CASE_009858,train
CASE_006220,train
CASE_004408,train
CASE_000036,train
CASE_006648,train
CASE_005812,train
CASE_002219,train
CASE_005845,train
CASE_000352,train
CASE_008529,train
CASE_007476,train
CASE_005835,train
CASE_006175,train
CASE_008971,train
CASE_003815,train
CASE_009622,train
CASE_008332,train
CASE_003512,train
CASE_003106,train
CASE_003108,train
CASE_005013,train
CASE_009032,train
CASE_008900,train
CASE_009054,train
CASE_006602,train
CASE_006599,train
CASE_001007,train
CASE_004446,train
CASE_002319,train
CASE_003753,train
CASE_006467,train
CASE_008221,train
CASE_007103,train
CASE_003903,train
CASE_001723,train
CASE_009588,train
CASE_001459,train
CASE_007991,train
CASE_000448,train
CASE_006334,train
CASE_004185,train
CASE_006861,train
CASE_003828,train
CASE_007202,train
CASE_009830,train
CASE_003596,train
CASE_004239,train
CASE_000318,train
CASE_008542,train
CASE_003469,train
CASE_005970,train
CASE_007148,train
CASE_000852,train
CASE_009331,train
CASE_006151,train
CASE_008005,train
CASE_004342,train
CASE_001442,train
CASE_007863,train
CASE_001027,train
CASE_009678,train
CASE_005381,train
CASE_005819,train
CASE_000435,train
CASE_002208,train
CASE_008777,train
CASE_003234,train
CASE_009209,train
CASE_000520,train
CASE_007855,train
CASE_009419,train
CASE_009143,train
CASE_005251,train
CASE_001506,train
CASE_004836,train
CASE_001465,train
CASE_002433,train
CASE_008875,train
CASE_003060,train
CASE_002268,train
CASE_005312,train
CASE_006259,train
CASE_004022,train
CASE_006898,train
CASE_000483,train
CASE_001327,train
CASE_007023,train
CASE_006486,train
CASE_002163,train
CASE_000796,train
CASE_003955,train
CASE_008821,train
CASE_004803,train
CASE_009796,train
CASE_003692,train
CASE_006715,train
CASE_000870,train
CASE_008626,train
CASE_007857,train
CASE_004354,train
CASE_003843,train
CASE_009987,train
CASE_007713,train
CASE_003659,train
CASE_009900,train
CASE_000869,train
CASE_004001,train
CASE_003357,train
CASE_005406,train
CASE_008965,train
CASE_007383,train
CASE_003813,train
CASE_000823,train
CASE_001781,train
CASE_001107,train
CASE_001161,train
CASE_007564,train
CASE_003570,train
CASE_000310,train
CASE_000391,train
CASE_005805,train
CASE_005417,train
CASE_008415,train
CASE_001779,train
CASE_001597,train
CASE_004169,train
CASE_000209,train
CASE_001763,train
CASE_003724,train
CASE_001230,train
CASE_009627,train
CASE_001213,train
CASE_003682,train
CASE_004412,train
CASE_009154,train
CASE_006278,train
CASE_009904,train
CASE_003646,train
CASE_004734,train
CASE_006712,train
CASE_001626,train
CASE_006283,train
CASE_007614,train
CASE_002858,train
CASE_004418,train
CASE_003385,train
CASE_005316,train
CASE_008686,train
CASE_001674,train
CASE_005951,train
CASE_003983,train
CASE_001280,train
CASE_004688,train
CASE_008347,train
CASE_006057,train
CASE_002900,train
CASE_001935,train
CASE_002272,train
CASE_000125,train
CASE_004581,train
CASE_001358,train
CASE_000299,train
CASE_006291,train
CASE_008539,train
CASE_001393,train
CASE_007835,train
CASE_008596,train
CASE_001843,train
CASE_004423,train
CASE_001045,train
CASE_008156,train
CASE_006493,train
CASE_002241,train
CASE_006562,train
CASE_007507,train
CASE_003351,train
CASE_002410,train
CASE_004060,train
CASE_009089,train
CASE_000348,train
CASE_002123,train
CASE_008486,train
CASE_000114,train
CASE_007906,train
CASE_002385,train
CASE_006814,train
CASE_002354,train
CASE_003786,train
CASE_005419,train
CASE_006638,train
CASE_009602,train
CASE_003358,train
CASE_008069,train
CASE_002458,train
CASE_001231,train
CASE_000170,train
CASE_009247,train
CASE_001467,train
CASE_004268,train
CASE_006516,train
CASE_007982,train
CASE_005140,train
CASE_007171,train
CASE_002024,train
CASE_008810,train
CASE_004326,train
CASE_002585,train
CASE_000988,train
CASE_009319,train
CASE_007020,train
CASE_005644,train
CASE_005521,train
CASE_009744,train
CASE_008538,train
CASE_002988,train
CASE_002972,train
CASE_007157,train
CASE_007657,train
CASE_001453,train
CASE_001184,train
CASE_000293,train
CASE_001005,train
CASE_008618,train
CASE_000329,train
CASE_007274,train
CASE_002882,train
CASE_009951,train
CASE_007433,train
CASE_003404,train
CASE_006253,train
CASE_005496,train
CASE_007888,train
CASE_003401,train
CASE_003271,train
CASE_009783,train
CASE_006236,train
CASE_003204,train
CASE_006738,train
CASE_007182,train
CASE_006850,train
CASE_004451,train
CASE_007467,train
CASE_006458,train
CASE_008646,train
CASE_002250,train
CASE_008903,train
CASE_006777,train
CASE_000741,train
CASE_004285,train
CASE_009298,train
CASE_009673,train
CASE_008055,train
CASE_003188,train
CASE_007378,train
CASE_005440,train
CASE_008904,train
CASE_004385,train
CASE_001408,train
CASE_006390,train
CASE_007254,train
CASE_001789,train
CASE_002603,train
CASE_009411,train
CASE_004199,train
CASE_008655,train
CASE_008085,train
CASE_000369,train
CASE_000218,train
CASE_005733,train
CASE_000866,train
CASE_004151,train
CASE_005458,train
CASE_001765,train
CASE_004668,train
CASE_007492,train
CASE_000942,train
CASE_003541,train
CASE_005523,train
CASE_003941,train
CASE_006168,train
CASE_001797,train
CASE_009618,train
CASE_001796,train
CASE_004572,train
CASE_000987,train
CASE_001101,train
CASE_006323,train
CASE_002889,train
CASE_001012,train
CASE_002851,train
CASE_001494,train
CASE_001495,train
CASE_005341,train
CASE_004381,train
CASE_005141,train
CASE_008721,train
CASE_007514,train
CASE_007592,train
CASE_007371,train
CASE_001379,train
CASE_000671,train
CASE_005464,train
CASE_003963,train
CASE_001804,train
CASE_007258,train
CASE_001801,train
CASE_005289,train
CASE_002765,train
CASE_006899,train
CASE_003126,train
CASE_000769,train
CASE_006772,train
CASE_002496,train
CASE_002626,train
CASE_001004,train
CASE_003651,train
CASE_003781,train
CASE_007523,train
CASE_003774,train
CASE_007194,train
CASE_008142,train
CASE_001922,train
CASE_009944,train
CASE_005154,train
CASE_002047,train
CASE_000608,train
CASE_005315,train
CASE_001071,train
CASE_000917,train
CASE_001363,train
CASE_000934,train
CASE_008252,train
CASE_006233,train
CASE_008584,train
CASE_009194,train
CASE_005039,train
CASE_004171,train
CASE_004824,train
CASE_001830,train
CASE_002546,train
CASE_008300,train
CASE_002351,train
CASE_007925,train
CASE_008988,train
CASE_007884,train
CASE_007019,train
CASE_005809,train
CASE_005656,train
CASE_002639,train
CASE_007803,train
CASE_004220,train
CASE_001258,train
CASE_001131,train
CASE_008927,train
CASE_000750,train
CASE_007648,train
CASE_000360,train
CASE_000909,train
CASE_001136,train
CASE_000461,train
CASE_005686,train
CASE_008620,train
CASE_002331,train
CASE_008064,train
CASE_001692,train
CASE_007609,train
CASE_004687,train
CASE_004699,train
CASE_003138,train
CASE_004947,train
CASE_009626,train
CASE_000484,train
CASE_009409,train
CASE_004214,train
CASE_007403,train
CASE_005229,train
CASE_004830,train
CASE_003030,train
CASE_003810,train
CASE_008830,train
CASE_004141,train
CASE_000363,train
CASE_009754,train
CASE_000264,train
CASE_007973,train
CASE_006601,train
CASE_002746,train
CASE_005076,train
CASE_004284,train
CASE_000471,train
CASE_009993,train
CASE_007481,train
CASE_001600,train
CASE_008103,train
CASE_004173,train
CASE_000867,train
CASE_007183,train
CASE_002922,train
CASE_009797,train
CASE_007411,train
CASE_009946,train
CASE_007632,train
CASE_002176,train
CASE_000799,train
CASE_003842,train
CASE_000431,train
CASE_006093,train
CASE_009606,train
CASE_007034,train
CASE_002583,train
CASE_000424,train
CASE_006427,train
CASE_005286,train
CASE_007009,train
CASE_002308,train
CASE_003402,train
CASE_002533,train
CASE_002785,train
CASE_001743,train
CASE_008104,train
CASE_004650,train
CASE_007621,train
CASE_003159,train
CASE_003174,train
CASE_000450,train
CASE_009487,train
CASE_008726,train
CASE_000803,train
CASE_009771,train
CASE_007266,train
CASE_006002,train
CASE_002811,train
CASE_005609,train
CASE_000222,train
CASE_005449,train
CASE_000206,train
CASE_003024,train
CASE_000395,train
CASE_008116,train
CASE_005389,train
CASE_009610,train
CASE_001832,train
CASE_001671,train
CASE_002700,train
CASE_003854,train
CASE_001102,train
CASE_003408,train
CASE_009693,train
CASE_003461,train
CASE_008800,train
CASE_004340,train
CASE_008966,train
CASE_002121,train
CASE_006799,train
CASE_000410,train
CASE_009007,train
CASE_008636,train
CASE_008847,train
CASE_001511,train
CASE_009427,train
CASE_001574,train
CASE_003731,train
CASE_001725,train
CASE_000652,train
CASE_003700,train
CASE_006690,train
CASE_001486,train
CASE_000975,train
CASE_006737,train
CASE_005930,train
CASE_000193,train
CASE_003440,train
CASE_008396,train
CASE_002625,train
CASE_009389,train
CASE_003930,train
CASE_001355,train
CASE_003022,train
CASE_009700,train
CASE_001775,train
CASE_001254,train
CASE_001458,train
CASE_008998,train
CASE_008461,train
CASE_008000,train
CASE_001281,train
CASE_000994,train
CASE_000586,train
CASE_003237,train
CASE_004752,train
CASE_003297,train
CASE_005399,train
CASE_001137,train
CASE_001251,train
CASE_003824,train
CASE_008338,train
CASE_003899,train
CASE_008071,train
CASE_001403,train
CASE_005430,train
CASE_005776,train
CASE_000366,train
CASE_002339,train
CASE_004496,train
CASE_008284,train
CASE_009028,train
CASE_006442,train
CASE_007693,train
CASE_002463,train
CASE_009323,train
CASE_002654,train
CASE_007281,train
CASE_006622,train
CASE_002801,train
CASE_006533,train
CASE_008630,train
CASE_006637,train
CASE_004511,train
CASE_001072,train
CASE_003557,train
CASE_006590,train
CASE_002397,train
CASE_009009,train
CASE_009708,train
CASE_007236,train
CASE_006451,train
CASE_003037,train
CASE_002172,train
CASE_003139,train
CASE_000761,train
CASE_006758,train
CASE_007310,train
CASE_008694,train
CASE_006505,train
CASE_001810,train
CASE_005797,train
CASE_008653,train
CASE_003382,train
CASE_006904,train
CASE_003566,train
CASE_002195,train
CASE_004747,train
CASE_006282,train
CASE_002029,train
CASE_008431,train
CASE_009222,train
CASE_001632,train
CASE_006843,train
CASE_000611,train
CASE_009082,train
CASE_004633,train
CASE_008835,train
CASE_000646,train
CASE_005257,train
CASE_007195,train
CASE_000234,train
CASE_002539,train
CASE_004327,train
CASE_005618,train
CASE_003239,train
CASE_001278,train
CASE_006931,train
CASE_008616,train
CASE_009767,train
CASE_007408,train
CASE_008778,train
CASE_009270,train
CASE_001439,train
CASE_007047,train
CASE_000973,train
CASE_004161,train
CASE_003105,train
CASE_002540,train
CASE_006408,train
CASE_002722,train
CASE_005049,train
CASE_001993,train
CASE_001943,train
CASE_007283,train
CASE_007750,train
CASE_006264,train
CASE_007995,train
CASE_006677,train
CASE_005036,train
CASE_000635,train
CASE_008825,train
CASE_006107,train
CASE_004138,train
CASE_003224,train
CASE_000068,train
CASE_001309,train
CASE_000832,train
CASE_000549,train
CASE_006807,train
CASE_004839,train
CASE_008854,train
CASE_009486,train
CASE_007331,train
CASE_005846,train
CASE_005629,train
CASE_005576,train
CASE_004063,train
CASE_007084,train
CASE_009749,train
CASE_007980,train
CASE_009741,train
CASE_007154,train
CASE_000031,train
CASE_008020,train
CASE_003094,train
CASE_008493,train
CASE_001210,train
CASE_003265,train
CASE_009970,train
CASE_003891,train
CASE_000377,train
CASE_008514,train
CASE_008360,train
CASE_005820,train
CASE_000157,train
CASE_001728,train
CASE_003703,train
CASE_002738,train
CASE_008091,train
CASE_006862,train
CASE_005034,train
CASE_005758,train
CASE_002440,train
CASE_005723,train
CASE_001662,train
CASE_001171,train
CASE_001365,train
CASE_001026,train
CASE_007089,train
CASE_004678,train
CASE_008775,train
CASE_005033,train
CASE_009334,train
CASE_007185,train
CASE_003334,train
CASE_008484,train
CASE_006029,train
CASE_005012,train
CASE_004637,train
CASE_002705,train
CASE_002587,train
CASE_003601,train
CASE_006375,train
CASE_001181,train
CASE_004683,train
CASE_003818,train
CASE_001084,train
CASE_001070,train
CASE_001678,train
CASE_004626,train
CASE_006746,train
CASE_005114,train
CASE_008070,train
CASE_008056,train
CASE_006859,train
CASE_004716,train
CASE_008269,train
CASE_008108,train
CASE_009886,train
CASE_001499,train
CASE_007012,train
CASE_004592,train
CASE_006579,train
CASE_002415,train
CASE_001034,train
CASE_004628,train
CASE_008111,train
CASE_001856,train
CASE_003434,train
CASE_000105,train
CASE_000974,train
CASE_003443,train
CASE_000370,train
CASE_006460,train
CASE_002113,train
CASE_005745,train
CASE_008896,train
CASE_000052,train
CASE_006571,train
CASE_003519,train
CASE_003801,train
CASE_003370,train
CASE_001648,train
CASE_003208,train
CASE_004531,train
CASE_008003,train
CASE_003002,train
CASE_002781,train
CASE_003793,train
CASE_007785,train
CASE_009448,train
CASE_005585,train
CASE_004673,train
CASE_000738,train
CASE_004769,train
CASE_005786,train
CASE_006749,train
CASE_009885,train
CASE_008684,train
CASE_002025,train
CASE_007095,train
CASE_002454,train
CASE_004971,train
CASE_008074,train
CASE_002200,train
CASE_001629,train
CASE_003761,train
CASE_004798,train
CASE_005879,train
CASE_006775,train
CASE_000214,train
CASE_006597,train
CASE_006531,train
CASE_004901,train
CASE_009905,train
CASE_002661,train
CASE_006349,train
CASE_001697,train
CASE_004597,train
CASE_001055,train
CASE_003259,train
CASE_008597,train
CASE_000740,train
CASE_007343,train
CASE_002604,train
CASE_003342,train
CASE_008057,train
CASE_005401,train
CASE_005108,train
CASE_000716,train
CASE_008260,train
CASE_001197,train
CASE_004879,train
CASE_002224,train
CASE_001750,train
CASE_005895,train
CASE_005855,train
CASE_005908,train
CASE_002398,train
CASE_009086,train
CASE_005244,train
CASE_002246,train
CASE_001298,train
CASE_001930,train
CASE_009113,train
CASE_002769,train
CASE_001351,train
CASE_007000,train
CASE_007626,train
CASE_006249,train
CASE_006554,train
CASE_001654,train
CASE_002544,train
CASE_001533,train
CASE_008153,train
CASE_008682,train
CASE_008806,train
CASE_004016,train
CASE_005856,train
CASE_009072,train
CASE_009983,train
CASE_007056,train
CASE_003345,train
CASE_004260,train
CASE_009059,train
CASE_002916,train
CASE_006812,train
CASE_007307,train
CASE_007133,train
CASE_003589,train
CASE_000128,train
CASE_000616,train
CASE_007886,train
CASE_005546,train
CASE_001083,train
CASE_002322,train
CASE_007376,train
CASE_003625,train
CASE_002330,train
CASE_000315,train
CASE_003957,train
CASE_000440,train
CASE_001359,train
CASE_006274,train
CASE_000781,train
CASE_003110,train
CASE_003526,train
CASE_009527,train
CASE_008122,train
CASE_007734,train
CASE_007256,train
CASE_002504,train
CASE_004315,train
CASE_000925,train
CASE_003853,train
CASE_009590,train
CASE_005966,train
CASE_001904,train
CASE_000903,train
CASE_009705,train
CASE_004547,train
CASE_007846,train
CASE_005439,train
CASE_005634,train
CASE_005116,train
CASE_005138,train
CASE_004406,train
CASE_004625,train
CASE_003695,train
CASE_004534,train
CASE_005704,train
CASE_003624,train
CASE_008466,train
CASE_007046,train
CASE_004330,train
CASE_004932,train
CASE_005887,train
CASE_001017,train
CASE_004324,train
CASE_009742,train
CASE_003912,train
CASE_003300,train
CASE_005961,train
CASE_006924,train
CASE_001976,train
CASE_006464,train
CASE_004590,train
CASE_001539,train
CASE_006111,train
CASE_004177,train
CASE_000296,train
CASE_001724,train
CASE_006192,train
CASE_001855,train
CASE_002915,train
CASE_009809,train
CASE_009390,train
CASE_008594,train
CASE_001059,train
CASE_007625,train
CASE_004415,train
CASE_007330,train
CASE_009668,train
CASE_003457,train
CASE_006538,train
CASE_009103,train
CASE_007399,train
CASE_008239,train
CASE_004894,train
CASE_007231,train
CASE_003886,train
CASE_009914,train
CASE_009006,train
CASE_000752,train
CASE_009406,train
CASE_002959,train
CASE_002819,train
CASE_002115,train
CASE_009661,train
CASE_008394,train
CASE_002686,train
CASE_000185,train
CASE_001446,train
CASE_006298,train
CASE_001631,train
CASE_005836,train
CASE_000015,train
CASE_008572,train
CASE_006172,train
CASE_002730,train
CASE_004065,train
CASE_002174,train
CASE_001920,train
CASE_002186,train
CASE_007055,train
CASE_003551,train
CASE_007607,train
CASE_005353,train
CASE_005483,train
CASE_004617,train
CASE_009831,train
CASE_007268,train
CASE_007585,train
CASE_003140,train
CASE_009686,train
CASE_000936,train
CASE_000016,train
CASE_009126,train
CASE_003292,train
CASE_005580,train
CASE_006348,train
CASE_007826,train
CASE_004787,train
CASE_008335,train
CASE_007966,train
CASE_004429,train
CASE_009291,train
CASE_001834,train
CASE_003005,train
CASE_009984,train
CASE_007449,train
CASE_006500,train
CASE_007288,train
CASE_006820,train
CASE_001198,train
CASE_009101,train
CASE_006767,train
CASE_003335,train
CASE_007260,train
CASE_008191,train
CASE_003985,train
CASE_004300,train
CASE_004586,train
CASE_005860,train
CASE_008887,train
CASE_001271,train
CASE_001264,train
CASE_003514,train
CASE_008148,train
CASE_000698,train
CASE_008695,train
CASE_000676,train
CASE_003303,train
CASE_007053,train
CASE_007061,train
CASE_002436,train
CASE_006347,train
CASE_006439,train
CASE_008632,train
CASE_009550,train
CASE_004575,train
CASE_009477,train
CASE_008957,train
CASE_001857,train
CASE_005563,train
CASE_000639,train
CASE_003709,train
CASE_007662,train
CASE_009458,train
CASE_006794,train
CASE_001407,train
CASE_004049,train
CASE_008353,train
CASE_000383,train
CASE_005067,train
CASE_000753,train
CASE_005128,train
CASE_002399,train
CASE_007090,train
CASE_009777,train
CASE_006295,train
CASE_002193,train
CASE_005550,train
CASE_004108,train
CASE_009372,train
CASE_005583,train
CASE_001776,train
CASE_004797,train
CASE_003958,train
CASE_000683,train
CASE_002240,train
CASE_003594,train
CASE_002005,train
CASE_009586,train
CASE_003714,train
CASE_009382,train
CASE_003236,train
CASE_002027,train
CASE_003042,train
CASE_004020,train
CASE_000273,train
CASE_009234,train
CASE_002710,train
CASE_009087,train
CASE_005552,train
CASE_008732,train
CASE_006386,train
CASE_008759,train
CASE_003407,train
CASE_002749,train
CASE_007057,train
CASE_003343,train
CASE_009189,train
CASE_000809,train
CASE_006118,train
CASE_002729,train
CASE_000265,train
CASE_008248,train
CASE_000775,train
CASE_007402,train
CASE_002363,train
CASE_002634,train
CASE_008877,train
CASE_003871,train
CASE_005956,train
CASE_000092,train
CASE_002557,train
CASE_001758,train
CASE_001972,train
CASE_007994,train
CASE_001550,train
CASE_004454,train
CASE_005870,train
CASE_003314,train
CASE_007302,train
CASE_002441,train
CASE_008030,train
CASE_001563,train
CASE_001788,train
CASE_002227,train
CASE_005853,train
CASE_006361,train
CASE_002691,train
CASE_001967,train
CASE_005194,train
CASE_007510,train
CASE_008330,train
CASE_004565,train
CASE_006073,train
CASE_000351,train
CASE_009530,train
CASE_000756,train
CASE_008041,train
CASE_001766,train
CASE_004280,train
CASE_006366,train
CASE_009699,train
CASE_004427,train
CASE_001346,train
CASE_005457,train
CASE_006755,train
CASE_001306,train
CASE_003033,train
CASE_007390,train
CASE_009694,train
CASE_005448,train
CASE_007728,train
CASE_002381,train
CASE_000933,train
CASE_006135,train
CASE_007400,train
CASE_002576,train
CASE_006557,train
CASE_001111,train
CASE_004490,train
CASE_009118,train
CASE_006491,train
CASE_004194,train
CASE_005432,train
CASE_002896,train
CASE_009408,train
CASE_006643,train
CASE_009241,train
CASE_005977,train
CASE_005202,train
CASE_004745,train
CASE_001681,train
CASE_001276,train
CASE_006399,train
CASE_006081,train
CASE_003337,train
CASE_004288,train
CASE_004087,train
CASE_000591,train
CASE_001261,train
CASE_004057,train
CASE_006757,train
CASE_001956,train
CASE_005491,train
CASE_001773,train
CASE_006423,train
CASE_002706,train
CASE_006364,train
CASE_008549,train
CASE_007526,train
CASE_005753,train
CASE_007474,train
CASE_009845,train
CASE_002950,train
CASE_004953,train
CASE_008590,train
CASE_002173,train
CASE_007709,train
CASE_005135,train
CASE_004686,train
CASE_002505,train
CASE_006335,train
CASE_007795,train
CASE_002131,train
CASE_005556,train
CASE_005443,train
CASE_002595,train
CASE_005525,train
CASE_003962,train
CASE_006922,train
CASE_000754,train
CASE_005130,train
CASE_007812,train
CASE_000663,train
CASE_009988,train
CASE_008419,train
CASE_009149,train
CASE_002832,train
CASE_003355,train
CASE_005063,train
CASE_005056,train
CASE_003014,train
CASE_002679,train
CASE_002388,train
CASE_007865,train
CASE_009428,train
CASE_006929,train
CASE_004071,train
CASE_001285,train
CASE_004517,train
CASE_003394,train
CASE_003690,train
CASE_005958,train
CASE_003532,train
CASE_000931,train
CASE_008615,train
CASE_001542,train
CASE_000607,train
CASE_003028,train
CASE_001093,train
CASE_000186,train
CASE_008479,train
CASE_004069,train
CASE_001849,train
CASE_001777,train
CASE_009811,train
CASE_006857,train
CASE_000190,train
CASE_006628,train
CASE_002271,train
CASE_007151,train
CASE_005774,train
CASE_005651,train
CASE_008687,train
CASE_008817,train
CASE_006667,train
CASE_009512,train
CASE_006817,train
CASE_007242,train
CASE_001016,train
CASE_004464,train
CASE_002861,train
CASE_001529,train
CASE_001980,train
CASE_008566,train
CASE_000841,train
CASE_004435,train
CASE_005791,train
CASE_003425,train
CASE_004100,train
CASE_009628,train
CASE_008991,train
CASE_003491,train
CASE_004598,train
CASE_003446,train
CASE_001440,train
CASE_005390,train
CASE_009739,train
CASE_002289,train
CASE_006069,train
CASE_005269,train
CASE_002138,train
CASE_004106,train
CASE_006872,train
CASE_008736,train
CASE_009638,train
CASE_007101,train
CASE_008158,train
CASE_002790,train
CASE_001488,train
CASE_006405,train
CASE_004196,train
CASE_003172,train
CASE_003996,train
CASE_000480,train
CASE_008890,train
CASE_000886,train
CASE_006995,train
CASE_004215,train
CASE_000529,train
CASE_003359,train
CASE_007109,train
CASE_001966,train
CASE_004449,train
CASE_000953,train
CASE_001441,train
CASE_000541,train
CASE_008203,train
CASE_004859,train
CASE_000914,train
CASE_004376,train
CASE_004193,train
CASE_001099,train
CASE_005057,train
CASE_005954,train
CASE_009907,train
CASE_001635,train
CASE_007224,train
CASE_009724,train
CASE_001128,train
CASE_004453,train
CASE_006797,train
CASE_000231,train
CASE_002883,train
CASE_003142,train
CASE_000547,train
CASE_001576,train
CASE_004378,train
CASE_004679,train
CASE_007250,train
CASE_001468,train
CASE_009513,train
CASE_005608,train
CASE_005681,train
CASE_005029,train
CASE_009957,train
CASE_007436,train
CASE_006773,train
CASE_007276,train
CASE_008236,train
CASE_001837,train
CASE_009286,train
CASE_008868,train
CASE_008544,train
CASE_006808,train
CASE_001158,train
CASE_005348,train
CASE_000079,train
CASE_002015,train
CASE_000137,train
CASE_006996,train
CASE_001375,train
CASE_001194,train
CASE_009940,train
CASE_003441,train
CASE_009737,train
CASE_006176,train
CASE_006671,train
CASE_008089,train
CASE_005524,train
CASE_008753,train
CASE_007073,train
CASE_009564,train
CASE_005549,train
CASE_003563,train
CASE_004941,train
CASE_002061,train
CASE_001839,train
CASE_003961,train
CASE_003638,train
CASE_008730,train
CASE_003278,train
CASE_006324,train
CASE_008558,train
CASE_000702,train
CASE_007421,train
CASE_004691,train
CASE_005578,train
CASE_005313,train
CASE_003898,train
CASE_007798,train
CASE_000513,train
CASE_001833,train
CASE_003495,train
CASE_004920,train
CASE_001461,train
CASE_005272,train
CASE_001030,train
CASE_000344,train
CASE_003133,train
CASE_008382,train
CASE_009452,train
CASE_001706,train
CASE_005867,train
CASE_005680,train
CASE_005901,train
CASE_000086,train
CASE_004735,train
CASE_008559,train
CASE_009738,train
CASE_009483,train
CASE_004309,train
CASE_005336,train
CASE_007550,train
CASE_008746,train
CASE_001203,train
CASE_004690,train
CASE_007519,train
CASE_001092,train
CASE_003073,train
CASE_001942,train
CASE_002629,train
CASE_000225,train
CASE_008293,train
CASE_004398,train
CASE_000863,train
CASE_009434,train
CASE_002515,train
CASE_002835,train
CASE_003554,train
CASE_007348,train
CASE_009031,train
CASE_007869,train
CASE_009297,train
CASE_009447,train
CASE_002038,train
CASE_007964,train
CASE_003099,train
CASE_003633,train
CASE_003664,train
