atm_id,bank_id,city,state,latitude,longitude,baseline_daily_txn_volume,operating_24x7,synthetic_risk_zone
ATM_004035,BANK_02,Nashik,Maharashtra,20.025688,73.85912,395,0,39
ATM_004036,BANK_01,Mumbai,Maharashtra,19.043371,72.885562,748,0,8
ATM_004037,BANK_13,Nashik,Maharashtra,19.968084,73.792518,950,1,30
ATM_004038,BANK_01,Bengaluru,Karnataka,12.939655,77.614216,1154,1,84
ATM_004039,BANK_15,Bengaluru,Karnataka,12.954627,77.640619,632,1,33
ATM_004040,BANK_01,Bengaluru,Karnataka,12.917986,77.529436,1292,1,51
ATM_004041,BANK_05,Hyderabad,Telangana,17.380963,78.525803,913,0,28
ATM_004042,BANK_03,Hyderabad,Telangana,17.326356,78.497684,732,1,22
ATM_004043,BANK_14,Pune,Maharashtra,18.559498,73.824214,1187,1,45
ATM_004044,BANK_04,Mumbai,Maharashtra,19.012444,72.910455,161,0,90
ATM_004045,BANK_11,Hyderabad,Telangana,17.463276,78.426094,384,1,51
ATM_004046,BANK_10,Hyderabad,Telangana,17.344533,78.426581,731,1,61
ATM_004047,BANK_06,Ahmedabad,Gujarat,22.996188,72.609643,1623,0,15
ATM_004048,BANK_03,Nashik,Maharashtra,20.003533,73.747111,1615,1,1
ATM_004049,BANK_05,Nashik,Maharashtra,19.970182,73.780459,1434,1,40
ATM_004050,BANK_03,Delhi,Delhi,28.663081,77.309327,581,1,89
ATM_004051,BANK_09,Mumbai,Maharashtra,19.036597,72.931177,1654,1,10
ATM_004052,BANK_06,Kolkata,West Bengal,22.585616,88.388639,1325,1,61
ATM_004053,BANK_01,Ahmedabad,Gujarat,23.083284,72.466356,643,1,8
ATM_004054,BANK_05,Chennai,Tamil Nadu,13.119136,80.24291,522,1,47
ATM_004055,BANK_02,Kolkata,West Bengal,22.597156,88.36781,595,0,46
ATM_004056,BANK_03,Mumbai,Maharashtra,19.080239,72.871811,1169,0,13
ATM_004057,BANK_14,Nashik,Maharashtra,20.09866,73.795152,339,0,3
ATM_004058,BANK_05,Pune,Maharashtra,18.572567,73.873424,1541,1,22
ATM_004059,BANK_01,Delhi,Delhi,28.608338,77.250755,682,1,30
ATM_004060,BANK_11,Delhi,Delhi,28.566995,77.278735,165,1,66
ATM_004061,BANK_13,Ahmedabad,Gujarat,22.98081,72.561924,1538,1,59
ATM_004062,BANK_10,Chennai,Tamil Nadu,13.021671,80.259075,1248,1,69
ATM_004063,BANK_02,Kolkata,West Bengal,22.519441,88.378888,676,0,81
ATM_004064,BANK_14,Hyderabad,Telangana,17.400239,78.441927,1310,1,47
ATM_004065,BANK_06,Delhi,Delhi,28.614867,77.158328,1317,0,10
ATM_004066,BANK_11,Hyderabad,Telangana,17.320981,78.486903,1739,0,51
ATM_004067,BANK_05,Delhi,Delhi,28.532823,77.258895,1024,0,18
ATM_004068,BANK_05,Ahmedabad,Gujarat,23.040716,72.493625,333,1,66
ATM_004069,BANK_12,Nashik,Maharashtra,19.998937,73.810855,640,1,99
ATM_004070,BANK_15,Nagpur,Maharashtra,21.117672,79.106711,1453,1,78
ATM_004071,BANK_08,Nagpur,Maharashtra,21.114753,79.074686,966,1,70
ATM_004072,BANK_05,Kolkata,West Bengal,22.594296,88.351604,106,1,1
ATM_004073,BANK_13,Nashik,Maharashtra,20.009057,73.731053,1602,1,85
ATM_004074,BANK_08,Pune,Maharashtra,18.519711,73.825689,1592,0,15
ATM_004075,BANK_05,Kolkata,West Bengal,22.617278,88.392466,1739,1,70
ATM_004076,BANK_05,Chennai,Tamil Nadu,13.099069,80.309078,1133,1,46
ATM_004077,BANK_14,Ahmedabad,Gujarat,23.008738,72.571414,1493,1,46
ATM_004078,BANK_04,Chennai,Tamil Nadu,13.098874,80.235706,911,1,45
ATM_004079,BANK_08,Kolkata,West Bengal,22.591569,88.377216,155,0,90
ATM_004080,BANK_09,Mumbai,Maharashtra,19.091657,72.830256,606,1,47
ATM_004081,BANK_10,Chennai,Tamil Nadu,13.096009,80.267525,294,1,50
ATM_004082,BANK_13,Mumbai,Maharashtra,19.047317,72.837681,1134,1,81
ATM_004083,BANK_10,Nashik,Maharashtra,20.03545,73.7307,1556,0,72
ATM_004084,BANK_06,Mumbai,Maharashtra,19.155444,72.897333,924,0,92
ATM_004085,BANK_10,Nashik,Maharashtra,19.967011,73.783714,1683,1,85
ATM_004086,BANK_14,Nashik,Maharashtra,19.943337,73.83781,1675,1,58
ATM_004087,BANK_03,Kolkata,West Bengal,22.528823,88.363464,892,1,70
ATM_004088,BANK_13,Kolkata,West Bengal,22.598313,88.303244,212,1,78
ATM_004089,BANK_07,Nashik,Maharashtra,20.063977,73.780571,1455,0,83
ATM_004090,BANK_01,Mumbai,Maharashtra,19.063506,72.849797,410,1,45
ATM_004091,BANK_15,Kolkata,West Bengal,22.528378,88.368826,1746,1,31
ATM_004092,BANK_06,Ahmedabad,Gujarat,23.012638,72.522839,1621,1,20
ATM_004093,BANK_08,Chennai,Tamil Nadu,13.103247,80.308905,234,0,27
ATM_004094,BANK_08,Chennai,Tamil Nadu,13.100793,80.292082,627,1,91
ATM_004095,BANK_09,Pune,Maharashtra,18.482024,73.833009,969,0,87
ATM_004096,BANK_09,Nagpur,Maharashtra,21.133928,79.088282,799,1,52
ATM_004097,BANK_09,Nagpur,Maharashtra,21.208233,79.068948,636,1,75
ATM_004098,BANK_11,Ahmedabad,Gujarat,23.054905,72.562851,1218,0,47
ATM_004099,BANK_09,Nashik,Maharashtra,20.078519,73.813171,970,1,84
ATM_004100,BANK_11,Nashik,Maharashtra,19.977011,73.828802,497,1,9
ATM_004101,BANK_12,Hyderabad,Telangana,17.391364,78.42752,169,0,92
ATM_004102,BANK_03,Hyderabad,Telangana,17.329444,78.479388,885,1,95
ATM_004103,BANK_02,Nagpur,Maharashtra,21.251255,79.127131,901,1,16
ATM_004104,BANK_14,Ahmedabad,Gujarat,23.025345,72.61667,768,1,95
ATM_004105,BANK_08,Hyderabad,Telangana,17.346185,78.526604,202,1,63
ATM_004106,BANK_11,Chennai,Tamil Nadu,13.06602,80.33293,1199,1,40
ATM_004107,BANK_13,Nagpur,Maharashtra,21.111265,79.025598,803,1,57
ATM_004108,BANK_06,Hyderabad,Telangana,17.305709,78.513388,1703,1,8
ATM_004109,BANK_14,Nashik,Maharashtra,19.984751,73.751797,90,0,49
ATM_004110,BANK_07,Nagpur,Maharashtra,21.157314,79.116722,1018,0,45
ATM_004111,BANK_04,Nashik,Maharashtra,20.042731,73.853523,1418,0,52
ATM_004112,BANK_05,Ahmedabad,Gujarat,23.052976,72.590048,86,0,69
ATM_004113,BANK_02,Chennai,Tamil Nadu,13.088614,80.269154,529,1,88
ATM_004114,BANK_01,Nagpur,Maharashtra,21.034846,79.071767,1402,0,54
ATM_004115,BANK_13,Nagpur,Maharashtra,21.132879,79.066729,778,1,51
ATM_004116,BANK_07,Mumbai,Maharashtra,19.111456,72.888958,1035,1,28
ATM_004117,BANK_07,Nagpur,Maharashtra,21.190196,79.095808,1577,1,4
ATM_004118,BANK_05,Nashik,Maharashtra,19.952164,73.768927,1284,1,28
ATM_004119,BANK_10,Nashik,Maharashtra,20.006015,73.806167,530,0,4
ATM_004120,BANK_01,Mumbai,Maharashtra,19.0903,72.903304,1583,1,51
ATM_004121,BANK_05,Mumbai,Maharashtra,19.178837,72.871235,97,0,77
ATM_004122,BANK_15,Nagpur,Maharashtra,21.076745,79.119232,1443,1,1
ATM_004123,BANK_05,Kolkata,West Bengal,22.515737,88.36023,196,1,5
ATM_004124,BANK_04,Pune,Maharashtra,18.439279,73.907815,680,1,97
ATM_004125,BANK_01,Pune,Maharashtra,18.514619,73.865179,583,0,95
ATM_004126,BANK_14,Mumbai,Maharashtra,19.198179,72.897054,1564,1,5
ATM_004127,BANK_02,Kolkata,West Bengal,22.559642,88.387496,1478,0,11
ATM_004128,BANK_12,Hyderabad,Telangana,17.332943,78.50393,1303,1,50
ATM_004129,BANK_10,Delhi,Delhi,28.594864,77.255759,1280,1,42
ATM_004130,BANK_15,Bengaluru,Karnataka,12.96675,77.5942,527,0,54
ATM_004131,BANK_01,Hyderabad,Telangana,17.350103,78.419994,356,1,15
ATM_004132,BANK_03,Bengaluru,Karnataka,12.98752,77.587816,545,1,8
ATM_004133,BANK_03,Nashik,Maharashtra,20.026036,73.772142,1152,0,59
ATM_004134,BANK_15,Nagpur,Maharashtra,21.153356,79.046039,336,1,67
ATM_004135,BANK_08,Pune,Maharashtra,18.50973,73.912345,254,1,16
ATM_004136,BANK_06,Bengaluru,Karnataka,12.980476,77.579066,1016,1,75
ATM_004137,BANK_13,Nagpur,Maharashtra,21.165917,79.123744,1327,1,73
ATM_004138,BANK_06,Mumbai,Maharashtra,19.049258,72.837954,454,1,83
ATM_004139,BANK_12,Kolkata,West Bengal,22.547764,88.370821,1547,1,19
ATM_004140,BANK_07,Delhi,Delhi,28.634632,77.252564,510,1,62
ATM_004141,BANK_05,Hyderabad,Telangana,17.395797,78.508935,1609,1,18
ATM_004142,BANK_12,Ahmedabad,Gujarat,23.00971,72.547059,281,1,75
ATM_004143,BANK_02,Pune,Maharashtra,18.488749,73.884396,699,1,14
ATM_004144,BANK_01,Kolkata,West Bengal,22.487047,88.377,653,1,21
ATM_004145,BANK_04,Nashik,Maharashtra,19.977231,73.881797,826,1,24
ATM_004146,BANK_12,Mumbai,Maharashtra,19.09932,72.90786,431,1,5
ATM_004147,BANK_01,Nashik,Maharashtra,19.996564,73.775135,1089,1,31
ATM_004148,BANK_01,Ahmedabad,Gujarat,23.01745,72.558584,657,1,47
ATM_004149,BANK_11,Pune,Maharashtra,18.469306,73.948724,357,1,41
ATM_004150,BANK_14,Delhi,Delhi,28.598983,77.225153,1329,1,60
ATM_004151,BANK_14,Delhi,Delhi,28.621411,77.239876,418,1,87
ATM_004152,BANK_11,Hyderabad,Telangana,17.373238,78.518867,853,1,56
ATM_004153,BANK_03,Nagpur,Maharashtra,21.201296,79.10099,1154,0,43
ATM_004154,BANK_13,Hyderabad,Telangana,17.377213,78.502905,505,1,7
ATM_004155,BANK_09,Mumbai,Maharashtra,19.076267,72.869327,1020,1,83
ATM_004156,BANK_15,Ahmedabad,Gujarat,23.012006,72.603373,655,1,13
ATM_004157,BANK_06,Hyderabad,Telangana,17.364437,78.468125,279,1,100
ATM_004158,BANK_14,Hyderabad,Telangana,17.480127,78.424482,972,0,36
ATM_004159,BANK_12,Delhi,Delhi,28.572282,77.152516,1729,1,83
ATM_004160,BANK_05,Chennai,Tamil Nadu,13.090969,80.282985,571,1,80
ATM_004161,BANK_11,Hyderabad,Telangana,17.422031,78.498141,251,1,92
ATM_004162,BANK_01,Pune,Maharashtra,18.555769,73.914325,1372,1,59
ATM_004163,BANK_02,Bengaluru,Karnataka,13.014653,77.549204,1280,1,33
ATM_004164,BANK_14,Mumbai,Maharashtra,19.031779,72.843337,619,0,12
ATM_004165,BANK_07,Chennai,Tamil Nadu,13.095832,80.290246,1157,0,89
ATM_004166,BANK_04,Mumbai,Maharashtra,19.086834,72.894926,1020,1,29
ATM_004167,BANK_03,Pune,Maharashtra,18.573319,73.854209,656,1,8
ATM_004168,BANK_02,Delhi,Delhi,28.60745,77.257227,565,1,70
ATM_004169,BANK_14,Chennai,Tamil Nadu,13.095877,80.250952,398,0,25
ATM_004170,BANK_14,Hyderabad,Telangana,17.336873,78.540917,163,1,37
ATM_004171,BANK_03,Mumbai,Maharashtra,19.142468,72.896655,289,1,37
ATM_004172,BANK_12,Bengaluru,Karnataka,13.003909,77.622688,1661,0,35
ATM_004173,BANK_03,Mumbai,Maharashtra,19.056205,72.907902,393,0,11
ATM_004174,BANK_01,Mumbai,Maharashtra,19.097027,72.833895,1179,1,59
ATM_004175,BANK_15,Pune,Maharashtra,18.463944,73.850811,853,1,6
ATM_004176,BANK_08,Pune,Maharashtra,18.447865,73.870554,421,1,56
ATM_004177,BANK_05,Delhi,Delhi,28.710529,77.172507,87,1,6
ATM_004178,BANK_09,Pune,Maharashtra,18.528647,73.862599,678,1,25
ATM_004179,BANK_05,Nashik,Maharashtra,19.971961,73.751195,941,1,62
ATM_004180,BANK_06,Mumbai,Maharashtra,19.061558,72.885754,345,1,10
ATM_004181,BANK_01,Delhi,Delhi,28.626349,77.195218,1610,1,51
ATM_004182,BANK_04,Ahmedabad,Gujarat,23.011214,72.515518,1780,1,89
ATM_004183,BANK_10,Bengaluru,Karnataka,13.006639,77.626859,1680,1,89
ATM_004184,BANK_05,Kolkata,West Bengal,22.591719,88.32287,1346,1,46
ATM_004185,BANK_10,Delhi,Delhi,28.550593,77.221057,1054,1,88
ATM_004186,BANK_15,Mumbai,Maharashtra,19.096868,72.865792,1647,1,46
ATM_004187,BANK_14,Mumbai,Maharashtra,19.065216,72.863639,821,0,79
ATM_004188,BANK_02,Pune,Maharashtra,18.519582,73.805157,173,1,7
ATM_004189,BANK_04,Nagpur,Maharashtra,21.202332,79.125993,248,1,98
ATM_004190,BANK_05,Kolkata,West Bengal,22.628314,88.379237,941,0,46
ATM_004191,BANK_12,Hyderabad,Telangana,17.374464,78.520154,1779,1,76
ATM_004192,BANK_05,Delhi,Delhi,28.644959,77.228729,1703,1,95
ATM_004193,BANK_07,Nashik,Maharashtra,20.071299,73.77404,191,1,38
ATM_004194,BANK_11,Bengaluru,Karnataka,13.006109,77.678734,116,1,18
ATM_004195,BANK_06,Hyderabad,Telangana,17.441464,78.46347,1415,0,56
ATM_004196,BANK_06,Chennai,Tamil Nadu,13.037393,80.340394,781,0,9
ATM_004197,BANK_05,Bengaluru,Karnataka,13.02152,77.54339,1036,1,1
ATM_004198,BANK_14,Hyderabad,Telangana,17.322437,78.480409,718,0,71
ATM_004199,BANK_03,Ahmedabad,Gujarat,23.053195,72.569303,337,1,21
ATM_004200,BANK_15,Nagpur,Maharashtra,21.115232,79.021691,705,1,87
ATM_004201,BANK_03,Chennai,Tamil Nadu,13.069584,80.266753,1009,0,51
ATM_004202,BANK_10,Nashik,Maharashtra,19.969247,73.839099,1717,1,23
ATM_004203,BANK_15,Ahmedabad,Gujarat,23.122946,72.497696,1778,1,41
ATM_004204,BANK_05,Mumbai,Maharashtra,19.01246,72.874026,983,0,48
ATM_004205,BANK_08,Pune,Maharashtra,18.476571,73.821365,1530,1,97
ATM_004206,BANK_15,Nagpur,Maharashtra,21.210095,79.128014,1391,1,74
ATM_004207,BANK_15,Nashik,Maharashtra,20.062922,73.787108,798,0,64
ATM_004208,BANK_07,Bengaluru,Karnataka,12.892812,77.53932,545,1,73
ATM_004209,BANK_02,Hyderabad,Telangana,17.35322,78.486865,1340,1,67
ATM_004210,BANK_08,Hyderabad,Telangana,17.474598,78.513298,863,1,81
ATM_004211,BANK_05,Pune,Maharashtra,18.563371,73.840289,1553,1,13
ATM_004212,BANK_10,Chennai,Tamil Nadu,13.046319,80.203701,783,1,22
ATM_004213,BANK_15,Nagpur,Maharashtra,21.131043,79.060074,1661,1,1
ATM_004214,BANK_15,Nashik,Maharashtra,20.019758,73.836409,807,1,12
ATM_004215,BANK_07,Chennai,Tamil Nadu,13.152341,80.269711,1596,0,57
ATM_004216,BANK_14,Chennai,Tamil Nadu,13.051494,80.292912,862,1,83
ATM_004217,BANK_04,Bengaluru,Karnataka,12.992534,77.641112,1406,0,50
ATM_004218,BANK_15,Hyderabad,Telangana,17.41863,78.544601,1563,1,36
ATM_004219,BANK_06,Nashik,Maharashtra,19.9534,73.798539,638,1,34
ATM_004220,BANK_01,Hyderabad,Telangana,17.376459,78.480325,604,0,27
ATM_004221,BANK_06,Ahmedabad,Gujarat,23.018551,72.565376,1211,1,83
ATM_004222,BANK_02,Kolkata,West Bengal,22.539302,88.398204,400,1,40
ATM_004223,BANK_13,Ahmedabad,Gujarat,22.986509,72.499513,672,1,39
ATM_004224,BANK_15,Hyderabad,Telangana,17.408569,78.488568,952,1,78
ATM_004225,BANK_05,Nashik,Maharashtra,19.999349,73.780997,154,0,80
ATM_004226,BANK_07,Chennai,Tamil Nadu,13.111312,80.189205,451,0,49
ATM_004227,BANK_09,Kolkata,West Bengal,22.637344,88.382499,773,1,88
ATM_004228,BANK_10,Nashik,Maharashtra,20.019686,73.805008,289,1,47
ATM_004229,BANK_13,Nashik,Maharashtra,19.936957,73.679605,81,0,61
ATM_004230,BANK_08,Chennai,Tamil Nadu,13.056993,80.352776,1493,0,56
ATM_004231,BANK_11,Bengaluru,Karnataka,12.935268,77.604608,132,1,97
ATM_004232,BANK_14,Pune,Maharashtra,18.528684,73.876833,1012,1,85
ATM_004233,BANK_15,Ahmedabad,Gujarat,23.017319,72.542637,1566,1,23
ATM_004234,BANK_03,Bengaluru,Karnataka,12.929374,77.536831,172,1,97
ATM_004235,BANK_04,Delhi,Delhi,28.615485,77.215155,1625,1,58
ATM_004236,BANK_09,Nagpur,Maharashtra,21.170985,79.065244,1330,1,68
ATM_004237,BANK_11,Kolkata,West Bengal,22.568775,88.382171,1766,1,6
ATM_004238,BANK_12,Delhi,Delhi,28.620981,77.167579,1719,1,41
ATM_004239,BANK_14,Nashik,Maharashtra,20.043851,73.788739,1744,1,66
ATM_004240,BANK_03,Nagpur,Maharashtra,21.103054,79.109153,849,1,65
ATM_004241,BANK_14,Pune,Maharashtra,18.426326,73.847065,840,1,27
ATM_004242,BANK_07,Nashik,Maharashtra,19.98216,73.802789,638,0,2
ATM_004243,BANK_07,Chennai,Tamil Nadu,13.07737,80.299152,258,1,51
ATM_004244,BANK_04,Nashik,Maharashtra,20.017841,73.813468,220,1,40
ATM_004245,BANK_07,Hyderabad,Telangana,17.419267,78.471855,1225,1,72
ATM_004246,BANK_08,Chennai,Tamil Nadu,13.135704,80.268809,289,1,53
ATM_004247,BANK_10,Pune,Maharashtra,18.556922,73.805856,1420,1,60
ATM_004248,BANK_02,Bengaluru,Karnataka,12.927971,77.619677,254,1,92
ATM_004249,BANK_15,Nashik,Maharashtra,19.985457,73.788439,995,1,53
ATM_004250,BANK_15,Kolkata,West Bengal,22.54634,88.419731,1500,1,87
ATM_004251,BANK_09,Ahmedabad,Gujarat,22.995389,72.632863,1685,1,46
ATM_004252,BANK_06,Ahmedabad,Gujarat,22.982516,72.506924,866,1,17
ATM_004253,BANK_15,Nagpur,Maharashtra,21.175732,79.14437,1479,0,15
ATM_004254,BANK_08,Delhi,Delhi,28.588846,77.166581,776,0,81
ATM_004255,BANK_15,Hyderabad,Telangana,17.361983,78.441429,918,1,83
ATM_004256,BANK_06,Bengaluru,Karnataka,12.979458,77.567629,1567,0,49
ATM_004257,BANK_15,Nashik,Maharashtra,20.019884,73.783525,1249,0,38
ATM_004258,BANK_14,Kolkata,West Bengal,22.620335,88.348558,97,0,95
ATM_004259,BANK_10,Nashik,Maharashtra,19.951245,73.741382,105,1,35
ATM_004260,BANK_11,Delhi,Delhi,28.630138,77.238391,1761,0,20
ATM_004261,BANK_09,Nagpur,Maharashtra,21.091951,79.064204,1404,1,22
ATM_004262,BANK_06,Nagpur,Maharashtra,21.082367,79.02393,471,1,99
ATM_004263,BANK_03,Hyderabad,Telangana,17.384693,78.406177,106,1,92
ATM_004264,BANK_12,Pune,Maharashtra,18.46068,73.882214,189,1,41
ATM_004265,BANK_06,Mumbai,Maharashtra,19.093904,72.84488,700,1,44
ATM_004266,BANK_05,Delhi,Delhi,28.616151,77.248695,131,1,39
ATM_004267,BANK_11,Pune,Maharashtra,18.475368,73.881029,133,1,20
ATM_004268,BANK_05,Nagpur,Maharashtra,21.145896,79.103826,1707,1,7
ATM_004269,BANK_01,Mumbai,Maharashtra,19.084708,72.98411,1544,1,89
ATM_004270,BANK_04,Kolkata,West Bengal,22.631458,88.350759,1414,0,96
ATM_004271,BANK_15,Hyderabad,Telangana,17.404222,78.483794,1611,1,56
ATM_004272,BANK_15,Kolkata,West Bengal,22.511481,88.303412,360,1,52
ATM_004273,BANK_11,Delhi,Delhi,28.594363,77.192465,705,1,49
ATM_004274,BANK_07,Nagpur,Maharashtra,21.050301,79.133353,199,1,81
ATM_004275,BANK_07,Ahmedabad,Gujarat,22.977271,72.615901,956,1,89
ATM_004276,BANK_07,Bengaluru,Karnataka,12.896999,77.563812,1626,0,55
ATM_004277,BANK_12,Delhi,Delhi,28.650706,77.274434,1546,1,33
ATM_004278,BANK_06,Mumbai,Maharashtra,19.092521,72.871253,840,1,75
ATM_004279,BANK_12,Delhi,Delhi,28.650474,77.174509,324,1,61
ATM_004280,BANK_01,Delhi,Delhi,28.612973,77.229076,758,1,87
ATM_004281,BANK_06,Ahmedabad,Gujarat,23.056835,72.588005,570,1,80
ATM_004282,BANK_06,Bengaluru,Karnataka,12.955573,77.660967,1605,1,50
ATM_004283,BANK_05,Nashik,Maharashtra,19.984316,73.816128,569,0,42
ATM_004284,BANK_02,Ahmedabad,Gujarat,23.083885,72.554645,1552,0,54
ATM_004285,BANK_01,Bengaluru,Karnataka,12.939537,77.616903,1214,1,54
ATM_004286,BANK_05,Delhi,Delhi,28.661059,77.239357,519,1,98
ATM_004287,BANK_03,Nagpur,Maharashtra,21.137627,79.039154,1171,1,23
ATM_004288,BANK_15,Kolkata,West Bengal,22.595879,88.370647,981,1,73
ATM_004289,BANK_07,Nagpur,Maharashtra,21.14959,79.020447,1444,1,64
ATM_004290,BANK_05,Pune,Maharashtra,18.472212,73.80561,1486,1,60
ATM_004291,BANK_06,Delhi,Delhi,28.635054,77.217961,1264,1,37
ATM_004292,BANK_14,Kolkata,West Bengal,22.56663,88.357663,1538,1,93
ATM_004293,BANK_02,Mumbai,Maharashtra,19.046723,72.816783,1361,1,14
ATM_004294,BANK_03,Kolkata,West Bengal,22.500702,88.370062,1106,1,35
ATM_004295,BANK_02,Delhi,Delhi,28.645179,77.195044,735,0,7
ATM_004296,BANK_15,Mumbai,Maharashtra,19.108028,72.937472,1049,1,98
ATM_004297,BANK_15,Bengaluru,Karnataka,13.004709,77.596946,1505,0,64
ATM_004298,BANK_15,Kolkata,West Bengal,22.571525,88.374203,1396,1,80
ATM_004299,BANK_08,Ahmedabad,Gujarat,22.988989,72.537752,516,0,38
ATM_004300,BANK_08,Pune,Maharashtra,18.528575,73.906706,900,1,16
ATM_004301,BANK_05,Hyderabad,Telangana,17.46045,78.530891,1637,1,44
ATM_004302,BANK_03,Nagpur,Maharashtra,21.147881,79.069371,1069,0,41
ATM_004303,BANK_04,Pune,Maharashtra,18.602491,73.879856,584,1,34
ATM_004304,BANK_07,Delhi,Delhi,28.643433,77.199478,902,0,26
ATM_004305,BANK_02,Nagpur,Maharashtra,21.155062,79.137463,1695,1,76
ATM_004306,BANK_13,Mumbai,Maharashtra,19.13085,72.873473,902,1,50
ATM_004307,BANK_06,Nashik,Maharashtra,20.00292,73.820068,275,1,36
ATM_004308,BANK_14,Nashik,Maharashtra,19.993173,73.768175,697,1,40
ATM_004309,BANK_12,Bengaluru,Karnataka,13.018283,77.574326,123,1,81
ATM_004310,BANK_11,Delhi,Delhi,28.655952,77.280953,691,0,43
ATM_004311,BANK_03,Mumbai,Maharashtra,19.09225,72.922278,1505,1,20
ATM_004312,BANK_15,Bengaluru,Karnataka,12.957827,77.579395,310,0,88
ATM_004313,BANK_08,Mumbai,Maharashtra,18.987787,72.896234,175,1,25
ATM_004314,BANK_02,Nashik,Maharashtra,20.005771,73.797703,851,0,20
ATM_004315,BANK_08,Nashik,Maharashtra,20.031968,73.779591,774,0,100
ATM_004316,BANK_11,Pune,Maharashtra,18.485792,73.878078,524,1,56
ATM_004317,BANK_12,Kolkata,West Bengal,22.601757,88.204295,1119,1,11
ATM_004318,BANK_05,Chennai,Tamil Nadu,13.128031,80.280095,234,1,13
ATM_004319,BANK_08,Hyderabad,Telangana,17.417289,78.532349,1627,1,94
ATM_004320,BANK_15,Mumbai,Maharashtra,19.032805,72.852773,283,0,3
ATM_004321,BANK_14,Hyderabad,Telangana,17.368752,78.403658,1258,1,48
ATM_004322,BANK_11,Nagpur,Maharashtra,21.14095,79.048963,701,1,100
ATM_004323,BANK_01,Nashik,Maharashtra,19.926662,73.807243,1778,1,30
ATM_004324,BANK_02,Nashik,Maharashtra,19.997844,73.803754,1028,0,53
ATM_004325,BANK_08,Nagpur,Maharashtra,21.155009,79.101021,1661,0,20
ATM_004326,BANK_10,Chennai,Tamil Nadu,13.031135,80.346038,751,1,14
ATM_004327,BANK_01,Chennai,Tamil Nadu,13.019175,80.205475,183,0,17
ATM_004328,BANK_06,Hyderabad,Telangana,17.391712,78.446443,1546,0,70
ATM_004329,BANK_08,Delhi,Delhi,28.611127,77.233058,722,1,12
ATM_004330,BANK_04,Kolkata,West Bengal,22.509132,88.425329,1540,1,37
ATM_004331,BANK_02,Mumbai,Maharashtra,19.070253,72.86191,669,1,20
ATM_004332,BANK_11,Mumbai,Maharashtra,19.083538,72.867523,293,1,98
ATM_004333,BANK_01,Mumbai,Maharashtra,19.065629,72.89544,1196,1,59
ATM_004334,BANK_03,Chennai,Tamil Nadu,13.053319,80.327953,753,0,84
ATM_004335,BANK_09,Delhi,Delhi,28.660547,77.209113,589,1,25
ATM_004336,BANK_10,Ahmedabad,Gujarat,23.049789,72.56095,1769,1,30
ATM_004337,BANK_02,Bengaluru,Karnataka,12.947707,77.557792,1472,1,41
ATM_004338,BANK_05,Nashik,Maharashtra,20.042872,73.762668,168,1,79
ATM_004339,BANK_04,Ahmedabad,Gujarat,22.949553,72.620313,256,0,64
ATM_004340,BANK_11,Pune,Maharashtra,18.535053,73.886757,986,0,92
ATM_004341,BANK_14,Bengaluru,Karnataka,12.93466,77.570518,215,0,89
ATM_004342,BANK_09,Mumbai,Maharashtra,19.025029,72.849569,1648,1,7
ATM_004343,BANK_12,Mumbai,Maharashtra,18.975819,72.915688,771,0,31
ATM_004344,BANK_06,Nagpur,Maharashtra,21.085627,79.144019,618,1,85
ATM_004345,BANK_08,Delhi,Delhi,28.625016,77.167935,1298,0,80
ATM_004346,BANK_05,Nashik,Maharashtra,20.068909,73.769858,1743,1,52
ATM_004347,BANK_12,Hyderabad,Telangana,17.380547,78.545564,490,0,53
ATM_004348,BANK_06,Ahmedabad,Gujarat,23.095041,72.59471,990,1,84
ATM_004349,BANK_06,Ahmedabad,Gujarat,23.065053,72.545722,144,0,100
ATM_004350,BANK_10,Nagpur,Maharashtra,21.155506,79.048854,306,1,71
ATM_004351,BANK_05,Nagpur,Maharashtra,21.117877,79.071152,1360,0,18
ATM_004352,BANK_15,Ahmedabad,Gujarat,23.014877,72.564717,1706,0,97
ATM_004353,BANK_05,Delhi,Delhi,28.613107,77.169493,420,1,20
ATM_004354,BANK_10,Bengaluru,Karnataka,12.959634,77.643198,972,0,74
ATM_004355,BANK_03,Kolkata,West Bengal,22.5561,88.383757,1128,1,56
ATM_004356,BANK_10,Hyderabad,Telangana,17.394194,78.482969,1751,1,10
ATM_004357,BANK_14,Ahmedabad,Gujarat,22.967821,72.552804,537,1,42
ATM_004358,BANK_15,Mumbai,Maharashtra,19.012502,72.92408,978,1,37
ATM_004359,BANK_11,Hyderabad,Telangana,17.322052,78.507844,1790,1,60
ATM_004360,BANK_12,Chennai,Tamil Nadu,13.142439,80.37815,742,0,26
ATM_004361,BANK_07,Hyderabad,Telangana,17.375816,78.398077,482,1,89
ATM_004362,BANK_13,Pune,Maharashtra,18.475349,73.88112,1316,0,49
ATM_004363,BANK_10,Chennai,Tamil Nadu,13.079569,80.23359,695,0,50
ATM_004364,BANK_02,Hyderabad,Telangana,17.393466,78.476129,341,1,68
ATM_004365,BANK_09,Nashik,Maharashtra,20.042865,73.725232,181,1,49
ATM_004366,BANK_11,Bengaluru,Karnataka,12.887506,77.58144,239,1,21
ATM_004367,BANK_15,Ahmedabad,Gujarat,22.957056,72.568599,1567,1,12
